SRS QCM200 Data File
Data Taken on 03.05.2023 at 12:28:38
Tag Definitions
Zero Rel F        = 1
Zero Rel R        = 2
Zero Rel F and R  = 3
User Tag          = 4
Begining of File  = 5

Notes:


Frequency	Resistance	Delta F	Delta R	Delta Mass	Time (s)	Tag
+05.004193000E+6	+03.305700E+2	-06.105000E+2	+02.686420E+2	+01.078622E+1	+06.753600E+2	0
+05.004193100E+6	+03.305000E+2	-06.104000E+2	+02.685720E+2	+01.078445E+1	+06.764330E+2	0
+05.004193200E+6	+03.304300E+2	-06.103000E+2	+02.685020E+2	+01.078269E+1	+06.775080E+2	0
+05.004193300E+6	+03.303400E+2	-06.102000E+2	+02.684120E+2	+01.078092E+1	+06.785810E+2	0
+05.004193300E+6	+03.303100E+2	-06.102000E+2	+02.683820E+2	+01.078092E+1	+06.796580E+2	0
+05.004193400E+6	+03.302100E+2	-06.101000E+2	+02.682820E+2	+01.077915E+1	+06.807310E+2	0
+05.004193600E+6	+03.301400E+2	-06.099000E+2	+02.682120E+2	+01.077562E+1	+06.818030E+2	0
+05.004193600E+6	+03.300400E+2	-06.099000E+2	+02.681120E+2	+01.077562E+1	+06.828860E+2	0
+05.004193700E+6	+03.300000E+2	-06.098000E+2	+02.680720E+2	+01.077385E+1	+06.839620E+2	0
+05.004193700E+6	+03.299400E+2	-06.098000E+2	+02.680120E+2	+01.077385E+1	+06.850440E+2	0
+05.004193800E+6	+03.298400E+2	-06.097000E+2	+02.679120E+2	+01.077208E+1	+06.861160E+2	0
+05.004193900E+6	+03.297800E+2	-06.096000E+2	+02.678520E+2	+01.077032E+1	+06.871900E+2	0
+05.004193900E+6	+03.297300E+2	-06.096000E+2	+02.678020E+2	+01.077032E+1	+06.882590E+2	0
+05.004193900E+6	+03.296500E+2	-06.096000E+2	+02.677220E+2	+01.077032E+1	+06.893440E+2	0
+05.004193900E+6	+03.295400E+2	-06.096000E+2	+02.676120E+2	+01.077032E+1	+06.904170E+2	0
+05.004193900E+6	+03.294700E+2	-06.096000E+2	+02.675420E+2	+01.077032E+1	+06.914920E+2	0
+05.004193900E+6	+03.293300E+2	-06.096000E+2	+02.674020E+2	+01.077032E+1	+06.925650E+2	0
+05.004193900E+6	+03.292400E+2	-06.096000E+2	+02.673120E+2	+01.077032E+1	+06.936400E+2	0
+05.004193800E+6	+03.290600E+2	-06.097000E+2	+02.671320E+2	+01.077208E+1	+06.947170E+2	0
+05.004193800E+6	+03.289800E+2	-06.097000E+2	+02.670520E+2	+01.077208E+1	+06.957880E+2	0
+05.004193700E+6	+03.289500E+2	-06.098000E+2	+02.670220E+2	+01.077385E+1	+06.968620E+2	0
+05.004193800E+6	+03.288200E+2	-06.097000E+2	+02.668920E+2	+01.077208E+1	+06.979350E+2	0
+05.004193700E+6	+03.287800E+2	-06.098000E+2	+02.668520E+2	+01.077385E+1	+06.990160E+2	0
+05.004193600E+6	+03.286900E+2	-06.099000E+2	+02.667620E+2	+01.077562E+1	+07.000920E+2	0
+05.004193600E+6	+03.286500E+2	-06.099000E+2	+02.667220E+2	+01.077562E+1	+07.011660E+2	0
+05.004193500E+6	+03.286000E+2	-06.100000E+2	+02.666720E+2	+01.077739E+1	+07.022450E+2	0
+05.004193400E+6	+03.284600E+2	-06.101000E+2	+02.665320E+2	+01.077915E+1	+07.033090E+2	0
+05.004193300E+6	+03.283600E+2	-06.102000E+2	+02.664320E+2	+01.078092E+1	+07.043880E+2	0
+05.004193300E+6	+03.283200E+2	-06.102000E+2	+02.663920E+2	+01.078092E+1	+07.054710E+2	0
+05.004193300E+6	+03.282900E+2	-06.102000E+2	+02.663620E+2	+01.078092E+1	+07.065410E+2	0
+05.004193200E+6	+03.282500E+2	-06.103000E+2	+02.663220E+2	+01.078269E+1	+07.076130E+2	0
+05.004193100E+6	+03.281700E+2	-06.104000E+2	+02.662420E+2	+01.078445E+1	+07.086860E+2	0
+05.004193000E+6	+03.280600E+2	-06.105000E+2	+02.661320E+2	+01.078622E+1	+07.097580E+2	0
+05.004192900E+6	+03.279500E+2	-06.106000E+2	+02.660220E+2	+01.078799E+1	+07.108330E+2	0
+05.004192800E+6	+03.279400E+2	-06.107000E+2	+02.660120E+2	+01.078975E+1	+07.119040E+2	0
+05.004192700E+6	+03.278600E+2	-06.108000E+2	+02.659320E+2	+01.079152E+1	+07.129910E+2	0
+05.004192500E+6	+03.278300E+2	-06.110000E+2	+02.659020E+2	+01.079505E+1	+07.140620E+2	0
+05.004192300E+6	+03.277400E+2	-06.112000E+2	+02.658120E+2	+01.079859E+1	+07.151320E+2	0
+05.004192100E+6	+03.276700E+2	-06.114000E+2	+02.657420E+2	+01.080212E+1	+07.162070E+2	0
+05.004192100E+6	+03.276900E+2	-06.114000E+2	+02.657620E+2	+01.080212E+1	+07.172810E+2	0
+05.004191800E+6	+03.275800E+2	-06.117000E+2	+02.656520E+2	+01.080742E+1	+07.183510E+2	0
+05.004191600E+6	+03.274400E+2	-06.119000E+2	+02.655120E+2	+01.081095E+1	+07.194340E+2	0
+05.004191600E+6	+03.273500E+2	-06.119000E+2	+02.654220E+2	+01.081095E+1	+07.205030E+2	0
+05.004191300E+6	+03.273000E+2	-06.122000E+2	+02.653720E+2	+01.081625E+1	+07.215790E+2	0
+05.004191200E+6	+03.272200E+2	-06.123000E+2	+02.652920E+2	+01.081802E+1	+07.226510E+2	0
+05.004191100E+6	+03.271400E+2	-06.124000E+2	+02.652120E+2	+01.081979E+1	+07.237420E+2	0
+05.004190900E+6	+03.270700E+2	-06.126000E+2	+02.651420E+2	+01.082332E+1	+07.248030E+2	0
+05.004190800E+6	+03.270700E+2	-06.127000E+2	+02.651420E+2	+01.082509E+1	+07.258860E+2	0
+05.004190600E+6	+03.270400E+2	-06.129000E+2	+02.651120E+2	+01.082862E+1	+07.269590E+2	0
+05.004190400E+6	+03.270000E+2	-06.131000E+2	+02.650720E+2	+01.083216E+1	+07.280330E+2	0
+05.004190300E+6	+03.266500E+2	-06.132000E+2	+02.647220E+2	+01.083392E+1	+07.290990E+2	0
+05.004187800E+6	+03.263800E+2	-06.157000E+2	+02.644520E+2	+01.087809E+1	+07.301750E+2	0
+05.004187000E+6	+03.262300E+2	-06.165000E+2	+02.643020E+2	+01.089223E+1	+07.312460E+2	0
+05.004186600E+6	+03.262000E+2	-06.169000E+2	+02.642720E+2	+01.089929E+1	+07.323340E+2	0
+05.004186400E+6	+03.261600E+2	-06.171000E+2	+02.642320E+2	+01.090283E+1	+07.333990E+2	0
+05.004186100E+6	+03.261600E+2	-06.174000E+2	+02.642320E+2	+01.090813E+1	+07.344850E+2	0
+05.004186000E+6	+03.261300E+2	-06.175000E+2	+02.642020E+2	+01.090989E+1	+07.355580E+2	0
+05.004185800E+6	+03.261200E+2	-06.177000E+2	+02.641920E+2	+01.091343E+1	+07.366290E+2	0
+05.004185500E+6	+03.261100E+2	-06.180000E+2	+02.641820E+2	+01.091873E+1	+07.377030E+2	0
+05.004185400E+6	+03.261200E+2	-06.181000E+2	+02.641920E+2	+01.092049E+1	+07.387860E+2	0
+05.004185300E+6	+03.261100E+2	-06.182000E+2	+02.641820E+2	+01.092226E+1	+07.398550E+2	0
+05.004185100E+6	+03.260900E+2	-06.184000E+2	+02.641620E+2	+01.092580E+1	+07.409350E+2	0
+05.004184900E+6	+03.260900E+2	-06.186000E+2	+02.641620E+2	+01.092933E+1	+07.420100E+2	0
+05.004184600E+6	+03.260700E+2	-06.189000E+2	+02.641420E+2	+01.093463E+1	+07.430830E+2	0
+05.004184200E+6	+03.260700E+2	-06.193000E+2	+02.641420E+2	+01.094170E+1	+07.441560E+2	0
+05.004184000E+6	+03.260700E+2	-06.195000E+2	+02.641420E+2	+01.094523E+1	+07.452220E+2	0
+05.004183900E+6	+03.260900E+2	-06.196000E+2	+02.641620E+2	+01.094700E+1	+07.462960E+2	0
+05.004183600E+6	+03.260300E+2	-06.199000E+2	+02.641020E+2	+01.095230E+1	+07.473820E+2	0
+05.004182600E+6	+03.260300E+2	-06.209000E+2	+02.641020E+2	+01.096996E+1	+07.484580E+2	0
+05.004182300E+6	+03.260400E+2	-06.212000E+2	+02.641120E+2	+01.097527E+1	+07.495300E+2	0
+05.004182000E+6	+03.260500E+2	-06.215000E+2	+02.641220E+2	+01.098057E+1	+07.506040E+2	0
+05.004181800E+6	+03.260600E+2	-06.217000E+2	+02.641320E+2	+01.098410E+1	+07.516730E+2	0
+05.004181500E+6	+03.260800E+2	-06.220000E+2	+02.641520E+2	+01.098940E+1	+07.527530E+2	0
+05.004181200E+6	+03.261100E+2	-06.223000E+2	+02.641820E+2	+01.099470E+1	+07.538250E+2	0
+05.004180900E+6	+03.261400E+2	-06.226000E+2	+02.642120E+2	+01.100000E+1	+07.548970E+2	0
+05.004180800E+6	+03.261800E+2	-06.227000E+2	+02.642520E+2	+01.100177E+1	+07.559730E+2	0
+05.004180400E+6	+03.262000E+2	-06.231000E+2	+02.642720E+2	+01.100883E+1	+07.570450E+2	0
+05.004180300E+6	+03.262000E+2	-06.232000E+2	+02.642720E+2	+01.101060E+1	+07.581190E+2	0
+05.004180000E+6	+03.262200E+2	-06.235000E+2	+02.642920E+2	+01.101590E+1	+07.591920E+2	0
+05.004179900E+6	+03.262400E+2	-06.236000E+2	+02.643120E+2	+01.101767E+1	+07.602640E+2	0
+05.004179600E+6	+03.262700E+2	-06.239000E+2	+02.643420E+2	+01.102297E+1	+07.613370E+2	0
+05.004179400E+6	+03.263100E+2	-06.241000E+2	+02.643820E+2	+01.102650E+1	+07.624120E+2	0
+05.004179200E+6	+03.263300E+2	-06.243000E+2	+02.644020E+2	+01.103004E+1	+07.634900E+2	0
+05.004179000E+6	+03.263600E+2	-06.245000E+2	+02.644320E+2	+01.103357E+1	+07.645670E+2	0
+05.004178900E+6	+03.264000E+2	-06.246000E+2	+02.644720E+2	+01.103534E+1	+07.656350E+2	0
+05.004178700E+6	+03.264200E+2	-06.248000E+2	+02.644920E+2	+01.103887E+1	+07.667080E+2	0
+05.004178700E+6	+03.264200E+2	-06.248000E+2	+02.644920E+2	+01.103887E+1	+07.677960E+2	0
+05.004178600E+6	+03.264400E+2	-06.249000E+2	+02.645120E+2	+01.104064E+1	+07.688680E+2	0
+05.004178400E+6	+03.264800E+2	-06.251000E+2	+02.645520E+2	+01.104417E+1	+07.699380E+2	0
+05.004178300E+6	+03.265200E+2	-06.252000E+2	+02.645920E+2	+01.104594E+1	+07.710080E+2	0
+05.004178100E+6	+03.265400E+2	-06.254000E+2	+02.646120E+2	+01.104947E+1	+07.720970E+2	0
+05.004178000E+6	+03.265700E+2	-06.255000E+2	+02.646420E+2	+01.105124E+1	+07.731700E+2	0
+05.004177800E+6	+03.266100E+2	-06.257000E+2	+02.646820E+2	+01.105477E+1	+07.742360E+2	0
+05.004177500E+6	+03.266700E+2	-06.260000E+2	+02.647420E+2	+01.106007E+1	+07.753110E+2	0
+05.004177300E+6	+03.267000E+2	-06.262000E+2	+02.647720E+2	+01.106360E+1	+07.764010E+2	0
+05.004177000E+6	+03.267000E+2	-06.265000E+2	+02.647720E+2	+01.106890E+1	+07.774760E+2	0
+05.004177000E+6	+03.267300E+2	-06.265000E+2	+02.648020E+2	+01.106890E+1	+07.785490E+2	0
+05.004177100E+6	+03.267700E+2	-06.264000E+2	+02.648420E+2	+01.106714E+1	+07.796230E+2	0
+05.004177000E+6	+03.267800E+2	-06.265000E+2	+02.648520E+2	+01.106890E+1	+07.806890E+2	0
+05.004176900E+6	+03.267700E+2	-06.266000E+2	+02.648420E+2	+01.107067E+1	+07.817720E+2	0
+05.004176800E+6	+03.268200E+2	-06.267000E+2	+02.648920E+2	+01.107244E+1	+07.828460E+2	0
+05.004176700E+6	+03.268500E+2	-06.268000E+2	+02.649220E+2	+01.107420E+1	+07.839210E+2	0
+05.004176600E+6	+03.268900E+2	-06.269000E+2	+02.649620E+2	+01.107597E+1	+07.849970E+2	0
+05.004176600E+6	+03.269100E+2	-06.269000E+2	+02.649820E+2	+01.107597E+1	+07.860720E+2	0
+05.004176400E+6	+03.269300E+2	-06.271000E+2	+02.650020E+2	+01.107951E+1	+07.871440E+2	0
+05.004176200E+6	+03.269800E+2	-06.273000E+2	+02.650520E+2	+01.108304E+1	+07.882160E+2	0
+05.004176100E+6	+03.270000E+2	-06.274000E+2	+02.650720E+2	+01.108481E+1	+07.892910E+2	0
+05.004176100E+6	+03.270600E+2	-06.274000E+2	+02.651320E+2	+01.108481E+1	+07.903630E+2	0
+05.004175600E+6	+03.277300E+2	-06.279000E+2	+02.658020E+2	+01.109364E+1	+07.914360E+2	0
+05.004176700E+6	+03.293400E+2	-06.268000E+2	+02.674120E+2	+01.107420E+1	+07.925200E+2	0
+05.004178600E+6	+03.322700E+2	-06.249000E+2	+02.703420E+2	+01.104064E+1	+07.935950E+2	0
+05.004177000E+6	+03.276500E+2	-06.265000E+2	+02.657220E+2	+01.106890E+1	+07.946660E+2	0
+05.004173800E+6	+03.273300E+2	-06.297000E+2	+02.654020E+2	+01.112544E+1	+07.957370E+2	0
+05.004174000E+6	+03.273200E+2	-06.295000E+2	+02.653920E+2	+01.112191E+1	+07.968130E+2	0
+05.004174600E+6	+03.279100E+2	-06.289000E+2	+02.659820E+2	+01.111131E+1	+07.978870E+2	0
+05.004175400E+6	+03.290400E+2	-06.281000E+2	+02.671120E+2	+01.109717E+1	+07.989680E+2	0
+05.004183000E+6	+03.285100E+2	-06.205000E+2	+02.665820E+2	+01.096290E+1	+08.000390E+2	0
+05.004177600E+6	+03.230800E+2	-06.259000E+2	+02.611520E+2	+01.105830E+1	+08.011140E+2	0
+05.004176400E+6	+03.230600E+2	-06.271000E+2	+02.611320E+2	+01.107951E+1	+08.021870E+2	0
+05.004177100E+6	+03.231800E+2	-06.264000E+2	+02.612520E+2	+01.106714E+1	+08.032570E+2	0
+05.004177300E+6	+03.232800E+2	-06.262000E+2	+02.613520E+2	+01.106360E+1	+08.043400E+2	0
+05.004177400E+6	+03.235800E+2	-06.261000E+2	+02.616520E+2	+01.106184E+1	+08.054190E+2	0
+05.004177300E+6	+03.235000E+2	-06.262000E+2	+02.615720E+2	+01.106360E+1	+08.064910E+2	0
+05.004177100E+6	+03.232400E+2	-06.264000E+2	+02.613120E+2	+01.106714E+1	+08.075530E+2	0
+05.004177000E+6	+03.231800E+2	-06.265000E+2	+02.612520E+2	+01.106890E+1	+08.086380E+2	0
+05.004176800E+6	+03.230900E+2	-06.267000E+2	+02.611620E+2	+01.107244E+1	+08.097090E+2	0
+05.004176500E+6	+03.230100E+2	-06.270000E+2	+02.610820E+2	+01.107774E+1	+08.107820E+2	0
+05.004176300E+6	+03.229200E+2	-06.272000E+2	+02.609920E+2	+01.108127E+1	+08.118570E+2	0
+05.004175900E+6	+03.228300E+2	-06.276000E+2	+02.609020E+2	+01.108834E+1	+08.129270E+2	0
+05.004175400E+6	+03.227100E+2	-06.281000E+2	+02.607820E+2	+01.109717E+1	+08.140100E+2	0
+05.004175000E+6	+03.225600E+2	-06.285000E+2	+02.606320E+2	+01.110424E+1	+08.150720E+2	0
+05.004174400E+6	+03.223700E+2	-06.291000E+2	+02.604420E+2	+01.111484E+1	+08.161470E+2	0
+05.004173800E+6	+03.221900E+2	-06.297000E+2	+02.602620E+2	+01.112544E+1	+08.172220E+2	0
+05.004172400E+6	+03.220200E+2	-06.311000E+2	+02.600920E+2	+01.115018E+1	+08.183070E+2	0
+05.004171600E+6	+03.218900E+2	-06.319000E+2	+02.599620E+2	+01.116431E+1	+08.193740E+2	0
+05.004170700E+6	+03.217600E+2	-06.328000E+2	+02.598320E+2	+01.118021E+1	+08.204600E+2	0
+05.004169900E+6	+03.216500E+2	-06.336000E+2	+02.597220E+2	+01.119435E+1	+08.215390E+2	0
+05.004169000E+6	+03.215600E+2	-06.345000E+2	+02.596320E+2	+01.121025E+1	+08.226100E+2	0
+05.004168300E+6	+03.214800E+2	-06.352000E+2	+02.595520E+2	+01.122261E+1	+08.236820E+2	0
+05.004167500E+6	+03.214000E+2	-06.360000E+2	+02.594720E+2	+01.123675E+1	+08.247580E+2	0
+05.004166800E+6	+03.213500E+2	-06.367000E+2	+02.594220E+2	+01.124912E+1	+08.258320E+2	0
+05.004166100E+6	+03.213000E+2	-06.374000E+2	+02.593720E+2	+01.126148E+1	+08.269020E+2	0
+05.004165600E+6	+03.212700E+2	-06.379000E+2	+02.593420E+2	+01.127032E+1	+08.279820E+2	0
+05.004165000E+6	+03.212400E+2	-06.385000E+2	+02.593120E+2	+01.128092E+1	+08.290590E+2	0
+05.004164600E+6	+03.212100E+2	-06.389000E+2	+02.592820E+2	+01.128799E+1	+08.301320E+2	0
+05.004164100E+6	+03.212100E+2	-06.394000E+2	+02.592820E+2	+01.129682E+1	+08.312120E+2	0
+05.004163100E+6	+03.212000E+2	-06.404000E+2	+02.592720E+2	+01.131449E+1	+08.322830E+2	0
+05.004162600E+6	+03.211800E+2	-06.409000E+2	+02.592520E+2	+01.132332E+1	+08.333490E+2	0
+05.004162200E+6	+03.211700E+2	-06.413000E+2	+02.592420E+2	+01.133039E+1	+08.344300E+2	0
+05.004161900E+6	+03.211600E+2	-06.416000E+2	+02.592320E+2	+01.133569E+1	+08.354990E+2	0
+05.004161500E+6	+03.211700E+2	-06.420000E+2	+02.592420E+2	+01.134276E+1	+08.365710E+2	0
+05.004161100E+6	+03.211700E+2	-06.424000E+2	+02.592420E+2	+01.134982E+1	+08.376480E+2	0
+05.004160800E+6	+03.211700E+2	-06.427000E+2	+02.592420E+2	+01.135512E+1	+08.387180E+2	0
+05.004160400E+6	+03.211600E+2	-06.431000E+2	+02.592320E+2	+01.136219E+1	+08.397900E+2	0
+05.004160100E+6	+03.211500E+2	-06.434000E+2	+02.592220E+2	+01.136749E+1	+08.408710E+2	0
+05.004159800E+6	+03.211500E+2	-06.437000E+2	+02.592220E+2	+01.137279E+1	+08.419440E+2	0
+05.004159600E+6	+03.211400E+2	-06.439000E+2	+02.592120E+2	+01.137633E+1	+08.430160E+2	0
+05.004159300E+6	+03.211500E+2	-06.442000E+2	+02.592220E+2	+01.138163E+1	+08.440960E+2	0
+05.004158900E+6	+03.211400E+2	-06.446000E+2	+02.592120E+2	+01.138869E+1	+08.451640E+2	0
+05.004158800E+6	+03.211300E+2	-06.447000E+2	+02.592020E+2	+01.139046E+1	+08.462340E+2	0
+05.004158300E+6	+03.211400E+2	-06.452000E+2	+02.592120E+2	+01.139929E+1	+08.473160E+2	0
+05.004158000E+6	+03.211300E+2	-06.455000E+2	+02.592020E+2	+01.140459E+1	+08.483930E+2	0
+05.004157900E+6	+03.211300E+2	-06.456000E+2	+02.592020E+2	+01.140636E+1	+08.494630E+2	0
+05.004157700E+6	+03.211300E+2	-06.458000E+2	+02.592020E+2	+01.140989E+1	+08.505470E+2	0
+05.004157500E+6	+03.211200E+2	-06.460000E+2	+02.591920E+2	+01.141343E+1	+08.516160E+2	0
+05.004157400E+6	+03.211300E+2	-06.461000E+2	+02.592020E+2	+01.141519E+1	+08.526860E+2	0
+05.004157300E+6	+03.211300E+2	-06.462000E+2	+02.592020E+2	+01.141696E+1	+08.537580E+2	0
+05.004157300E+6	+03.211300E+2	-06.462000E+2	+02.592020E+2	+01.141696E+1	+08.548370E+2	0
+05.004157100E+6	+03.211300E+2	-06.464000E+2	+02.592020E+2	+01.142049E+1	+08.559140E+2	0
+05.004157100E+6	+03.211300E+2	-06.464000E+2	+02.592020E+2	+01.142049E+1	+08.569880E+2	0
+05.004157000E+6	+03.211600E+2	-06.465000E+2	+02.592320E+2	+01.142226E+1	+08.580620E+2	0
+05.004157000E+6	+03.211700E+2	-06.465000E+2	+02.592420E+2	+01.142226E+1	+08.591340E+2	0
+05.004156900E+6	+03.211700E+2	-06.466000E+2	+02.592420E+2	+01.142403E+1	+08.602070E+2	0
+05.004156800E+6	+03.211800E+2	-06.467000E+2	+02.592520E+2	+01.142580E+1	+08.612820E+2	0
+05.004156700E+6	+03.211900E+2	-06.468000E+2	+02.592620E+2	+01.142756E+1	+08.623670E+2	0
+05.004156600E+6	+03.211800E+2	-06.469000E+2	+02.592520E+2	+01.142933E+1	+08.634370E+2	0
+05.004156500E+6	+03.211600E+2	-06.470000E+2	+02.592320E+2	+01.143110E+1	+08.645100E+2	0
+05.004156400E+6	+03.211600E+2	-06.471000E+2	+02.592320E+2	+01.143286E+1	+08.655760E+2	0
+05.004156300E+6	+03.211500E+2	-06.472000E+2	+02.592220E+2	+01.143463E+1	+08.666610E+2	0
+05.004156300E+6	+03.211700E+2	-06.472000E+2	+02.592420E+2	+01.143463E+1	+08.677310E+2	0
+05.004156100E+6	+03.211900E+2	-06.474000E+2	+02.592620E+2	+01.143816E+1	+08.688040E+2	0
+05.004156000E+6	+03.211700E+2	-06.475000E+2	+02.592420E+2	+01.143993E+1	+08.698790E+2	0
+05.004155800E+6	+03.211600E+2	-06.477000E+2	+02.592320E+2	+01.144346E+1	+08.709530E+2	0
+05.004155800E+6	+03.211700E+2	-06.477000E+2	+02.592420E+2	+01.144346E+1	+08.720380E+2	0
+05.004155700E+6	+03.211800E+2	-06.478000E+2	+02.592520E+2	+01.144523E+1	+08.731130E+2	0
+05.004155400E+6	+03.211700E+2	-06.481000E+2	+02.592420E+2	+01.145053E+1	+08.741880E+2	0
+05.004155200E+6	+03.211600E+2	-06.483000E+2	+02.592320E+2	+01.145406E+1	+08.752560E+2	0
+05.004155000E+6	+03.211500E+2	-06.485000E+2	+02.592220E+2	+01.145760E+1	+08.763300E+2	0
+05.004154900E+6	+03.211400E+2	-06.486000E+2	+02.592120E+2	+01.145936E+1	+08.774030E+2	0
+05.004154800E+6	+03.211300E+2	-06.487000E+2	+02.592020E+2	+01.146113E+1	+08.784770E+2	0
+05.004154600E+6	+03.211200E+2	-06.489000E+2	+02.591920E+2	+01.146466E+1	+08.795460E+2	0
+05.004154400E+6	+03.211200E+2	-06.491000E+2	+02.591920E+2	+01.146820E+1	+08.806220E+2	0
+05.004154200E+6	+03.211100E+2	-06.493000E+2	+02.591820E+2	+01.147173E+1	+08.816960E+2	0
+05.004154000E+6	+03.211300E+2	-06.495000E+2	+02.592020E+2	+01.147527E+1	+08.827840E+2	0
+05.004153900E+6	+03.211200E+2	-06.496000E+2	+02.591920E+2	+01.147703E+1	+08.838570E+2	0
+05.004153900E+6	+03.211300E+2	-06.496000E+2	+02.592020E+2	+01.147703E+1	+08.849270E+2	0
+05.004153700E+6	+03.211400E+2	-06.498000E+2	+02.592120E+2	+01.148057E+1	+08.860030E+2	0
+05.004153600E+6	+03.211500E+2	-06.499000E+2	+02.592220E+2	+01.148233E+1	+08.870760E+2	0
+05.004153500E+6	+03.211600E+2	-06.500000E+2	+02.592320E+2	+01.148410E+1	+08.881470E+2	0
+05.004153400E+6	+03.211700E+2	-06.501000E+2	+02.592420E+2	+01.148587E+1	+08.892270E+2	0
+05.004153300E+6	+03.211800E+2	-06.502000E+2	+02.592520E+2	+01.148763E+1	+08.903020E+2	0
+05.004152900E+6	+03.211800E+2	-06.506000E+2	+02.592520E+2	+01.149470E+1	+08.913770E+2	0
+05.004152600E+6	+03.211800E+2	-06.509000E+2	+02.592520E+2	+01.150000E+1	+08.924430E+2	0
+05.004152500E+6	+03.211800E+2	-06.510000E+2	+02.592520E+2	+01.150177E+1	+08.935180E+2	0
+05.004152400E+6	+03.211800E+2	-06.511000E+2	+02.592520E+2	+01.150353E+1	+08.945970E+2	0
+05.004152400E+6	+03.211900E+2	-06.511000E+2	+02.592620E+2	+01.150353E+1	+08.956690E+2	0
+05.004152200E+6	+03.211900E+2	-06.513000E+2	+02.592620E+2	+01.150707E+1	+08.967470E+2	0
+05.004152000E+6	+03.211800E+2	-06.515000E+2	+02.592520E+2	+01.151060E+1	+08.978230E+2	0
+05.004151900E+6	+03.211800E+2	-06.516000E+2	+02.592520E+2	+01.151237E+1	+08.988960E+2	0
+05.004151800E+6	+03.211900E+2	-06.517000E+2	+02.592620E+2	+01.151413E+1	+08.999720E+2	0
+05.004151800E+6	+03.212000E+2	-06.517000E+2	+02.592720E+2	+01.151413E+1	+09.010420E+2	0
+05.004151700E+6	+03.212000E+2	-06.518000E+2	+02.592720E+2	+01.151590E+1	+09.021130E+2	0
+05.004151700E+6	+03.212100E+2	-06.518000E+2	+02.592820E+2	+01.151590E+1	+09.031950E+2	0
+05.004151600E+6	+03.212100E+2	-06.519000E+2	+02.592820E+2	+01.151767E+1	+09.042710E+2	0
+05.004151700E+6	+03.212200E+2	-06.518000E+2	+02.592920E+2	+01.151590E+1	+09.053400E+2	0
+05.004151700E+6	+03.212300E+2	-06.518000E+2	+02.593020E+2	+01.151590E+1	+09.064130E+2	0
+05.004151600E+6	+03.212400E+2	-06.519000E+2	+02.593120E+2	+01.151767E+1	+09.074880E+2	0
+05.004151700E+6	+03.212400E+2	-06.518000E+2	+02.593120E+2	+01.151590E+1	+09.085590E+2	0
+05.004151700E+6	+03.212300E+2	-06.518000E+2	+02.593020E+2	+01.151590E+1	+09.096450E+2	0
+05.004151600E+6	+03.211900E+2	-06.519000E+2	+02.592620E+2	+01.151767E+1	+09.107120E+2	0
+05.004151800E+6	+03.211700E+2	-06.517000E+2	+02.592420E+2	+01.151413E+1	+09.117920E+2	0
+05.004151900E+6	+03.212300E+2	-06.516000E+2	+02.593020E+2	+01.151237E+1	+09.128640E+2	0
+05.004151800E+6	+03.212600E+2	-06.517000E+2	+02.593320E+2	+01.151413E+1	+09.139480E+2	0
+05.004151800E+6	+03.212700E+2	-06.517000E+2	+02.593420E+2	+01.151413E+1	+09.150220E+2	0
+05.004151600E+6	+03.212300E+2	-06.519000E+2	+02.593020E+2	+01.151767E+1	+09.160950E+2	0
+05.004151400E+6	+03.211900E+2	-06.521000E+2	+02.592620E+2	+01.152120E+1	+09.172210E+2	0
+05.004151500E+6	+03.212400E+2	-06.520000E+2	+02.593120E+2	+01.151943E+1	+09.182590E+2	0
+05.004151400E+6	+03.211900E+2	-06.521000E+2	+02.592620E+2	+01.152120E+1	+09.193330E+2	0
+05.004151400E+6	+03.211900E+2	-06.521000E+2	+02.592620E+2	+01.152120E+1	+09.204070E+2	0
+05.004151300E+6	+03.211900E+2	-06.522000E+2	+02.592620E+2	+01.152297E+1	+09.214750E+2	0
+05.004151300E+6	+03.211800E+2	-06.522000E+2	+02.592520E+2	+01.152297E+1	+09.225490E+2	0
+05.004151400E+6	+03.211700E+2	-06.521000E+2	+02.592420E+2	+01.152120E+1	+09.236230E+2	0
+05.004151600E+6	+03.211800E+2	-06.519000E+2	+02.592520E+2	+01.151767E+1	+09.246990E+2	0
+05.004151600E+6	+03.212100E+2	-06.519000E+2	+02.592820E+2	+01.151767E+1	+09.257720E+2	0
+05.004151600E+6	+03.212200E+2	-06.519000E+2	+02.592920E+2	+01.151767E+1	+09.268580E+2	0
+05.004151500E+6	+03.211900E+2	-06.520000E+2	+02.592620E+2	+01.151943E+1	+09.279330E+2	0
+05.004151400E+6	+03.211600E+2	-06.521000E+2	+02.592320E+2	+01.152120E+1	+09.289950E+2	0
+05.004151400E+6	+03.211300E+2	-06.521000E+2	+02.592020E+2	+01.152120E+1	+09.300700E+2	0
+05.004151400E+6	+03.211100E+2	-06.521000E+2	+02.591820E+2	+01.152120E+1	+09.311540E+2	0
+05.004151400E+6	+03.211000E+2	-06.521000E+2	+02.591720E+2	+01.152120E+1	+09.322400E+2	0
+05.004151400E+6	+03.211000E+2	-06.521000E+2	+02.591720E+2	+01.152120E+1	+09.333040E+2	0
+05.004151600E+6	+03.211000E+2	-06.519000E+2	+02.591720E+2	+01.151767E+1	+09.343790E+2	0
+05.004151700E+6	+03.210800E+2	-06.518000E+2	+02.591520E+2	+01.151590E+1	+09.354630E+2	0
