SRS QCM200 Data File
Data Taken on 03.05.2023 at 12:28:38
Tag Definitions
Zero Rel F        = 1
Zero Rel R        = 2
Zero Rel F and R  = 3
User Tag          = 4
Begining of File  = 5

Notes:


Frequency	Resistance	Delta F	Delta R	Delta Mass	Time (s)	Tag
+05.004124000E+6	+03.223700E+2	-06.795000E+2	+02.604420E+2	+01.200530E+1	+01.561997E+3	0
+05.004124100E+6	+03.223600E+2	-06.794000E+2	+02.604320E+2	+01.200353E+1	+01.563072E+3	0
+05.004124200E+6	+03.223400E+2	-06.793000E+2	+02.604120E+2	+01.200177E+1	+01.564148E+3	0
+05.004124300E+6	+03.223200E+2	-06.792000E+2	+02.603920E+2	+01.200000E+1	+01.565219E+3	0
+05.004124400E+6	+03.223000E+2	-06.791000E+2	+02.603720E+2	+01.199823E+1	+01.566288E+3	0
+05.004124400E+6	+03.222800E+2	-06.791000E+2	+02.603520E+2	+01.199823E+1	+01.567362E+3	0
+05.004124600E+6	+03.222600E+2	-06.789000E+2	+02.603320E+2	+01.199470E+1	+01.568437E+3	0
+05.004124600E+6	+03.222500E+2	-06.789000E+2	+02.603220E+2	+01.199470E+1	+01.569516E+3	0
+05.004124600E+6	+03.222400E+2	-06.789000E+2	+02.603120E+2	+01.199470E+1	+01.570590E+3	0
+05.004124800E+6	+03.222400E+2	-06.787000E+2	+02.603120E+2	+01.199117E+1	+01.571665E+3	0
+05.004124700E+6	+03.222200E+2	-06.788000E+2	+02.602920E+2	+01.199293E+1	+01.572742E+3	0
+05.004124700E+6	+03.222200E+2	-06.788000E+2	+02.602920E+2	+01.199293E+1	+01.573827E+3	0
+05.004124900E+6	+03.222100E+2	-06.786000E+2	+02.602820E+2	+01.198940E+1	+01.574891E+3	0
+05.004124900E+6	+03.222000E+2	-06.786000E+2	+02.602720E+2	+01.198940E+1	+01.575965E+3	0
+05.004124900E+6	+03.221800E+2	-06.786000E+2	+02.602520E+2	+01.198940E+1	+01.577047E+3	0
+05.004125000E+6	+03.221700E+2	-06.785000E+2	+02.602420E+2	+01.198763E+1	+01.578111E+3	0
+05.004125100E+6	+03.221600E+2	-06.784000E+2	+02.602320E+2	+01.198587E+1	+01.579187E+3	0
+05.004125100E+6	+03.221400E+2	-06.784000E+2	+02.602120E+2	+01.198587E+1	+01.580260E+3	0
+05.004125100E+6	+03.221300E+2	-06.784000E+2	+02.602020E+2	+01.198587E+1	+01.581337E+3	0
+05.004125200E+6	+03.221300E+2	-06.783000E+2	+02.602020E+2	+01.198410E+1	+01.582415E+3	0
+05.004125300E+6	+03.221200E+2	-06.782000E+2	+02.601920E+2	+01.198233E+1	+01.583489E+3	0
+05.004125200E+6	+03.221200E+2	-06.783000E+2	+02.601920E+2	+01.198410E+1	+01.584557E+3	0
+05.004125300E+6	+03.221100E+2	-06.782000E+2	+02.601820E+2	+01.198233E+1	+01.585640E+3	0
+05.004125400E+6	+03.220900E+2	-06.781000E+2	+02.601620E+2	+01.198057E+1	+01.586704E+3	0
+05.004125500E+6	+03.220800E+2	-06.780000E+2	+02.601520E+2	+01.197880E+1	+01.587778E+3	0
+05.004125600E+6	+03.220600E+2	-06.779000E+2	+02.601320E+2	+01.197703E+1	+01.588852E+3	0
+05.004125700E+6	+03.220400E+2	-06.778000E+2	+02.601120E+2	+01.197527E+1	+01.589935E+3	0
+05.004125800E+6	+03.220200E+2	-06.777000E+2	+02.600920E+2	+01.197350E+1	+01.591015E+3	0
+05.004125800E+6	+03.220100E+2	-06.777000E+2	+02.600820E+2	+01.197350E+1	+01.592074E+3	0
+05.004126000E+6	+03.219800E+2	-06.775000E+2	+02.600520E+2	+01.196996E+1	+01.593160E+3	0
+05.004126100E+6	+03.219800E+2	-06.774000E+2	+02.600520E+2	+01.196820E+1	+01.594225E+3	0
+05.004126300E+6	+03.219500E+2	-06.772000E+2	+02.600220E+2	+01.196466E+1	+01.595303E+3	0
+05.004126300E+6	+03.219300E+2	-06.772000E+2	+02.600020E+2	+01.196466E+1	+01.596381E+3	0
+05.004126400E+6	+03.219100E+2	-06.771000E+2	+02.599820E+2	+01.196290E+1	+01.597451E+3	0
+05.004126600E+6	+03.218800E+2	-06.769000E+2	+02.599520E+2	+01.195936E+1	+01.598526E+3	0
+05.004126800E+6	+03.218600E+2	-06.767000E+2	+02.599320E+2	+01.195583E+1	+01.599610E+3	0
+05.004127000E+6	+03.218600E+2	-06.765000E+2	+02.599320E+2	+01.195230E+1	+01.600675E+3	0
+05.004127100E+6	+03.218200E+2	-06.764000E+2	+02.598920E+2	+01.195053E+1	+01.601753E+3	0
+05.004127100E+6	+03.217700E+2	-06.764000E+2	+02.598420E+2	+01.195053E+1	+01.602827E+3	0
+05.004127300E+6	+03.217400E+2	-06.762000E+2	+02.598120E+2	+01.194700E+1	+01.603894E+3	0
+05.004127400E+6	+03.217300E+2	-06.761000E+2	+02.598020E+2	+01.194523E+1	+01.604972E+3	0
+05.004127500E+6	+03.217100E+2	-06.760000E+2	+02.597820E+2	+01.194346E+1	+01.606044E+3	0
+05.004128000E+6	+03.217100E+2	-06.755000E+2	+02.597820E+2	+01.193463E+1	+01.607119E+3	0
+05.004128100E+6	+03.217000E+2	-06.754000E+2	+02.597720E+2	+01.193286E+1	+01.608195E+3	0
+05.004128100E+6	+03.216700E+2	-06.754000E+2	+02.597420E+2	+01.193286E+1	+01.609272E+3	0
+05.004128300E+6	+03.216800E+2	-06.752000E+2	+02.597520E+2	+01.192933E+1	+01.610343E+3	0
+05.004128300E+6	+03.216100E+2	-06.752000E+2	+02.596820E+2	+01.192933E+1	+01.611409E+3	0
+05.004128500E+6	+03.216100E+2	-06.750000E+2	+02.596820E+2	+01.192580E+1	+01.612492E+3	0
+05.004128600E+6	+03.215800E+2	-06.749000E+2	+02.596520E+2	+01.192403E+1	+01.613564E+3	0
+05.004128700E+6	+03.215700E+2	-06.748000E+2	+02.596420E+2	+01.192226E+1	+01.614637E+3	0
+05.004128600E+6	+03.215700E+2	-06.749000E+2	+02.596420E+2	+01.192403E+1	+01.615702E+3	0
+05.004128800E+6	+03.215600E+2	-06.747000E+2	+02.596320E+2	+01.192049E+1	+01.616777E+3	0
+05.004128800E+6	+03.215400E+2	-06.747000E+2	+02.596120E+2	+01.192049E+1	+01.617849E+3	0
+05.004128900E+6	+03.215200E+2	-06.746000E+2	+02.595920E+2	+01.191873E+1	+01.618923E+3	0
+05.004128900E+6	+03.215300E+2	-06.746000E+2	+02.596020E+2	+01.191873E+1	+01.620007E+3	0
+05.004128900E+6	+03.215200E+2	-06.746000E+2	+02.595920E+2	+01.191873E+1	+01.621074E+3	0
+05.004128900E+6	+03.215200E+2	-06.746000E+2	+02.595920E+2	+01.191873E+1	+01.622150E+3	0
+05.004128900E+6	+03.215300E+2	-06.746000E+2	+02.596020E+2	+01.191873E+1	+01.623225E+3	0
+05.004128900E+6	+03.215200E+2	-06.746000E+2	+02.595920E+2	+01.191873E+1	+01.624295E+3	0
+05.004128900E+6	+03.215200E+2	-06.746000E+2	+02.595920E+2	+01.191873E+1	+01.625368E+3	0
+05.004128900E+6	+03.215200E+2	-06.746000E+2	+02.595920E+2	+01.191873E+1	+01.626445E+3	0
+05.004128900E+6	+03.215200E+2	-06.746000E+2	+02.595920E+2	+01.191873E+1	+01.627534E+3	0
+05.004128800E+6	+03.215100E+2	-06.747000E+2	+02.595820E+2	+01.192049E+1	+01.628597E+3	0
+05.004128900E+6	+03.215000E+2	-06.746000E+2	+02.595720E+2	+01.191873E+1	+01.629671E+3	0
+05.004128900E+6	+03.215000E+2	-06.746000E+2	+02.595720E+2	+01.191873E+1	+01.630759E+3	0
+05.004128900E+6	+03.215000E+2	-06.746000E+2	+02.595720E+2	+01.191873E+1	+01.631825E+3	0
+05.004128800E+6	+03.215100E+2	-06.747000E+2	+02.595820E+2	+01.192049E+1	+01.632902E+3	0
+05.004128900E+6	+03.215000E+2	-06.746000E+2	+02.595720E+2	+01.191873E+1	+01.633974E+3	0
+05.004128900E+6	+03.214900E+2	-06.746000E+2	+02.595620E+2	+01.191873E+1	+01.635053E+3	0
+05.004128900E+6	+03.214900E+2	-06.746000E+2	+02.595620E+2	+01.191873E+1	+01.636129E+3	0
+05.004129000E+6	+03.214800E+2	-06.745000E+2	+02.595520E+2	+01.191696E+1	+01.637199E+3	0
+05.004129100E+6	+03.214600E+2	-06.744000E+2	+02.595320E+2	+01.191519E+1	+01.638268E+3	0
+05.004129100E+6	+03.214400E+2	-06.744000E+2	+02.595120E+2	+01.191519E+1	+01.639352E+3	0
+05.004129300E+6	+03.214400E+2	-06.742000E+2	+02.595120E+2	+01.191166E+1	+01.640428E+3	0
+05.004129300E+6	+03.214200E+2	-06.742000E+2	+02.594920E+2	+01.191166E+1	+01.641503E+3	0
+05.004129400E+6	+03.214100E+2	-06.741000E+2	+02.594820E+2	+01.190989E+1	+01.642566E+3	0
+05.004129500E+6	+03.214000E+2	-06.740000E+2	+02.594720E+2	+01.190813E+1	+01.643641E+3	0
+05.004129500E+6	+03.214000E+2	-06.740000E+2	+02.594720E+2	+01.190813E+1	+01.644717E+3	0
+05.004129600E+6	+03.213900E+2	-06.739000E+2	+02.594620E+2	+01.190636E+1	+01.645791E+3	0
+05.004129500E+6	+03.213800E+2	-06.740000E+2	+02.594520E+2	+01.190813E+1	+01.646868E+3	0
+05.004129500E+6	+03.213800E+2	-06.740000E+2	+02.594520E+2	+01.190813E+1	+01.647955E+3	0
+05.004129500E+6	+03.213700E+2	-06.740000E+2	+02.594420E+2	+01.190813E+1	+01.649023E+3	0
+05.004129600E+6	+03.213700E+2	-06.739000E+2	+02.594420E+2	+01.190636E+1	+01.650097E+3	0
+05.004129600E+6	+03.213800E+2	-06.739000E+2	+02.594520E+2	+01.190636E+1	+01.651171E+3	0
+05.004129500E+6	+03.213900E+2	-06.740000E+2	+02.594620E+2	+01.190813E+1	+01.652250E+3	0
+05.004129400E+6	+03.213900E+2	-06.741000E+2	+02.594620E+2	+01.190989E+1	+01.653324E+3	0
+05.004129500E+6	+03.213900E+2	-06.740000E+2	+02.594620E+2	+01.190813E+1	+01.654401E+3	0
+05.004129400E+6	+03.214000E+2	-06.741000E+2	+02.594720E+2	+01.190989E+1	+01.655473E+3	0
+05.004129400E+6	+03.213900E+2	-06.741000E+2	+02.594620E+2	+01.190989E+1	+01.656545E+3	0
+05.004129400E+6	+03.214000E+2	-06.741000E+2	+02.594720E+2	+01.190989E+1	+01.657621E+3	0
+05.004129300E+6	+03.214100E+2	-06.742000E+2	+02.594820E+2	+01.191166E+1	+01.658682E+3	0
+05.004129300E+6	+03.214200E+2	-06.742000E+2	+02.594920E+2	+01.191166E+1	+01.659760E+3	0
+05.004129200E+6	+03.214300E+2	-06.743000E+2	+02.595020E+2	+01.191343E+1	+01.660833E+3	0
+05.004129300E+6	+03.214400E+2	-06.742000E+2	+02.595120E+2	+01.191166E+1	+01.661909E+3	0
+05.004129200E+6	+03.214400E+2	-06.743000E+2	+02.595120E+2	+01.191343E+1	+01.662983E+3	0
+05.004129200E+6	+03.214500E+2	-06.743000E+2	+02.595220E+2	+01.191343E+1	+01.664059E+3	0
+05.004129200E+6	+03.214500E+2	-06.743000E+2	+02.595220E+2	+01.191343E+1	+01.665140E+3	0
+05.004129300E+6	+03.214400E+2	-06.742000E+2	+02.595120E+2	+01.191166E+1	+01.666204E+3	0
+05.004129200E+6	+03.214400E+2	-06.743000E+2	+02.595120E+2	+01.191343E+1	+01.667277E+3	0
+05.004129300E+6	+03.214400E+2	-06.742000E+2	+02.595120E+2	+01.191166E+1	+01.668355E+3	0
+05.004129300E+6	+03.214700E+2	-06.742000E+2	+02.595420E+2	+01.191166E+1	+01.669437E+3	0
+05.004129300E+6	+03.214400E+2	-06.742000E+2	+02.595120E+2	+01.191166E+1	+01.670512E+3	0
+05.004129400E+6	+03.214200E+2	-06.741000E+2	+02.594920E+2	+01.190989E+1	+01.671581E+3	0
+05.004129300E+6	+03.214300E+2	-06.742000E+2	+02.595020E+2	+01.191166E+1	+01.672666E+3	0
+05.004129300E+6	+03.214700E+2	-06.742000E+2	+02.595420E+2	+01.191166E+1	+01.673733E+3	0
+05.004129300E+6	+03.214600E+2	-06.742000E+2	+02.595320E+2	+01.191166E+1	+01.674813E+3	0
+05.004129300E+6	+03.214700E+2	-06.742000E+2	+02.595420E+2	+01.191166E+1	+01.675891E+3	0
+05.004129400E+6	+03.214800E+2	-06.741000E+2	+02.595520E+2	+01.190989E+1	+01.676966E+3	0
+05.004129500E+6	+03.214700E+2	-06.740000E+2	+02.595420E+2	+01.190813E+1	+01.678035E+3	0
+05.004129600E+6	+03.214400E+2	-06.739000E+2	+02.595120E+2	+01.190636E+1	+01.679114E+3	0
+05.004129600E+6	+03.214100E+2	-06.739000E+2	+02.594820E+2	+01.190636E+1	+01.680177E+3	0
+05.004129800E+6	+03.214200E+2	-06.737000E+2	+02.594920E+2	+01.190283E+1	+01.681252E+3	0
+05.004129900E+6	+03.214200E+2	-06.736000E+2	+02.594920E+2	+01.190106E+1	+01.682330E+3	0
+05.004130000E+6	+03.214100E+2	-06.735000E+2	+02.594820E+2	+01.189929E+1	+01.683404E+3	0
+05.004130100E+6	+03.214100E+2	-06.734000E+2	+02.594820E+2	+01.189753E+1	+01.684492E+3	0
+05.004130200E+6	+03.214100E+2	-06.733000E+2	+02.594820E+2	+01.189576E+1	+01.685567E+3	0
+05.004130300E+6	+03.213900E+2	-06.732000E+2	+02.594620E+2	+01.189399E+1	+01.686639E+3	0
+05.004130600E+6	+03.214000E+2	-06.729000E+2	+02.594720E+2	+01.188869E+1	+01.687705E+3	0
+05.004130600E+6	+03.213900E+2	-06.729000E+2	+02.594620E+2	+01.188869E+1	+01.688780E+3	0
+05.004130800E+6	+03.213800E+2	-06.727000E+2	+02.594520E+2	+01.188516E+1	+01.689852E+3	0
+05.004130800E+6	+03.213600E+2	-06.727000E+2	+02.594320E+2	+01.188516E+1	+01.690928E+3	0
+05.004130900E+6	+03.213500E+2	-06.726000E+2	+02.594220E+2	+01.188339E+1	+01.692001E+3	0
+05.004131000E+6	+03.213300E+2	-06.725000E+2	+02.594020E+2	+01.188163E+1	+01.693087E+3	0
+05.004131100E+6	+03.213300E+2	-06.724000E+2	+02.594020E+2	+01.187986E+1	+01.694162E+3	0
+05.004131300E+6	+03.213200E+2	-06.722000E+2	+02.593920E+2	+01.187633E+1	+01.695238E+3	0
+05.004131400E+6	+03.213100E+2	-06.721000E+2	+02.593820E+2	+01.187456E+1	+01.696307E+3	0
+05.004131600E+6	+03.212900E+2	-06.719000E+2	+02.593620E+2	+01.187102E+1	+01.697402E+3	0
+05.004131800E+6	+03.212700E+2	-06.717000E+2	+02.593420E+2	+01.186749E+1	+01.698454E+3	0
+05.004131800E+6	+03.212700E+2	-06.717000E+2	+02.593420E+2	+01.186749E+1	+01.699529E+3	0
+05.004132000E+6	+03.212500E+2	-06.715000E+2	+02.593220E+2	+01.186396E+1	+01.700604E+3	0
+05.004132100E+6	+03.212500E+2	-06.714000E+2	+02.593220E+2	+01.186219E+1	+01.701670E+3	0
+05.004132300E+6	+03.212300E+2	-06.712000E+2	+02.593020E+2	+01.185866E+1	+01.702749E+3	0
+05.004132300E+6	+03.212300E+2	-06.712000E+2	+02.593020E+2	+01.185866E+1	+01.703823E+3	0
+05.004132400E+6	+03.212100E+2	-06.711000E+2	+02.592820E+2	+01.185689E+1	+01.704896E+3	0
+05.004132400E+6	+03.212100E+2	-06.711000E+2	+02.592820E+2	+01.185689E+1	+01.705977E+3	0
+05.004132600E+6	+03.212000E+2	-06.709000E+2	+02.592720E+2	+01.185336E+1	+01.707044E+3	0
+05.004132700E+6	+03.212100E+2	-06.708000E+2	+02.592820E+2	+01.185159E+1	+01.708119E+3	0
+05.004132700E+6	+03.212000E+2	-06.708000E+2	+02.592720E+2	+01.185159E+1	+01.709197E+3	0
+05.004132800E+6	+03.212000E+2	-06.707000E+2	+02.592720E+2	+01.184982E+1	+01.710272E+3	0
+05.004132800E+6	+03.212100E+2	-06.707000E+2	+02.592820E+2	+01.184982E+1	+01.711343E+3	0
+05.004132800E+6	+03.212100E+2	-06.707000E+2	+02.592820E+2	+01.184982E+1	+01.712417E+3	0
+05.004132800E+6	+03.212100E+2	-06.707000E+2	+02.592820E+2	+01.184982E+1	+01.713491E+3	0
+05.004132800E+6	+03.212000E+2	-06.707000E+2	+02.592720E+2	+01.184982E+1	+01.714569E+3	0
+05.004132900E+6	+03.212000E+2	-06.706000E+2	+02.592720E+2	+01.184806E+1	+01.715631E+3	0
+05.004132900E+6	+03.211800E+2	-06.706000E+2	+02.592520E+2	+01.184806E+1	+01.716720E+3	0
+05.004132900E+6	+03.211900E+2	-06.706000E+2	+02.592620E+2	+01.184806E+1	+01.717795E+3	0
+05.004132900E+6	+03.211900E+2	-06.706000E+2	+02.592620E+2	+01.184806E+1	+01.718868E+3	0
+05.004132900E+6	+03.211900E+2	-06.706000E+2	+02.592620E+2	+01.184806E+1	+01.719945E+3	0
+05.004132900E+6	+03.211800E+2	-06.706000E+2	+02.592520E+2	+01.184806E+1	+01.721015E+3	0
+05.004133000E+6	+03.211900E+2	-06.705000E+2	+02.592620E+2	+01.184629E+1	+01.722099E+3	0
+05.004133000E+6	+03.212000E+2	-06.705000E+2	+02.592720E+2	+01.184629E+1	+01.723173E+3	0
+05.004133000E+6	+03.211800E+2	-06.705000E+2	+02.592520E+2	+01.184629E+1	+01.724249E+3	0
+05.004133100E+6	+03.211800E+2	-06.704000E+2	+02.592520E+2	+01.184452E+1	+01.725322E+3	0
+05.004133100E+6	+03.211700E+2	-06.704000E+2	+02.592420E+2	+01.184452E+1	+01.726407E+3	0
+05.004133200E+6	+03.211700E+2	-06.703000E+2	+02.592420E+2	+01.184276E+1	+01.727471E+3	0
+05.004133300E+6	+03.211600E+2	-06.702000E+2	+02.592320E+2	+01.184099E+1	+01.728561E+3	0
+05.004133400E+6	+03.211500E+2	-06.701000E+2	+02.592220E+2	+01.183922E+1	+01.729633E+3	0
+05.004133400E+6	+03.211500E+2	-06.701000E+2	+02.592220E+2	+01.183922E+1	+01.730704E+3	0
+05.004133600E+6	+03.211400E+2	-06.699000E+2	+02.592120E+2	+01.183569E+1	+01.731776E+3	0
+05.004133700E+6	+03.211200E+2	-06.698000E+2	+02.591920E+2	+01.183392E+1	+01.732852E+3	0
+05.004133800E+6	+03.211100E+2	-06.697000E+2	+02.591820E+2	+01.183216E+1	+01.733928E+3	0
+05.004133900E+6	+03.211100E+2	-06.696000E+2	+02.591820E+2	+01.183039E+1	+01.735004E+3	0
+05.004134000E+6	+03.211000E+2	-06.695000E+2	+02.591720E+2	+01.182862E+1	+01.736079E+3	0
+05.004134100E+6	+03.211000E+2	-06.694000E+2	+02.591720E+2	+01.182686E+1	+01.737156E+3	0
+05.004134200E+6	+03.210900E+2	-06.693000E+2	+02.591620E+2	+01.182509E+1	+01.738233E+3	0
+05.004134300E+6	+03.210800E+2	-06.692000E+2	+02.591520E+2	+01.182332E+1	+01.739295E+3	0
+05.004134400E+6	+03.210900E+2	-06.691000E+2	+02.591620E+2	+01.182155E+1	+01.740383E+3	0
+05.004134400E+6	+03.210800E+2	-06.691000E+2	+02.591520E+2	+01.182155E+1	+01.741458E+3	0
+05.004134500E+6	+03.210600E+2	-06.690000E+2	+02.591320E+2	+01.181979E+1	+01.742530E+3	0
+05.004134600E+6	+03.210600E+2	-06.689000E+2	+02.591320E+2	+01.181802E+1	+01.743596E+3	0
+05.004134800E+6	+03.210500E+2	-06.687000E+2	+02.591220E+2	+01.181449E+1	+01.744676E+3	0
+05.004134800E+6	+03.210500E+2	-06.687000E+2	+02.591220E+2	+01.181449E+1	+01.745758E+3	0
+05.004134800E+6	+03.210500E+2	-06.687000E+2	+02.591220E+2	+01.181449E+1	+01.746832E+3	0
+05.004134800E+6	+03.210500E+2	-06.687000E+2	+02.591220E+2	+01.181449E+1	+01.747900E+3	0
+05.004134800E+6	+03.210500E+2	-06.687000E+2	+02.591220E+2	+01.181449E+1	+01.748971E+3	0
+05.004134800E+6	+03.210500E+2	-06.687000E+2	+02.591220E+2	+01.181449E+1	+01.750050E+3	0
+05.004134900E+6	+03.210800E+2	-06.686000E+2	+02.591520E+2	+01.181272E+1	+01.751115E+3	0
+05.004134900E+6	+03.210500E+2	-06.686000E+2	+02.591220E+2	+01.181272E+1	+01.752193E+3	0
+05.004134900E+6	+03.210500E+2	-06.686000E+2	+02.591220E+2	+01.181272E+1	+01.753269E+3	0
+05.004135000E+6	+03.210500E+2	-06.685000E+2	+02.591220E+2	+01.181095E+1	+01.754342E+3	0
+05.004135000E+6	+03.210400E+2	-06.685000E+2	+02.591120E+2	+01.181095E+1	+01.755411E+3	0
+05.004135000E+6	+03.210300E+2	-06.685000E+2	+02.591020E+2	+01.181095E+1	+01.756486E+3	0
+05.004135000E+6	+03.210400E+2	-06.685000E+2	+02.591120E+2	+01.181095E+1	+01.757571E+3	0
+05.004135000E+6	+03.210400E+2	-06.685000E+2	+02.591120E+2	+01.181095E+1	+01.758635E+3	0
+05.004135000E+6	+03.210300E+2	-06.685000E+2	+02.591020E+2	+01.181095E+1	+01.759709E+3	0
+05.004135200E+6	+03.210400E+2	-06.683000E+2	+02.591120E+2	+01.180742E+1	+01.760787E+3	0
+05.004135100E+6	+03.210300E+2	-06.684000E+2	+02.591020E+2	+01.180919E+1	+01.761867E+3	0
+05.004135100E+6	+03.210300E+2	-06.684000E+2	+02.591020E+2	+01.180919E+1	+01.762944E+3	0
+05.004135200E+6	+03.210300E+2	-06.683000E+2	+02.591020E+2	+01.180742E+1	+01.764009E+3	0
+05.004135300E+6	+03.210300E+2	-06.682000E+2	+02.591020E+2	+01.180565E+1	+01.765091E+3	0
+05.004135300E+6	+03.210400E+2	-06.682000E+2	+02.591120E+2	+01.180565E+1	+01.766166E+3	0
+05.004135400E+6	+03.210200E+2	-06.681000E+2	+02.590920E+2	+01.180389E+1	+01.767232E+3	0
+05.004135600E+6	+03.210200E+2	-06.679000E+2	+02.590920E+2	+01.180035E+1	+01.768310E+3	0
+05.004135500E+6	+03.210200E+2	-06.680000E+2	+02.590920E+2	+01.180212E+1	+01.769391E+3	0
+05.004135500E+6	+03.210300E+2	-06.680000E+2	+02.591020E+2	+01.180212E+1	+01.770463E+3	0
+05.004135600E+6	+03.210200E+2	-06.679000E+2	+02.590920E+2	+01.180035E+1	+01.771540E+3	0
+05.004135600E+6	+03.210100E+2	-06.679000E+2	+02.590820E+2	+01.180035E+1	+01.772608E+3	0
+05.004135800E+6	+03.210000E+2	-06.677000E+2	+02.590720E+2	+01.179682E+1	+01.773684E+3	0
+05.004135800E+6	+03.210000E+2	-06.677000E+2	+02.590720E+2	+01.179682E+1	+01.774762E+3	0
+05.004135900E+6	+03.210000E+2	-06.676000E+2	+02.590720E+2	+01.179505E+1	+01.775833E+3	0
+05.004135900E+6	+03.209900E+2	-06.676000E+2	+02.590620E+2	+01.179505E+1	+01.776913E+3	0
+05.004136000E+6	+03.209900E+2	-06.675000E+2	+02.590620E+2	+01.179329E+1	+01.777987E+3	0
+05.004136000E+6	+03.209800E+2	-06.675000E+2	+02.590520E+2	+01.179329E+1	+01.779066E+3	0
+05.004136100E+6	+03.209700E+2	-06.674000E+2	+02.590420E+2	+01.179152E+1	+01.780141E+3	0
+05.004136100E+6	+03.209600E+2	-06.674000E+2	+02.590320E+2	+01.179152E+1	+01.781214E+3	0
+05.004136200E+6	+03.209700E+2	-06.673000E+2	+02.590420E+2	+01.178975E+1	+01.782289E+3	0
+05.004136300E+6	+03.209600E+2	-06.672000E+2	+02.590320E+2	+01.178799E+1	+01.783360E+3	0
+05.004136400E+6	+03.209500E+2	-06.671000E+2	+02.590220E+2	+01.178622E+1	+01.784431E+3	0
+05.004136500E+6	+03.209400E+2	-06.670000E+2	+02.590120E+2	+01.178445E+1	+01.785514E+3	0
+05.004136600E+6	+03.209300E+2	-06.669000E+2	+02.590020E+2	+01.178269E+1	+01.786587E+3	0
+05.004136700E+6	+03.209300E+2	-06.668000E+2	+02.590020E+2	+01.178092E+1	+01.787665E+3	0
+05.004136700E+6	+03.209400E+2	-06.668000E+2	+02.590120E+2	+01.178092E+1	+01.788739E+3	0
+05.004136700E+6	+03.209300E+2	-06.668000E+2	+02.590020E+2	+01.178092E+1	+01.789812E+3	0
+05.004136800E+6	+03.209300E+2	-06.667000E+2	+02.590020E+2	+01.177915E+1	+01.790889E+3	0
+05.004136800E+6	+03.209200E+2	-06.667000E+2	+02.589920E+2	+01.177915E+1	+01.791962E+3	0
+05.004136800E+6	+03.209200E+2	-06.667000E+2	+02.589920E+2	+01.177915E+1	+01.793026E+3	0
+05.004136800E+6	+03.209200E+2	-06.667000E+2	+02.589920E+2	+01.177915E+1	+01.794111E+3	0
+05.004136900E+6	+03.209200E+2	-06.666000E+2	+02.589920E+2	+01.177739E+1	+01.795182E+3	0
+05.004136900E+6	+03.209100E+2	-06.666000E+2	+02.589820E+2	+01.177739E+1	+01.796259E+3	0
+05.004137100E+6	+03.209100E+2	-06.664000E+2	+02.589820E+2	+01.177385E+1	+01.797324E+3	0
+05.004137300E+6	+03.209000E+2	-06.662000E+2	+02.589720E+2	+01.177032E+1	+01.798409E+3	0
+05.004137300E+6	+03.209100E+2	-06.662000E+2	+02.589820E+2	+01.177032E+1	+01.799474E+3	0
+05.004137300E+6	+03.209000E+2	-06.662000E+2	+02.589720E+2	+01.177032E+1	+01.800545E+3	0
+05.004137400E+6	+03.208900E+2	-06.661000E+2	+02.589620E+2	+01.176855E+1	+01.801628E+3	0
+05.004137500E+6	+03.208900E+2	-06.660000E+2	+02.589620E+2	+01.176678E+1	+01.802703E+3	0
+05.004137600E+6	+03.208800E+2	-06.659000E+2	+02.589520E+2	+01.176502E+1	+01.803775E+3	0
+05.004137700E+6	+03.208800E+2	-06.658000E+2	+02.589520E+2	+01.176325E+1	+01.804841E+3	0
+05.004137800E+6	+03.208700E+2	-06.657000E+2	+02.589420E+2	+01.176148E+1	+01.805919E+3	0
+05.004137900E+6	+03.208600E+2	-06.656000E+2	+02.589320E+2	+01.175972E+1	+01.807001E+3	0
+05.004138000E+6	+03.208700E+2	-06.655000E+2	+02.589420E+2	+01.175795E+1	+01.808064E+3	0
+05.004138100E+6	+03.208700E+2	-06.654000E+2	+02.589420E+2	+01.175618E+1	+01.809150E+3	0
+05.004138100E+6	+03.208700E+2	-06.654000E+2	+02.589420E+2	+01.175618E+1	+01.810223E+3	0
+05.004138300E+6	+03.208700E+2	-06.652000E+2	+02.589420E+2	+01.175265E+1	+01.811296E+3	0
+05.004138500E+6	+03.208600E+2	-06.650000E+2	+02.589320E+2	+01.174912E+1	+01.812371E+3	0
+05.004138600E+6	+03.208600E+2	-06.649000E+2	+02.589320E+2	+01.174735E+1	+01.813446E+3	0
+05.004138800E+6	+03.208500E+2	-06.647000E+2	+02.589220E+2	+01.174382E+1	+01.814522E+3	0
+05.004138800E+6	+03.208500E+2	-06.647000E+2	+02.589220E+2	+01.174382E+1	+01.815591E+3	0
+05.004138800E+6	+03.208500E+2	-06.647000E+2	+02.589220E+2	+01.174382E+1	+01.816665E+3	0
+05.004138800E+6	+03.208500E+2	-06.647000E+2	+02.589220E+2	+01.174382E+1	+01.817735E+3	0
+05.004138900E+6	+03.208500E+2	-06.646000E+2	+02.589220E+2	+01.174205E+1	+01.818806E+3	0
+05.004139000E+6	+03.208400E+2	-06.645000E+2	+02.589120E+2	+01.174028E+1	+01.819883E+3	0
+05.004139100E+6	+03.208400E+2	-06.644000E+2	+02.589120E+2	+01.173852E+1	+01.820966E+3	0
+05.004139100E+6	+03.208400E+2	-06.644000E+2	+02.589120E+2	+01.173852E+1	+01.822040E+3	0
