;Frequency;Resistance;Delta F;Delta R;Delta Mass;Time (s);Tag
0;5004220.2;325.74;0.0;0.0;0.0;0.309;5
1;5004220.7;325.99;0.5;0.25;-0.008833922;19.621;0
2;5004220.6;325.99;0.4;0.25;-0.007067138;20.7;0
3;5004220.5;325.97;0.3;0.23;-0.005300353;21.769;0
4;5004220.7;325.96;0.5;0.22;-0.008833922;22.852;0
5;5004220.8;325.93;0.6;0.19;-0.01060071;23.923;0
6;5004220.9;325.93;0.7;0.19;-0.01236749;24.99;0
7;5004221.1;325.99;0.9;0.25;-0.01590106;26.065;0
8;5004221.1;326.09;0.9;0.35;-0.01590106;27.134;0
9;5004221.1;326.16;0.9;0.42;-0.01590106;28.211;0
10;5004221.2;326.17;1.0;0.43;-0.01766784;29.288;0
11;5004221.1;326.2;0.9;0.46;-0.01590106;30.36;0
12;5004221.2;326.21;1.0;0.47;-0.01766784;31.444;0
13;5004221.2;326.23;1.0;0.49;-0.01766784;32.519;0
14;5004221.3;326.27;1.1;0.53;-0.01943463;33.593;0
15;5004221.3;326.27;1.1;0.53;-0.01943463;34.658;0
16;5004221.4;326.28;1.2;0.54;-0.02120141;35.743;0
17;5004221.4;326.27;1.2;0.53;-0.02120141;36.81;0
18;5004221.4;326.29;1.2;0.55;-0.02120141;37.881;0
19;5004221.4;326.3;1.2;0.56;-0.02120141;38.957;0
20;5004221.4;326.31;1.2;0.57;-0.02120141;40.038;0
21;5004221.4;326.3;1.2;0.56;-0.02120141;41.1;0
22;5004221.4;326.32;1.2;0.58;-0.02120141;42.175;0
23;5004221.6;326.36;1.4;0.62;-0.02473498;43.262;0
24;5004221.8;326.44;1.6;0.7;-0.02826855;44.333;0
25;5004221.6;326.47;1.4;0.73;-0.02473498;45.414;0
26;5004221.3;326.41;1.1;0.67;-0.01943463;46.477;0
27;5004221.3;326.35;1.1;0.61;-0.01943463;47.554;0
28;5004221.5;326.35;1.3;0.61;-0.0229682;48.627;0
29;5004221.6;326.4;1.4;0.66;-0.02473498;49.699;0
30;5004221.7;326.48;1.5;0.74;-0.02650177;50.792;0
31;5004221.9;326.56;1.7;0.82;-0.03003534;51.866;0
32;5004221.9;326.62;1.7;0.88;-0.03003534;52.933;0
33;5004221.9;326.67;1.7;0.93;-0.03003534;54.016;0
34;5004221.8;326.7;1.6;0.96;-0.02826855;55.091;0
35;5004221.7;326.73;1.5;0.99;-0.02650177;56.167;0
36;5004221.7;326.72;1.5;0.98;-0.02650177;57.233;0
37;5004221.6;326.71;1.4;0.97;-0.02473498;58.31;0
38;5004221.7;326.7;1.5;0.96;-0.02650177;59.39;0
39;5004222.0;326.71;1.8;0.97;-0.03180212;60.464;0
40;5004222.0;326.92;1.8;1.18;-0.03180212;61.537;0
41;5004221.1;326.94;0.9;1.2;-0.01590106;62.616;0
42;5004221.1;326.65;0.9;0.91;-0.01590106;63.692;0
43;5004221.5;326.68;1.3;0.94;-0.0229682;64.77;0
44;5004221.4;326.75;1.2;1.01;-0.02120141;65.846;0
45;5004221.3;326.72;1.1;0.98;-0.01943463;66.921;0
46;5004221.3;326.68;1.1;0.94;-0.01943463;67.986;0
47;5004221.3;326.66;1.1;0.92;-0.01943463;69.064;0
48;5004221.5;326.68;1.3;0.94;-0.0229682;70.134;0
49;5004221.5;326.72;1.3;0.98;-0.0229682;71.211;0
50;5004221.6;326.73;1.4;0.99;-0.02473498;72.286;0
51;5004221.6;326.75;1.4;1.01;-0.02473498;73.365;0
52;5004221.7;326.78;1.5;1.04;-0.02650177;74.435;0
53;5004221.8;326.82;1.6;1.08;-0.02826855;75.508;0
54;5004221.8;326.84;1.6;1.1;-0.02826855;76.579;0
55;5004221.8;326.86;1.6;1.12;-0.02826855;77.663;0
56;5004221.9;326.87;1.7;1.13;-0.03003534;78.736;0
57;5004221.9;326.89;1.7;1.15;-0.03003534;79.811;0
58;5004221.8;326.88;1.6;1.14;-0.02826855;80.883;0
59;5004221.8;326.9;1.6;1.16;-0.02826855;81.961;0
60;5004221.8;326.9;1.6;1.16;-0.02826855;83.03;0
61;5004221.6;326.85;1.4;1.11;-0.02473498;84.116;0
62;5004221.6;326.8;1.4;1.06;-0.02473498;85.188;0
63;5004221.6;326.79;1.4;1.05;-0.02473498;86.254;0
64;5004221.7;326.77;1.5;1.03;-0.02650177;87.332;0
65;5004221.8;326.77;1.6;1.03;-0.02826855;88.408;0
66;5004221.9;326.77;1.7;1.03;-0.03003534;89.472;0
67;5004222.1;326.8;1.9;1.06;-0.0335689;90.557;0
68;5004222.2;326.82;2.0;1.08;-0.03533569;91.628;0
69;5004222.2;326.82;2.0;1.08;-0.03533569;92.702;0
70;5004222.3;326.8;2.1;1.06;-0.03710247;93.775;0
71;5004222.3;326.83;2.1;1.09;-0.03710247;94.85;0
72;5004222.1;326.89;1.9;1.15;-0.0335689;95.919;0
73;5004222.1;326.92;1.9;1.18;-0.0335689;96.995;0
74;5004222.1;326.92;1.9;1.18;-0.0335689;98.068;0
75;5004222.3;327.1;2.1;1.36;-0.03710247;99.143;0
76;5004222.0;327.14;1.8;1.4;-0.03180212;100.224;0
77;5004221.0;326.79;0.8;1.05;-0.01413428;101.29;0
78;5004221.2;326.72;1.0;0.98;-0.01766784;102.368;0
79;5004221.6;326.73;1.4;0.99;-0.02473498;103.442;0
80;5004222.0;326.74;1.8;1.0;-0.03180212;104.516;0
81;5004222.4;326.79;2.2;1.05;-0.03886926;105.599;0
82;5004222.4;326.83;2.2;1.09;-0.03886926;106.674;0
83;5004222.4;326.87;2.2;1.13;-0.03886926;107.747;0
84;5004222.3;326.89;2.1;1.15;-0.03710247;108.82;0
85;5004222.2;326.91;2.0;1.17;-0.03533569;109.888;0
86;5004222.0;326.93;1.8;1.19;-0.03180212;110.959;0
87;5004221.9;326.95;1.7;1.21;-0.03003534;112.04;0
88;5004221.9;326.97;1.7;1.23;-0.03003534;113.114;0
89;5004221.9;326.96;1.7;1.22;-0.03003534;114.19;0
90;5004221.9;326.98;1.7;1.24;-0.03003534;115.267;0
91;5004221.9;327.02;1.7;1.28;-0.03003534;116.343;0
92;5004221.9;327.1;1.7;1.36;-0.03003534;117.416;0
93;5004221.8;327.15;1.6;1.41;-0.02826855;118.497;0
94;5004221.4;327.15;1.2;1.41;-0.02120141;119.571;0
95;5004221.1;327.08;0.9;1.34;-0.01590106;120.645;0
96;5004221.1;326.93;0.9;1.19;-0.01590106;121.726;0
97;5004221.2;326.81;1.0;1.07;-0.01766784;122.788;0
98;5004221.4;326.78;1.2;1.04;-0.02120141;123.869;0
99;5004221.6;326.79;1.4;1.05;-0.02473498;124.948;0
100;5004221.8;326.84;1.6;1.1;-0.02826855;126.024;0
101;5004221.8;326.9;1.6;1.16;-0.02826855;127.096;0
102;5004221.9;326.96;1.7;1.22;-0.03003534;128.171;0
103;5004221.8;326.97;1.6;1.23;-0.02826855;129.245;0
104;5004221.8;326.97;1.6;1.23;-0.02826855;130.322;0
105;5004221.9;326.97;1.7;1.23;-0.03003534;131.388;0
106;5004221.9;326.98;1.7;1.24;-0.03003534;132.465;0
107;5004222.0;327.02;1.8;1.28;-0.03180212;133.542;0
108;5004222.0;327.08;1.8;1.34;-0.03180212;134.61;0
109;5004222.0;327.2;1.8;1.46;-0.03180212;135.685;0
110;5004221.6;327.27;1.4;1.53;-0.02473498;136.768;0
111;5004221.4;327.08;1.2;1.34;-0.02120141;137.833;0
112;5004221.6;327.06;1.4;1.32;-0.02473498;138.908;0
113;5004221.4;327.03;1.2;1.29;-0.02120141;139.989;0
114;5004221.2;326.89;1.0;1.15;-0.01766784;141.066;0
115;5004221.3;326.8;1.1;1.06;-0.01943463;142.139;0
116;5004221.6;326.9;1.4;1.16;-0.02473498;143.213;0
117;5004221.8;326.95;1.6;1.21;-0.02826855;144.276;0
118;5004221.7;326.99;1.5;1.25;-0.02650177;145.36;0
119;5004221.6;327.01;1.4;1.27;-0.02473498;146.423;0
120;5004221.6;327.01;1.4;1.27;-0.02473498;147.504;0
121;5004221.7;327.04;1.5;1.3;-0.02650177;148.577;0
122;5004221.6;327.06;1.4;1.32;-0.02473498;149.659;0
123;5004221.6;327.14;1.4;1.4;-0.02473498;150.733;0
124;5004221.1;326.97;0.9;1.23;-0.01590106;151.799;0
125;5004221.3;326.83;1.1;1.09;-0.01943463;152.881;0
126;5004221.6;326.88;1.4;1.14;-0.02473498;153.948;0
127;5004221.6;326.92;1.4;1.18;-0.02473498;155.022;0
128;5004221.6;326.94;1.4;1.2;-0.02473498;156.102;0
129;5004221.6;326.99;1.4;1.25;-0.02473498;157.177;0
130;5004221.8;327.02;1.6;1.28;-0.02826855;158.252;0
131;5004221.8;327.03;1.6;1.29;-0.02826855;159.326;0
132;5004221.8;327.04;1.6;1.3;-0.02826855;160.397;0
133;5004221.8;327.04;1.6;1.3;-0.02826855;161.474;0
134;5004221.8;327.06;1.6;1.32;-0.02826855;162.556;0
135;5004221.8;327.05;1.6;1.31;-0.02826855;163.632;0
136;5004221.8;327.04;1.6;1.3;-0.02826855;164.703;0
137;5004221.8;327.06;1.6;1.32;-0.02826855;165.778;0
138;5004221.9;327.1;1.7;1.36;-0.03003534;166.853;0
139;5004221.7;327.11;1.5;1.37;-0.02650177;167.935;0
140;5004221.7;327.09;1.5;1.35;-0.02650177;169.009;0
141;5004221.8;327.11;1.6;1.37;-0.02826855;170.07;0
142;5004221.6;327.13;1.4;1.39;-0.02473498;171.147;0
143;5004221.6;327.14;1.4;1.4;-0.02473498;172.227;0
144;5004221.6;327.12;1.4;1.38;-0.02473498;173.291;0
145;5004221.6;327.09;1.4;1.35;-0.02473498;174.376;0
146;5004221.6;327.07;1.4;1.33;-0.02473498;175.452;0
147;5004221.6;327.04;1.4;1.3;-0.02473498;176.527;0
148;5004221.7;327.01;1.5;1.27;-0.02650177;177.604;0
149;5004221.6;327.01;1.4;1.27;-0.02473498;178.669;0
150;5004221.7;327.01;1.5;1.27;-0.02650177;179.745;0
151;5004221.7;327.03;1.5;1.29;-0.02650177;180.824;0
152;5004221.7;327.04;1.5;1.3;-0.02650177;181.889;0
153;5004221.7;327.06;1.5;1.32;-0.02650177;182.973;0
154;5004221.8;327.09;1.6;1.35;-0.02826855;184.047;0
155;5004221.6;327.12;1.4;1.38;-0.02473498;185.112;0
156;5004221.8;327.14;1.6;1.4;-0.02826855;186.198;0
157;5004221.7;327.13;1.5;1.39;-0.02650177;187.27;0
158;5004221.6;327.11;1.4;1.37;-0.02473498;188.341;0
159;5004221.5;327.06;1.3;1.32;-0.0229682;189.421;0
160;5004221.6;327.06;1.4;1.32;-0.02473498;190.494;0
161;5004221.7;327.08;1.5;1.34;-0.02650177;191.567;0
162;5004221.8;327.11;1.6;1.37;-0.02826855;192.644;0
163;5004221.8;327.12;1.6;1.38;-0.02826855;193.716;0
164;5004221.8;327.12;1.6;1.38;-0.02826855;194.783;0
165;5004221.8;327.12;1.6;1.38;-0.02826855;195.866;0
166;5004221.7;327.18;1.5;1.44;-0.02650177;196.941;0
167;5004221.9;327.22;1.7;1.48;-0.03003534;198.013;0
168;5004222.1;327.21;1.9;1.47;-0.0335689;199.087;0
169;5004222.3;327.24;2.1;1.5;-0.03710247;200.164;0
170;5004222.4;327.29;2.2;1.55;-0.03886926;201.233;0
171;5004222.4;327.32;2.2;1.58;-0.03886926;202.314;0
172;5004222.5;327.3;2.3;1.56;-0.04063604;203.394;0
173;5004222.6;327.25;2.4;1.51;-0.04240283;204.458;0
174;5004222.5;327.16;2.3;1.42;-0.04063604;205.546;0
175;5004222.5;327.12;2.3;1.38;-0.04063604;206.611;0
176;5004222.4;327.15;2.2;1.41;-0.03886926;207.692;0
177;5004222.4;327.16;2.2;1.42;-0.03886926;208.769;0
178;5004222.2;327.17;2.0;1.43;-0.03533569;209.847;0
179;5004222.4;327.17;2.2;1.43;-0.03886926;210.914;0
180;5004222.4;327.18;2.2;1.44;-0.03886926;211.987;0
181;5004222.3;327.08;2.1;1.34;-0.03710247;213.066;0
182;5004222.4;327.04;2.2;1.3;-0.03886926;214.139;0
183;5004222.9;327.1;2.7;1.36;-0.04770318;215.211;0
184;5004223.1;327.14;2.9;1.4;-0.05123675;216.285;0
185;5004223.4;327.2;3.2;1.46;-0.0565371;217.368;0
186;5004223.5;327.28;3.3;1.54;-0.05830389;218.444;0
187;5004223.7;327.32;3.5;1.58;-0.06183746;219.524;0
188;5004223.6;327.32;3.4;1.58;-0.06007067;220.589;0
189;5004223.8;327.34;3.6;1.6;-0.06360424;221.669;0
190;5004223.8;327.37;3.6;1.63;-0.06360424;222.742;0
191;5004223.8;327.37;3.6;1.63;-0.06360424;223.819;0
192;5004223.7;327.38;3.5;1.64;-0.06183746;224.893;0
193;5004223.6;327.35;3.4;1.61;-0.06007067;225.971;0
194;5004223.7;327.29;3.5;1.55;-0.06183746;227.054;0
195;5004223.9;327.36;3.7;1.62;-0.06537102;228.122;0
196;5004223.5;327.35;3.3;1.61;-0.05830389;229.189;0
197;5004223.1;327.23;2.9;1.49;-0.05123675;230.266;0
198;5004222.9;327.16;2.7;1.42;-0.04770318;231.341;0
199;5004222.8;327.1;2.6;1.36;-0.0459364;232.417;0
200;5004223.1;327.17;2.9;1.43;-0.05123675;233.491;0
201;5004223.6;327.28;3.4;1.54;-0.06007067;234.572;0
202;5004224.1;327.34;3.9;1.6;-0.06890459;235.636;0
203;5004224.2;327.38;4.0;1.64;-0.07067138;236.713;0
204;5004224.4;327.46;4.2;1.72;-0.07420495;237.791;0
205;5004224.5;327.54;4.3;1.8;-0.07597173;238.874;0
206;5004224.6;327.6;4.4;1.86;-0.07773852;239.944;0
207;5004224.8;327.69;4.6;1.95;-0.08127208;241.019;0
208;5004224.8;327.77;4.6;2.03;-0.08127208;242.085;0
209;5004225.0;327.84;4.8;2.1;-0.08480565;243.161;0
210;5004224.8;327.86;4.6;2.12;-0.08127208;244.236;0
211;5004224.8;327.83;4.6;2.09;-0.08127208;245.312;0
212;5004224.6;327.8;4.4;2.06;-0.07773852;246.394;0
213;5004224.6;327.7;4.4;1.96;-0.07773852;247.474;0
214;5004224.4;327.69;4.2;1.95;-0.07420495;248.546;0
215;5004224.1;327.64;3.9;1.9;-0.06890459;249.62;0
216;5004223.6;327.54;3.4;1.8;-0.06007067;250.695;0
217;5004223.8;327.51;3.6;1.77;-0.06360424;251.774;0
218;5004223.8;327.53;3.6;1.79;-0.06360424;252.85;0
219;5004223.8;327.56;3.6;1.82;-0.06360424;253.917;0
220;5004223.7;327.52;3.5;1.78;-0.06183746;255.004;0
221;5004223.6;327.47;3.4;1.73;-0.06007067;256.067;0
222;5004223.9;327.49;3.7;1.75;-0.06537102;257.147;0
223;5004223.9;327.54;3.7;1.8;-0.06537102;258.23;0
224;5004224.1;327.56;3.9;1.82;-0.06890459;259.302;0
225;5004224.1;327.58;3.9;1.84;-0.06890459;260.377;0
226;5004224.1;327.62;3.9;1.88;-0.06890459;261.45;0
227;5004224.2;327.64;4.0;1.9;-0.07067138;262.521;0
228;5004224.3;327.63;4.1;1.89;-0.07243816;263.591;0
229;5004224.3;327.66;4.1;1.92;-0.07243816;264.674;0
230;5004224.3;327.63;4.1;1.89;-0.07243816;265.753;0
231;5004224.0;327.57;3.8;1.83;-0.06713781;266.82;0
232;5004223.8;327.51;3.6;1.77;-0.06360424;267.889;0
233;5004223.6;327.45;3.4;1.71;-0.06007067;268.972;0
234;5004223.5;327.43;3.3;1.69;-0.05830389;270.039;0
235;5004223.2;327.38;3.0;1.64;-0.05300353;271.115;0
236;5004223.0;327.33;2.8;1.59;-0.04946996;272.225;0
237;5004222.7;327.32;2.5;1.58;-0.04416961;273.265;0
238;5004222.6;327.32;2.4;1.58;-0.04240283;274.353;0
239;5004222.6;327.32;2.4;1.58;-0.04240283;275.423;0
240;5004222.4;327.32;2.2;1.58;-0.03886926;276.508;0
241;5004222.4;327.33;2.2;1.59;-0.03886926;277.583;0
242;5004222.5;327.34;2.3;1.6;-0.04063604;278.652;0
243;5004222.8;327.35;2.6;1.61;-0.0459364;279.723;0
244;5004222.7;327.35;2.5;1.61;-0.04416961;280.819;0
245;5004222.8;327.36;2.6;1.62;-0.0459364;281.876;0
246;5004222.8;327.37;2.6;1.63;-0.0459364;282.952;0
247;5004222.6;327.38;2.4;1.64;-0.04240283;284.025;0
248;5004222.5;327.39;2.3;1.65;-0.04063604;285.089;0
249;5004222.5;327.38;2.3;1.64;-0.04063604;286.169;0
250;5004222.3;327.39;2.1;1.65;-0.03710247;287.251;0
251;5004222.0;327.44;1.8;1.7;-0.03180212;288.325;0
252;5004221.8;327.53;1.6;1.79;-0.02826855;289.388;0
253;5004221.3;327.59;1.1;1.85;-0.01943463;290.467;0
254;5004220.7;327.57;0.5;1.83;-0.008833922;291.545;0
255;5004220.4;327.54;0.2;1.8;-0.003533569;292.623;0
256;5004220.4;327.56;0.2;1.82;-0.003533569;293.689;0
257;5004220.4;327.59;0.2;1.85;-0.003533569;294.764;0
258;5004220.4;327.53;0.2;1.79;-0.003533569;295.839;0
259;5004220.4;327.43;0.2;1.69;-0.003533569;296.917;0
260;5004220.6;327.32;0.4;1.58;-0.007067138;297.99;0
261;5004220.8;327.23;0.6;1.49;-0.01060071;299.062;0
262;5004221.0;327.16;0.8;1.42;-0.01413428;300.141;0
263;5004221.3;327.15;1.1;1.41;-0.01943463;301.212;0
264;5004221.6;327.17;1.4;1.43;-0.02473498;302.289;0
265;5004221.8;327.22;1.6;1.48;-0.02826855;303.364;0
266;5004221.8;327.26;1.6;1.52;-0.02826855;304.441;0
267;5004221.9;327.29;1.7;1.55;-0.03003534;305.509;0
268;5004221.9;327.37;1.7;1.63;-0.03003534;306.593;0
269;5004221.9;327.43;1.7;1.69;-0.03003534;307.667;0
270;5004221.7;327.43;1.5;1.69;-0.02650177;308.74;0
271;5004221.6;327.4;1.4;1.66;-0.02473498;309.81;0
272;5004221.7;327.38;1.5;1.64;-0.02650177;310.886;0
273;5004221.8;327.42;1.6;1.68;-0.02826855;311.964;0
274;5004221.8;327.46;1.6;1.72;-0.02826855;313.042;0
275;5004221.7;327.52;1.5;1.78;-0.02650177;314.118;0
276;5004221.4;327.47;1.2;1.73;-0.02120141;315.191;0
277;5004221.3;327.37;1.1;1.63;-0.01943463;316.256;0
278;5004221.4;327.3;1.2;1.56;-0.02120141;317.335;0
279;5004221.6;327.25;1.4;1.51;-0.02473498;318.417;0
280;5004221.8;327.3;1.6;1.56;-0.02826855;319.48;0
281;5004221.9;327.34;1.7;1.6;-0.03003534;320.558;0
282;5004221.6;327.24;1.4;1.5;-0.02473498;321.635;0
283;5004221.9;327.27;1.7;1.53;-0.03003534;322.709;0
284;5004222.2;327.3;2.0;1.56;-0.03533569;323.782;0
285;5004222.3;327.33;2.1;1.59;-0.03710247;324.855;0
286;5004222.4;327.35;2.2;1.61;-0.03886926;325.948;0
287;5004222.6;327.38;2.4;1.64;-0.04240283;327.011;0
288;5004222.6;327.38;2.4;1.64;-0.04240283;328.087;0
289;5004222.6;327.39;2.4;1.65;-0.04240283;329.161;0
290;5004222.7;327.37;2.5;1.63;-0.04416961;330.241;0
291;5004222.6;327.36;2.4;1.62;-0.04240283;331.306;0
292;5004222.3;327.42;2.1;1.68;-0.03710247;332.38;0
293;5004222.1;327.6;1.9;1.86;-0.0335689;333.456;0
294;5004222.4;327.69;2.2;1.95;-0.03886926;334.537;0
295;5004222.9;327.7;2.7;1.96;-0.04770318;335.606;0
296;5004223.4;327.65;3.2;1.91;-0.0565371;336.685;0
297;5004223.6;327.62;3.4;1.88;-0.06007067;337.767;0
298;5004223.6;327.59;3.4;1.85;-0.06007067;338.835;0
299;5004223.7;327.56;3.5;1.82;-0.06183746;339.908;0
300;5004223.7;327.55;3.5;1.81;-0.06183746;340.983;0
301;5004223.6;327.55;3.4;1.81;-0.06007067;342.055;0
302;5004223.6;327.56;3.4;1.82;-0.06007067;343.136;0
303;5004223.6;327.56;3.4;1.82;-0.06007067;344.204;0
304;5004223.6;327.55;3.4;1.81;-0.06007067;345.286;0
305;5004223.7;327.58;3.5;1.84;-0.06183746;346.358;0
306;5004223.9;327.58;3.7;1.84;-0.06537102;347.423;0
307;5004223.8;327.55;3.6;1.81;-0.06360424;348.511;0
308;5004223.9;327.54;3.7;1.8;-0.06537102;349.576;0
309;5004223.9;327.54;3.7;1.8;-0.06537102;350.659;0
310;5004223.9;327.54;3.7;1.8;-0.06537102;351.734;0
311;5004223.9;327.56;3.7;1.82;-0.06537102;352.802;0
312;5004224.0;327.58;3.8;1.84;-0.06713781;353.883;0
313;5004224.2;327.65;4.0;1.91;-0.07067138;354.96;0
314;5004224.1;327.7;3.9;1.96;-0.06890459;356.034;0
315;5004224.1;327.69;3.9;1.95;-0.06890459;357.102;0
316;5004224.2;327.71;4.0;1.97;-0.07067138;358.185;0
317;5004224.3;327.7;4.1;1.96;-0.07243816;359.251;0
318;5004224.3;327.75;4.1;2.01;-0.07243816;360.324;0
319;5004224.1;327.85;3.9;2.11;-0.06890459;361.399;0
320;5004223.6;327.66;3.4;1.92;-0.06007067;362.477;0
321;5004223.3;327.52;3.1;1.78;-0.05477032;363.553;0
322;5004223.5;327.52;3.3;1.78;-0.05830389;364.62;0
323;5004223.8;327.58;3.6;1.84;-0.06360424;365.699;0
324;5004224.0;327.66;3.8;1.92;-0.06713781;366.78;0
325;5004224.6;327.73;4.4;1.99;-0.07773852;367.855;0
326;5004224.6;327.74;4.4;2.0;-0.07773852;368.933;0
327;5004224.6;327.77;4.4;2.03;-0.07773852;369.997;0
328;5004224.8;327.83;4.6;2.09;-0.08127208;371.076;0
329;5004224.8;327.87;4.6;2.13;-0.08127208;372.154;0
330;5004224.9;327.91;4.7;2.17;-0.08303887;373.231;0
331;5004225.0;327.99;4.8;2.25;-0.08480565;374.293;0
332;5004225.1;328.05;4.9;2.31;-0.08657244;375.368;0
333;5004225.3;328.12;5.1;2.38;-0.09010601;376.452;0
334;5004225.1;328.05;4.9;2.31;-0.08657244;377.523;0
335;5004225.0;328.09;4.8;2.35;-0.08480565;378.593;0
336;5004225.0;328.15;4.8;2.41;-0.08480565;379.673;0
337;5004225.1;328.21;4.9;2.47;-0.08657244;380.746;0
338;5004225.5;328.34;5.3;2.6;-0.09363958;381.815;0
339;5004225.6;328.4;5.4;2.66;-0.09540636;382.894;0
340;5004225.3;328.35;5.1;2.61;-0.09010601;383.967;0
341;5004225.2;328.24;5.0;2.5;-0.08833922;385.031;0
342;5004225.1;328.21;4.9;2.47;-0.08657244;386.118;0
343;5004225.3;328.22;5.1;2.48;-0.09010601;387.187;0
344;5004225.3;328.21;5.1;2.47;-0.09010601;388.266;0
345;5004225.2;328.21;5.0;2.47;-0.08833922;389.331;0
346;5004225.1;328.16;4.9;2.42;-0.08657244;390.407;0
347;5004225.2;328.16;5.0;2.42;-0.08833922;391.487;0
348;5004225.3;328.14;5.1;2.4;-0.09010601;392.562;0
349;5004225.1;328.12;4.9;2.38;-0.08657244;393.644;0
350;5004224.8;328.01;4.6;2.27;-0.08127208;394.715;0
351;5004224.3;327.94;4.1;2.2;-0.07243816;395.785;0
352;5004225.1;328.04;4.9;2.3;-0.08657244;396.863;0
353;5004225.3;328.18;5.1;2.44;-0.09010601;397.949;0
354;5004225.6;328.32;5.4;2.58;-0.09540636;399.026;0
355;5004225.9;328.56;5.7;2.82;-0.1007067;400.095;0
356;5004225.4;328.55;5.2;2.81;-0.09187279;401.174;0
357;5004224.9;328.36;4.7;2.62;-0.08303887;402.242;0
358;5004225.0;328.29;4.8;2.55;-0.08480565;403.321;0
359;5004225.0;328.23;4.8;2.49;-0.08480565;404.388;0
360;5004225.1;328.33;4.9;2.59;-0.08657244;405.469;0
361;5004225.5;328.51;5.3;2.77;-0.09363958;406.538;0
362;5004225.6;328.66;5.4;2.92;-0.09540636;407.607;0
363;5004225.6;328.83;5.4;3.09;-0.09540636;408.688;0
364;5004225.6;329.16;5.4;3.42;-0.09540636;409.759;0
365;5004225.8;329.4;5.6;3.66;-0.09893993;410.839;0
366;5004225.9;329.55;5.7;3.81;-0.1007067;411.904;0
367;5004225.9;329.56;5.7;3.82;-0.1007067;412.987;0
368;5004225.9;329.42;5.7;3.68;-0.1007067;414.054;0
369;5004225.9;329.33;5.7;3.59;-0.1007067;415.134;0
370;5004225.8;329.21;5.6;3.47;-0.09893993;416.2;0
371;5004225.8;329.11;5.6;3.37;-0.09893993;417.276;0
372;5004225.7;328.91;5.5;3.17;-0.09717314;418.362;0
373;5004225.8;328.76;5.6;3.02;-0.09893993;419.429;0
374;5004225.8;328.88;5.6;3.14;-0.09893993;420.509;0
375;5004225.5;329.3;5.3;3.56;-0.09363958;421.584;0
376;5004225.9;329.86;5.7;4.12;-0.1007067;422.661;0
377;5004225.9;329.92;5.7;4.18;-0.1007067;423.738;0
378;5004225.5;329.72;5.3;3.98;-0.09363958;424.812;0
379;5004225.3;329.39;5.1;3.65;-0.09010601;425.888;0
380;5004225.6;329.23;5.4;3.49;-0.09540636;426.964;0
381;5004225.8;329.33;5.6;3.59;-0.09893993;428.033;0
382;5004225.9;329.49;5.7;3.75;-0.1007067;429.109;0
383;5004225.7;329.54;5.5;3.8;-0.09717314;430.189;0
384;5004225.5;329.47;5.3;3.73;-0.09363958;431.265;0
385;5004225.4;329.37;5.2;3.63;-0.09187279;432.334;0
386;5004225.4;329.38;5.2;3.64;-0.09187279;433.416;0
387;5004225.4;329.45;5.2;3.71;-0.09187279;434.484;0
388;5004225.4;329.52;5.2;3.78;-0.09187279;435.567;0
389;5004225.5;329.56;5.3;3.82;-0.09363958;436.636;0
390;5004225.8;329.48;5.6;3.74;-0.09893993;437.716;0
391;5004225.8;329.42;5.6;3.68;-0.09893993;438.786;0
392;5004226.0;329.4;5.8;3.66;-0.1024735;439.874;0
393;5004226.1;329.36;5.9;3.62;-0.1042403;440.944;0
394;5004226.1;329.35;5.9;3.61;-0.1042403;442.022;0
395;5004226.3;329.3;6.1;3.56;-0.1077739;443.089;0
396;5004226.3;329.35;6.1;3.61;-0.1077739;444.169;0
397;5004226.3;329.39;6.1;3.65;-0.1077739;445.236;0
398;5004226.3;329.39;6.1;3.65;-0.1077739;446.322;0
399;5004226.3;329.38;6.1;3.64;-0.1077739;447.388;0
400;5004226.1;329.32;5.9;3.58;-0.1042403;448.472;0
401;5004226.1;329.22;5.9;3.48;-0.1042403;449.548;0
402;5004226.0;329.09;5.8;3.35;-0.1024735;450.626;0
403;5004226.0;328.94;5.8;3.2;-0.1024735;451.704;0
404;5004225.9;328.82;5.7;3.08;-0.1007067;452.78;0
405;5004225.7;328.73;5.5;2.99;-0.09717314;453.853;0
406;5004225.3;328.81;5.1;3.07;-0.09010601;454.917;0
407;5004225.6;328.95;5.4;3.21;-0.09540636;455.993;0
408;5004225.9;329.03;5.7;3.29;-0.1007067;457.064;0
409;5004226.0;329.05;5.8;3.31;-0.1024735;458.144;0
410;5004226.0;329.01;5.8;3.27;-0.1024735;459.216;0
411;5004225.9;328.94;5.7;3.2;-0.1007067;460.292;0
412;5004225.9;328.86;5.7;3.12;-0.1007067;461.36;0
413;5004225.9;328.82;5.7;3.08;-0.1007067;462.438;0
414;5004225.9;328.77;5.7;3.03;-0.1007067;463.51;0
415;5004225.8;328.74;5.6;3.0;-0.09893993;464.579;0
416;5004225.6;328.65;5.4;2.91;-0.09540636;465.655;0
417;5004225.3;328.55;5.1;2.81;-0.09010601;466.74;0
418;5004225.4;328.56;5.2;2.82;-0.09187279;467.807;0
419;5004225.6;328.66;5.4;2.92;-0.09540636;468.881;0
420;5004225.9;328.77;5.7;3.03;-0.1007067;469.962;0
421;5004225.8;328.83;5.6;3.09;-0.09893993;471.031;0
422;5004225.8;328.84;5.6;3.1;-0.09893993;472.1;0
