SRS QCM200 Data File
Data Taken on 03.05.2023 at 10:54:21
Tag Definitions
Zero Rel F        = 1
Zero Rel R        = 2
Zero Rel F and R  = 3
User Tag          = 4
Begining of File  = 5

Notes:


Frequency	Resistance	Delta F	Delta R	Delta Mass	Time (s)	Tag
+05.004201500E+6	+03.299900E+2	-01.870000E+1	+04.250000E+0	+03.303887E-1	+02.582793E+3	0
+05.004201800E+6	+03.299300E+2	-01.840000E+1	+04.190000E+0	+03.250883E-1	+02.583872E+3	0
+05.004202000E+6	+03.298600E+2	-01.820000E+1	+04.120000E+0	+03.215548E-1	+02.584948E+3	0
+05.004202100E+6	+03.298100E+2	-01.810000E+1	+04.070000E+0	+03.197880E-1	+02.586019E+3	0
+05.004202400E+6	+03.297500E+2	-01.780000E+1	+04.010000E+0	+03.144876E-1	+02.587090E+3	0
+05.004202600E+6	+03.297100E+2	-01.760000E+1	+03.970000E+0	+03.109541E-1	+02.588165E+3	0
+05.004202600E+6	+03.296900E+2	-01.760000E+1	+03.950000E+0	+03.109541E-1	+02.589247E+3	0
+05.004202800E+6	+03.296700E+2	-01.740000E+1	+03.930000E+0	+03.074205E-1	+02.590319E+3	0
+05.004202800E+6	+03.296600E+2	-01.740000E+1	+03.920000E+0	+03.074205E-1	+02.591394E+3	0
+05.004202700E+6	+03.296500E+2	-01.750000E+1	+03.910000E+0	+03.091873E-1	+02.592458E+3	0
+05.004202800E+6	+03.296500E+2	-01.740000E+1	+03.910000E+0	+03.074205E-1	+02.593538E+3	0
+05.004202800E+6	+03.296400E+2	-01.740000E+1	+03.900000E+0	+03.074205E-1	+02.594618E+3	0
+05.004202700E+6	+03.296400E+2	-01.750000E+1	+03.900000E+0	+03.091873E-1	+02.595689E+3	0
+05.004202600E+6	+03.296400E+2	-01.760000E+1	+03.900000E+0	+03.109541E-1	+02.596753E+3	0
+05.004202600E+6	+03.296500E+2	-01.760000E+1	+03.910000E+0	+03.109541E-1	+02.597832E+3	0
+05.004202600E+6	+03.297000E+2	-01.760000E+1	+03.960000E+0	+03.109541E-1	+02.598912E+3	0
+05.004202700E+6	+03.297500E+2	-01.750000E+1	+04.010000E+0	+03.091873E-1	+02.599986E+3	0
+05.004202600E+6	+03.298400E+2	-01.760000E+1	+04.100000E+0	+03.109541E-1	+02.601062E+3	0
+05.004202900E+6	+03.302300E+2	-01.730000E+1	+04.490000E+0	+03.056537E-1	+02.602122E+3	0
+05.004202100E+6	+03.305500E+2	-01.810000E+1	+04.810000E+0	+03.197880E-1	+02.603205E+3	0
+05.004201500E+6	+03.303900E+2	-01.870000E+1	+04.650000E+0	+03.303887E-1	+02.604280E+3	0
+05.004201500E+6	+03.303000E+2	-01.870000E+1	+04.560000E+0	+03.303887E-1	+02.605349E+3	0
+05.004201600E+6	+03.303200E+2	-01.860000E+1	+04.580000E+0	+03.286219E-1	+02.606435E+3	0
+05.004201800E+6	+03.303100E+2	-01.840000E+1	+04.570000E+0	+03.250883E-1	+02.607498E+3	0
+05.004201800E+6	+03.302600E+2	-01.840000E+1	+04.520000E+0	+03.250883E-1	+02.608577E+3	0
+05.004201900E+6	+03.302000E+2	-01.830000E+1	+04.460000E+0	+03.233216E-1	+02.609652E+3	0
+05.004202000E+6	+03.300700E+2	-01.820000E+1	+04.330000E+0	+03.215548E-1	+02.610733E+3	0
+05.004202200E+6	+03.299100E+2	-01.800000E+1	+04.170000E+0	+03.180212E-1	+02.611796E+3	0
+05.004202500E+6	+03.297700E+2	-01.770000E+1	+04.030000E+0	+03.127208E-1	+02.612909E+3	0
+05.004202900E+6	+03.296700E+2	-01.730000E+1	+03.930000E+0	+03.056537E-1	+02.613949E+3	0
+05.004203100E+6	+03.296100E+2	-01.710000E+1	+03.870000E+0	+03.021201E-1	+02.615026E+3	0
+05.004203100E+6	+03.295800E+2	-01.710000E+1	+03.840000E+0	+03.021201E-1	+02.616103E+3	0
+05.004203100E+6	+03.295900E+2	-01.710000E+1	+03.850000E+0	+03.021201E-1	+02.617174E+3	0
+05.004203000E+6	+03.295900E+2	-01.720000E+1	+03.850000E+0	+03.038869E-1	+02.618253E+3	0
+05.004203000E+6	+03.295600E+2	-01.720000E+1	+03.820000E+0	+03.038869E-1	+02.619324E+3	0
+05.004203100E+6	+03.295800E+2	-01.710000E+1	+03.840000E+0	+03.021201E-1	+02.620403E+3	0
+05.004203000E+6	+03.297000E+2	-01.720000E+1	+03.960000E+0	+03.038869E-1	+02.621477E+3	0
+05.004202600E+6	+03.298200E+2	-01.760000E+1	+04.080000E+0	+03.109541E-1	+02.622552E+3	0
+05.004202100E+6	+03.299000E+2	-01.810000E+1	+04.160000E+0	+03.197880E-1	+02.623620E+3	0
+05.004202300E+6	+03.300500E+2	-01.790000E+1	+04.310000E+0	+03.162544E-1	+02.624698E+3	0
+05.004202400E+6	+03.303300E+2	-01.780000E+1	+04.590000E+0	+03.144876E-1	+02.625766E+3	0
+05.004202000E+6	+03.303400E+2	-01.820000E+1	+04.600000E+0	+03.215548E-1	+02.626845E+3	0
+05.004201900E+6	+03.303000E+2	-01.830000E+1	+04.560000E+0	+03.233216E-1	+02.627920E+3	0
+05.004202100E+6	+03.302900E+2	-01.810000E+1	+04.550000E+0	+03.197880E-1	+02.628999E+3	0
+05.004202300E+6	+03.303400E+2	-01.790000E+1	+04.600000E+0	+03.162544E-1	+02.630074E+3	0
+05.004202400E+6	+03.303700E+2	-01.780000E+1	+04.630000E+0	+03.144876E-1	+02.631150E+3	0
+05.004202100E+6	+03.303100E+2	-01.810000E+1	+04.570000E+0	+03.197880E-1	+02.632227E+3	0
+05.004202100E+6	+03.301900E+2	-01.810000E+1	+04.450000E+0	+03.197880E-1	+02.633294E+3	0
+05.004202300E+6	+03.300700E+2	-01.790000E+1	+04.330000E+0	+03.162544E-1	+02.634374E+3	0
+05.004202700E+6	+03.299700E+2	-01.750000E+1	+04.230000E+0	+03.091873E-1	+02.635449E+3	0
+05.004202900E+6	+03.298900E+2	-01.730000E+1	+04.150000E+0	+03.056537E-1	+02.636516E+3	0
+05.004203000E+6	+03.299400E+2	-01.720000E+1	+04.200000E+0	+03.038869E-1	+02.637602E+3	0
+05.004202900E+6	+03.300200E+2	-01.730000E+1	+04.280000E+0	+03.056537E-1	+02.638665E+3	0
+05.004202600E+6	+03.299900E+2	-01.760000E+1	+04.250000E+0	+03.109541E-1	+02.639742E+3	0
+05.004202600E+6	+03.299100E+2	-01.760000E+1	+04.170000E+0	+03.109541E-1	+02.640825E+3	0
+05.004202700E+6	+03.298300E+2	-01.750000E+1	+04.090000E+0	+03.091873E-1	+02.641902E+3	0
+05.004202900E+6	+03.297500E+2	-01.730000E+1	+04.010000E+0	+03.056537E-1	+02.642976E+3	0
+05.004203100E+6	+03.296700E+2	-01.710000E+1	+03.930000E+0	+03.021201E-1	+02.644046E+3	0
+05.004203400E+6	+03.296000E+2	-01.680000E+1	+03.860000E+0	+02.968198E-1	+02.645123E+3	0
+05.004203900E+6	+03.295300E+2	-01.630000E+1	+03.790000E+0	+02.879859E-1	+02.646202E+3	0
+05.004204000E+6	+03.294700E+2	-01.620000E+1	+03.730000E+0	+02.862191E-1	+02.647267E+3	0
+05.004204300E+6	+03.294200E+2	-01.590000E+1	+03.680000E+0	+02.809187E-1	+02.648347E+3	0
+05.004204400E+6	+03.293800E+2	-01.580000E+1	+03.640000E+0	+02.791519E-1	+02.649422E+3	0
+05.004204500E+6	+03.293300E+2	-01.570000E+1	+03.590000E+0	+02.773852E-1	+02.650484E+3	0
+05.004204700E+6	+03.293000E+2	-01.550000E+1	+03.560000E+0	+02.738516E-1	+02.651560E+3	0
+05.004204700E+6	+03.293000E+2	-01.550000E+1	+03.560000E+0	+02.738516E-1	+02.652635E+3	0
+05.004204700E+6	+03.293000E+2	-01.550000E+1	+03.560000E+0	+02.738516E-1	+02.653715E+3	0
+05.004204800E+6	+03.293100E+2	-01.540000E+1	+03.570000E+0	+02.720848E-1	+02.654790E+3	0
+05.004204800E+6	+03.293400E+2	-01.540000E+1	+03.600000E+0	+02.720848E-1	+02.655863E+3	0
+05.004204700E+6	+03.293800E+2	-01.550000E+1	+03.640000E+0	+02.738516E-1	+02.656927E+3	0
+05.004204600E+6	+03.294600E+2	-01.560000E+1	+03.720000E+0	+02.756184E-1	+02.658005E+3	0
+05.004204600E+6	+03.295300E+2	-01.560000E+1	+03.790000E+0	+02.756184E-1	+02.659086E+3	0
+05.004204400E+6	+03.295200E+2	-01.580000E+1	+03.780000E+0	+02.791519E-1	+02.660149E+3	0
+05.004204100E+6	+03.294700E+2	-01.610000E+1	+03.730000E+0	+02.844523E-1	+02.661227E+3	0
+05.004204100E+6	+03.295100E+2	-01.610000E+1	+03.770000E+0	+02.844523E-1	+02.662306E+3	0
+05.004204100E+6	+03.296700E+2	-01.610000E+1	+03.930000E+0	+02.844523E-1	+02.663381E+3	0
+05.004203800E+6	+03.298600E+2	-01.640000E+1	+04.120000E+0	+02.897527E-1	+02.664456E+3	0
+05.004203300E+6	+03.301500E+2	-01.690000E+1	+04.410000E+0	+02.985866E-1	+02.665531E+3	0
+05.004202500E+6	+03.302900E+2	-01.770000E+1	+04.550000E+0	+03.127208E-1	+02.666600E+3	0
+05.004202000E+6	+03.302400E+2	-01.820000E+1	+04.500000E+0	+03.215548E-1	+02.667671E+3	0
+05.004202100E+6	+03.301800E+2	-01.810000E+1	+04.440000E+0	+03.197880E-1	+02.668753E+3	0
+05.004202200E+6	+03.301200E+2	-01.800000E+1	+04.380000E+0	+03.180212E-1	+02.669823E+3	0
+05.004202700E+6	+03.302400E+2	-01.750000E+1	+04.500000E+0	+03.091873E-1	+02.670902E+3	0
+05.004202900E+6	+03.304200E+2	-01.730000E+1	+04.680000E+0	+03.056537E-1	+02.671976E+3	0
+05.004202600E+6	+03.304600E+2	-01.760000E+1	+04.720000E+0	+03.109541E-1	+02.673058E+3	0
+05.004202400E+6	+03.304600E+2	-01.780000E+1	+04.720000E+0	+03.144876E-1	+02.674119E+3	0
+05.004202100E+6	+03.302800E+2	-01.810000E+1	+04.540000E+0	+03.197880E-1	+02.675194E+3	0
+05.004202000E+6	+03.300100E+2	-01.820000E+1	+04.270000E+0	+03.215548E-1	+02.676269E+3	0
+05.004202400E+6	+03.298200E+2	-01.780000E+1	+04.080000E+0	+03.144876E-1	+02.677348E+3	0
+05.004202900E+6	+03.297000E+2	-01.730000E+1	+03.960000E+0	+03.056537E-1	+02.678421E+3	0
+05.004203200E+6	+03.296300E+2	-01.700000E+1	+03.890000E+0	+03.003534E-1	+02.679496E+3	0
+05.004203500E+6	+03.295700E+2	-01.670000E+1	+03.830000E+0	+02.950530E-1	+02.680560E+3	0
+05.004203700E+6	+03.295400E+2	-01.650000E+1	+03.800000E+0	+02.915194E-1	+02.681634E+3	0
+05.004203800E+6	+03.295000E+2	-01.640000E+1	+03.760000E+0	+02.897527E-1	+02.682713E+3	0
+05.004204000E+6	+03.295000E+2	-01.620000E+1	+03.760000E+0	+02.862191E-1	+02.683784E+3	0
+05.004204100E+6	+03.295300E+2	-01.610000E+1	+03.790000E+0	+02.844523E-1	+02.684860E+3	0
+05.004204200E+6	+03.295700E+2	-01.600000E+1	+03.830000E+0	+02.826855E-1	+02.685932E+3	0
+05.004204300E+6	+03.296000E+2	-01.590000E+1	+03.860000E+0	+02.809187E-1	+02.687015E+3	0
+05.004204300E+6	+03.296400E+2	-01.590000E+1	+03.900000E+0	+02.809187E-1	+02.688081E+3	0
+05.004204300E+6	+03.298100E+2	-01.590000E+1	+04.070000E+0	+02.809187E-1	+02.689160E+3	0
+05.004203600E+6	+03.297500E+2	-01.660000E+1	+04.010000E+0	+02.932862E-1	+02.690237E+3	0
+05.004203600E+6	+03.296600E+2	-01.660000E+1	+03.920000E+0	+02.932862E-1	+02.691311E+3	0
+05.004203700E+6	+03.296200E+2	-01.650000E+1	+03.880000E+0	+02.915194E-1	+02.692390E+3	0
+05.004203900E+6	+03.296300E+2	-01.630000E+1	+03.890000E+0	+02.879859E-1	+02.693456E+3	0
+05.004204100E+6	+03.297000E+2	-01.610000E+1	+03.960000E+0	+02.844523E-1	+02.694527E+3	0
+05.004204300E+6	+03.298600E+2	-01.590000E+1	+04.120000E+0	+02.809187E-1	+02.695609E+3	0
+05.004204100E+6	+03.300400E+2	-01.610000E+1	+04.300000E+0	+02.844523E-1	+02.696678E+3	0
+05.004203900E+6	+03.301100E+2	-01.630000E+1	+04.370000E+0	+02.879859E-1	+02.697756E+3	0
+05.004203600E+6	+03.301500E+2	-01.660000E+1	+04.410000E+0	+02.932862E-1	+02.698826E+3	0
+05.004203400E+6	+03.301200E+2	-01.680000E+1	+04.380000E+0	+02.968198E-1	+02.699904E+3	0
+05.004203300E+6	+03.300500E+2	-01.690000E+1	+04.310000E+0	+02.985866E-1	+02.700971E+3	0
+05.004203300E+6	+03.300000E+2	-01.690000E+1	+04.260000E+0	+02.985866E-1	+02.702052E+3	0
+05.004203400E+6	+03.299800E+2	-01.680000E+1	+04.240000E+0	+02.968198E-1	+02.703126E+3	0
+05.004203500E+6	+03.299900E+2	-01.670000E+1	+04.250000E+0	+02.950530E-1	+02.704205E+3	0
+05.004203600E+6	+03.300000E+2	-01.660000E+1	+04.260000E+0	+02.932862E-1	+02.705281E+3	0
+05.004203500E+6	+03.299700E+2	-01.670000E+1	+04.230000E+0	+02.950530E-1	+02.706354E+3	0
+05.004203500E+6	+03.299000E+2	-01.670000E+1	+04.160000E+0	+02.950530E-1	+02.707421E+3	0
+05.004203600E+6	+03.298100E+2	-01.660000E+1	+04.070000E+0	+02.932862E-1	+02.708502E+3	0
+05.004203800E+6	+03.297400E+2	-01.640000E+1	+04.000000E+0	+02.897527E-1	+02.709579E+3	0
+05.004203900E+6	+03.296900E+2	-01.630000E+1	+03.950000E+0	+02.879859E-1	+02.710652E+3	0
+05.004204100E+6	+03.296800E+2	-01.610000E+1	+03.940000E+0	+02.844523E-1	+02.711718E+3	0
+05.004204100E+6	+03.296900E+2	-01.610000E+1	+03.950000E+0	+02.844523E-1	+02.712792E+3	0
+05.004204100E+6	+03.297000E+2	-01.610000E+1	+03.960000E+0	+02.844523E-1	+02.713870E+3	0
+05.004204300E+6	+03.297000E+2	-01.590000E+1	+03.960000E+0	+02.809187E-1	+02.714949E+3	0
+05.004204200E+6	+03.297100E+2	-01.600000E+1	+03.970000E+0	+02.826855E-1	+02.716013E+3	0
+05.004204300E+6	+03.298500E+2	-01.590000E+1	+04.110000E+0	+02.809187E-1	+02.717092E+3	0
+05.004204300E+6	+03.299600E+2	-01.590000E+1	+04.220000E+0	+02.809187E-1	+02.718167E+3	0
+05.004203900E+6	+03.299400E+2	-01.630000E+1	+04.200000E+0	+02.879859E-1	+02.719238E+3	0
+05.004203600E+6	+03.299200E+2	-01.660000E+1	+04.180000E+0	+02.932862E-1	+02.720315E+3	0
+05.004203700E+6	+03.298600E+2	-01.650000E+1	+04.120000E+0	+02.915194E-1	+02.721394E+3	0
+05.004203800E+6	+03.298100E+2	-01.640000E+1	+04.070000E+0	+02.897527E-1	+02.722463E+3	0
+05.004204000E+6	+03.297900E+2	-01.620000E+1	+04.050000E+0	+02.862191E-1	+02.723540E+3	0
+05.004204000E+6	+03.297500E+2	-01.620000E+1	+04.010000E+0	+02.862191E-1	+02.724606E+3	0
+05.004204100E+6	+03.297100E+2	-01.610000E+1	+03.970000E+0	+02.844523E-1	+02.725690E+3	0
+05.004204200E+6	+03.296900E+2	-01.600000E+1	+03.950000E+0	+02.826855E-1	+02.726763E+3	0
+05.004204300E+6	+03.296800E+2	-01.590000E+1	+03.940000E+0	+02.809187E-1	+02.727841E+3	0
+05.004204500E+6	+03.296900E+2	-01.570000E+1	+03.950000E+0	+02.773852E-1	+02.728913E+3	0
+05.004204700E+6	+03.297100E+2	-01.550000E+1	+03.970000E+0	+02.738516E-1	+02.729989E+3	0
+05.004204700E+6	+03.297200E+2	-01.550000E+1	+03.980000E+0	+02.738516E-1	+02.731053E+3	0
+05.004204800E+6	+03.297700E+2	-01.540000E+1	+04.030000E+0	+02.720848E-1	+02.732131E+3	0
+05.004204800E+6	+03.297800E+2	-01.540000E+1	+04.040000E+0	+02.720848E-1	+02.733211E+3	0
+05.004204700E+6	+03.297600E+2	-01.550000E+1	+04.020000E+0	+02.738516E-1	+02.734288E+3	0
+05.004204700E+6	+03.297500E+2	-01.550000E+1	+04.010000E+0	+02.738516E-1	+02.735360E+3	0
+05.004204900E+6	+03.298300E+2	-01.530000E+1	+04.090000E+0	+02.703180E-1	+02.736424E+3	0
+05.004204700E+6	+03.298900E+2	-01.550000E+1	+04.150000E+0	+02.738516E-1	+02.737511E+3	0
+05.004204500E+6	+03.298600E+2	-01.570000E+1	+04.120000E+0	+02.773852E-1	+02.738585E+3	0
+05.004204400E+6	+03.298500E+2	-01.580000E+1	+04.110000E+0	+02.791519E-1	+02.739651E+3	0
+05.004204200E+6	+03.298100E+2	-01.600000E+1	+04.070000E+0	+02.826855E-1	+02.740734E+3	0
+05.004204200E+6	+03.297600E+2	-01.600000E+1	+04.020000E+0	+02.826855E-1	+02.741805E+3	0
+05.004204300E+6	+03.297600E+2	-01.590000E+1	+04.020000E+0	+02.809187E-1	+02.742884E+3	0
+05.004204300E+6	+03.297800E+2	-01.590000E+1	+04.040000E+0	+02.809187E-1	+02.743957E+3	0
+05.004204300E+6	+03.298300E+2	-01.590000E+1	+04.090000E+0	+02.809187E-1	+02.745019E+3	0
+05.004204300E+6	+03.298400E+2	-01.590000E+1	+04.100000E+0	+02.809187E-1	+02.746094E+3	0
+05.004204300E+6	+03.298700E+2	-01.590000E+1	+04.130000E+0	+02.809187E-1	+02.747171E+3	0
+05.004204200E+6	+03.298900E+2	-01.600000E+1	+04.150000E+0	+02.826855E-1	+02.748249E+3	0
+05.004204300E+6	+03.299100E+2	-01.590000E+1	+04.170000E+0	+02.809187E-1	+02.749321E+3	0
+05.004204300E+6	+03.298900E+2	-01.590000E+1	+04.150000E+0	+02.809187E-1	+02.750391E+3	0
+05.004204300E+6	+03.298600E+2	-01.590000E+1	+04.120000E+0	+02.809187E-1	+02.751477E+3	0
+05.004204300E+6	+03.298400E+2	-01.590000E+1	+04.100000E+0	+02.809187E-1	+02.752541E+3	0
+05.004204300E+6	+03.298400E+2	-01.590000E+1	+04.100000E+0	+02.809187E-1	+02.753618E+3	0
+05.004204300E+6	+03.298500E+2	-01.590000E+1	+04.110000E+0	+02.809187E-1	+02.754695E+3	0
+05.004204300E+6	+03.298700E+2	-01.590000E+1	+04.130000E+0	+02.809187E-1	+02.755777E+3	0
+05.004204200E+6	+03.298500E+2	-01.600000E+1	+04.110000E+0	+02.826855E-1	+02.756852E+3	0
+05.004204100E+6	+03.298200E+2	-01.610000E+1	+04.080000E+0	+02.844523E-1	+02.757926E+3	0
+05.004204200E+6	+03.297900E+2	-01.600000E+1	+04.050000E+0	+02.826855E-1	+02.758987E+3	0
+05.004204300E+6	+03.297800E+2	-01.590000E+1	+04.040000E+0	+02.809187E-1	+02.760068E+3	0
+05.004204400E+6	+03.298100E+2	-01.580000E+1	+04.070000E+0	+02.791519E-1	+02.761142E+3	0
+05.004204500E+6	+03.298300E+2	-01.570000E+1	+04.090000E+0	+02.773852E-1	+02.762218E+3	0
+05.004204400E+6	+03.298300E+2	-01.580000E+1	+04.090000E+0	+02.791519E-1	+02.763290E+3	0
+05.004204400E+6	+03.298600E+2	-01.580000E+1	+04.120000E+0	+02.791519E-1	+02.764378E+3	0
+05.004204400E+6	+03.298800E+2	-01.580000E+1	+04.140000E+0	+02.791519E-1	+02.765441E+3	0
+05.004204300E+6	+03.298900E+2	-01.590000E+1	+04.150000E+0	+02.809187E-1	+02.766530E+3	0
+05.004204300E+6	+03.299000E+2	-01.590000E+1	+04.160000E+0	+02.809187E-1	+02.767596E+3	0
+05.004204300E+6	+03.298900E+2	-01.590000E+1	+04.150000E+0	+02.809187E-1	+02.768685E+3	0
+05.004204300E+6	+03.298800E+2	-01.590000E+1	+04.140000E+0	+02.809187E-1	+02.769749E+3	0
+05.004204400E+6	+03.298700E+2	-01.580000E+1	+04.130000E+0	+02.791519E-1	+02.770820E+3	0
+05.004204400E+6	+03.298500E+2	-01.580000E+1	+04.110000E+0	+02.791519E-1	+02.771894E+3	0
+05.004204400E+6	+03.298400E+2	-01.580000E+1	+04.100000E+0	+02.791519E-1	+02.772977E+3	0
+05.004204400E+6	+03.298300E+2	-01.580000E+1	+04.090000E+0	+02.791519E-1	+02.774041E+3	0
+05.004204500E+6	+03.298000E+2	-01.570000E+1	+04.060000E+0	+02.773852E-1	+02.775122E+3	0
+05.004204600E+6	+03.297900E+2	-01.560000E+1	+04.050000E+0	+02.756184E-1	+02.776194E+3	0
+05.004204600E+6	+03.297700E+2	-01.560000E+1	+04.030000E+0	+02.756184E-1	+02.777272E+3	0
+05.004204800E+6	+03.297600E+2	-01.540000E+1	+04.020000E+0	+02.720848E-1	+02.778349E+3	0
+05.004204800E+6	+03.297700E+2	-01.540000E+1	+04.030000E+0	+02.720848E-1	+02.779423E+3	0
+05.004204900E+6	+03.297800E+2	-01.530000E+1	+04.040000E+0	+02.703180E-1	+02.780502E+3	0
+05.004204900E+6	+03.297900E+2	-01.530000E+1	+04.050000E+0	+02.703180E-1	+02.781577E+3	0
+05.004204900E+6	+03.298100E+2	-01.530000E+1	+04.070000E+0	+02.703180E-1	+02.782648E+3	0
+05.004205000E+6	+03.298400E+2	-01.520000E+1	+04.100000E+0	+02.685512E-1	+02.783714E+3	0
+05.004205100E+6	+03.299400E+2	-01.510000E+1	+04.200000E+0	+02.667845E-1	+02.784791E+3	0
+05.004205300E+6	+03.301300E+2	-01.490000E+1	+04.390000E+0	+02.632509E-1	+02.785861E+3	0
+05.004205200E+6	+03.303400E+2	-01.500000E+1	+04.600000E+0	+02.650177E-1	+02.786935E+3	0
+05.004205000E+6	+03.305500E+2	-01.520000E+1	+04.810000E+0	+02.685512E-1	+02.788016E+3	0
+05.004204400E+6	+03.305800E+2	-01.580000E+1	+04.840000E+0	+02.791519E-1	+02.789090E+3	0
+05.004203700E+6	+03.303800E+2	-01.650000E+1	+04.640000E+0	+02.915194E-1	+02.790166E+3	0
+05.004203300E+6	+03.301400E+2	-01.690000E+1	+04.400000E+0	+02.985866E-1	+02.791241E+3	0
+05.004203400E+6	+03.299500E+2	-01.680000E+1	+04.210000E+0	+02.968198E-1	+02.792306E+3	0
+05.004204200E+6	+03.298400E+2	-01.600000E+1	+04.100000E+0	+02.826855E-1	+02.793382E+3	0
+05.004204500E+6	+03.297900E+2	-01.570000E+1	+04.050000E+0	+02.773852E-1	+02.794465E+3	0
+05.004204800E+6	+03.297500E+2	-01.540000E+1	+04.010000E+0	+02.720848E-1	+02.795540E+3	0
+05.004204900E+6	+03.297300E+2	-01.530000E+1	+03.990000E+0	+02.703180E-1	+02.796605E+3	0
+05.004205000E+6	+03.297300E+2	-01.520000E+1	+03.990000E+0	+02.685512E-1	+02.797681E+3	0
+05.004205100E+6	+03.297500E+2	-01.510000E+1	+04.010000E+0	+02.667845E-1	+02.798762E+3	0
+05.004205200E+6	+03.298300E+2	-01.500000E+1	+04.090000E+0	+02.650177E-1	+02.799836E+3	0
+05.004205100E+6	+03.299100E+2	-01.510000E+1	+04.170000E+0	+02.667845E-1	+02.800912E+3	0
+05.004204900E+6	+03.299700E+2	-01.530000E+1	+04.230000E+0	+02.703180E-1	+02.801975E+3	0
+05.004204800E+6	+03.300600E+2	-01.540000E+1	+04.320000E+0	+02.720848E-1	+02.803054E+3	0
+05.004204700E+6	+03.301400E+2	-01.550000E+1	+04.400000E+0	+02.738516E-1	+02.804129E+3	0
+05.004204600E+6	+03.302500E+2	-01.560000E+1	+04.510000E+0	+02.756184E-1	+02.805199E+3	0
+05.004204300E+6	+03.302700E+2	-01.590000E+1	+04.530000E+0	+02.809187E-1	+02.806271E+3	0
+05.004204000E+6	+03.301600E+2	-01.620000E+1	+04.420000E+0	+02.862191E-1	+02.807351E+3	0
+05.004203900E+6	+03.300100E+2	-01.630000E+1	+04.270000E+0	+02.879859E-1	+02.808427E+3	0
+05.004204100E+6	+03.299000E+2	-01.610000E+1	+04.160000E+0	+02.844523E-1	+02.809491E+3	0
+05.004204500E+6	+03.298000E+2	-01.570000E+1	+04.060000E+0	+02.773852E-1	+02.810568E+3	0
+05.004204700E+6	+03.297300E+2	-01.550000E+1	+03.990000E+0	+02.738516E-1	+02.811648E+3	0
+05.004204900E+6	+03.296900E+2	-01.530000E+1	+03.950000E+0	+02.703180E-1	+02.812727E+3	0
+05.004205000E+6	+03.296700E+2	-01.520000E+1	+03.930000E+0	+02.685512E-1	+02.813797E+3	0
+05.004205200E+6	+03.296500E+2	-01.500000E+1	+03.910000E+0	+02.650177E-1	+02.814872E+3	0
+05.004205300E+6	+03.296400E+2	-01.490000E+1	+03.900000E+0	+02.632509E-1	+02.815945E+3	0
+05.004205300E+6	+03.296400E+2	-01.490000E+1	+03.900000E+0	+02.632509E-1	+02.817020E+3	0
+05.004205300E+6	+03.296400E+2	-01.490000E+1	+03.900000E+0	+02.632509E-1	+02.818083E+3	0
+05.004205400E+6	+03.296400E+2	-01.480000E+1	+03.900000E+0	+02.614841E-1	+02.819164E+3	0
+05.004205400E+6	+03.296400E+2	-01.480000E+1	+03.900000E+0	+02.614841E-1	+02.820248E+3	0
+05.004205500E+6	+03.296500E+2	-01.470000E+1	+03.910000E+0	+02.597173E-1	+02.821324E+3	0
+05.004205400E+6	+03.296600E+2	-01.480000E+1	+03.920000E+0	+02.614841E-1	+02.822387E+3	0
+05.004205400E+6	+03.296700E+2	-01.480000E+1	+03.930000E+0	+02.614841E-1	+02.823468E+3	0
+05.004205400E+6	+03.296900E+2	-01.480000E+1	+03.950000E+0	+02.614841E-1	+02.824541E+3	0
+05.004205400E+6	+03.297100E+2	-01.480000E+1	+03.970000E+0	+02.614841E-1	+02.825620E+3	0
+05.004205300E+6	+03.297200E+2	-01.490000E+1	+03.980000E+0	+02.632509E-1	+02.826698E+3	0
+05.004205300E+6	+03.297100E+2	-01.490000E+1	+03.970000E+0	+02.632509E-1	+02.827763E+3	0
+05.004205300E+6	+03.297200E+2	-01.490000E+1	+03.980000E+0	+02.632509E-1	+02.828846E+3	0
+05.004205300E+6	+03.297400E+2	-01.490000E+1	+04.000000E+0	+02.632509E-1	+02.829910E+3	0
+05.004205100E+6	+03.297600E+2	-01.510000E+1	+04.020000E+0	+02.667845E-1	+02.831002E+3	0
+05.004205100E+6	+03.297900E+2	-01.510000E+1	+04.050000E+0	+02.667845E-1	+02.832067E+3	0
+05.004205100E+6	+03.298300E+2	-01.510000E+1	+04.090000E+0	+02.667845E-1	+02.833148E+3	0
+05.004205100E+6	+03.299300E+2	-01.510000E+1	+04.190000E+0	+02.667845E-1	+02.834216E+3	0
+05.004205100E+6	+03.300100E+2	-01.510000E+1	+04.270000E+0	+02.667845E-1	+02.835292E+3	0
+05.004204800E+6	+03.299000E+2	-01.540000E+1	+04.160000E+0	+02.720848E-1	+02.836363E+3	0
+05.004204600E+6	+03.297800E+2	-01.560000E+1	+04.040000E+0	+02.756184E-1	+02.837440E+3	0
+05.004204900E+6	+03.297200E+2	-01.530000E+1	+03.980000E+0	+02.703180E-1	+02.838513E+3	0
+05.004205100E+6	+03.296900E+2	-01.510000E+1	+03.950000E+0	+02.667845E-1	+02.839591E+3	0
+05.004205300E+6	+03.296700E+2	-01.490000E+1	+03.930000E+0	+02.632509E-1	+02.840667E+3	0
+05.004205300E+6	+03.296700E+2	-01.490000E+1	+03.930000E+0	+02.632509E-1	+02.841736E+3	0
+05.004205600E+6	+03.296600E+2	-01.460000E+1	+03.920000E+0	+02.579505E-1	+02.842811E+3	0
