SRS QCM200 Data File
Data Taken on 03.05.2023 at 10:54:21
Tag Definitions
Zero Rel F        = 1
Zero Rel R        = 2
Zero Rel F and R  = 3
User Tag          = 4
Begining of File  = 5

Notes:


Frequency	Resistance	Delta F	Delta R	Delta Mass	Time (s)	Tag
+05.004189400E+6	+03.401400E+2	-03.080000E+1	+01.440000E+1	+05.441696E-1	+01.456497E+3	0
+05.004189500E+6	+03.402200E+2	-03.070000E+1	+01.448000E+1	+05.424028E-1	+01.457575E+3	0
+05.004189800E+6	+03.402900E+2	-03.040000E+1	+01.455000E+1	+05.371025E-1	+01.458657E+3	0
+05.004189900E+6	+03.403500E+2	-03.030000E+1	+01.461000E+1	+05.353357E-1	+01.459729E+3	0
+05.004190100E+6	+03.404000E+2	-03.010000E+1	+01.466000E+1	+05.318021E-1	+01.460801E+3	0
+05.004190100E+6	+03.404300E+2	-03.010000E+1	+01.469000E+1	+05.318021E-1	+01.461880E+3	0
+05.004190200E+6	+03.404200E+2	-03.000000E+1	+01.468000E+1	+05.300353E-1	+01.462944E+3	0
+05.004190200E+6	+03.404000E+2	-03.000000E+1	+01.466000E+1	+05.300353E-1	+01.464025E+3	0
+05.004190200E+6	+03.403700E+2	-03.000000E+1	+01.463000E+1	+05.300353E-1	+01.465090E+3	0
+05.004190100E+6	+03.403300E+2	-03.010000E+1	+01.459000E+1	+05.318021E-1	+01.466171E+3	0
+05.004190100E+6	+03.403100E+2	-03.010000E+1	+01.457000E+1	+05.318021E-1	+01.467252E+3	0
+05.004190100E+6	+03.402700E+2	-03.010000E+1	+01.453000E+1	+05.318021E-1	+01.468320E+3	0
+05.004190000E+6	+03.402400E+2	-03.020000E+1	+01.450000E+1	+05.335689E-1	+01.469401E+3	0
+05.004190000E+6	+03.402500E+2	-03.020000E+1	+01.451000E+1	+05.335689E-1	+01.470485E+3	0
+05.004190000E+6	+03.402600E+2	-03.020000E+1	+01.452000E+1	+05.335689E-1	+01.471554E+3	0
+05.004190000E+6	+03.402700E+2	-03.020000E+1	+01.453000E+1	+05.335689E-1	+01.472634E+3	0
+05.004190000E+6	+03.402800E+2	-03.020000E+1	+01.454000E+1	+05.335689E-1	+01.473705E+3	0
+05.004190000E+6	+03.403200E+2	-03.020000E+1	+01.458000E+1	+05.335689E-1	+01.474790E+3	0
+05.004190100E+6	+03.403800E+2	-03.010000E+1	+01.464000E+1	+05.318021E-1	+01.475854E+3	0
+05.004190300E+6	+03.404400E+2	-02.990000E+1	+01.470000E+1	+05.282686E-1	+01.476936E+3	0
+05.004190600E+6	+03.405000E+2	-02.960000E+1	+01.476000E+1	+05.229682E-1	+01.478005E+3	0
+05.004190800E+6	+03.405600E+2	-02.940000E+1	+01.482000E+1	+05.194346E-1	+01.479084E+3	0
+05.004191000E+6	+03.406100E+2	-02.920000E+1	+01.487000E+1	+05.159011E-1	+01.480153E+3	0
+05.004191100E+6	+03.406700E+2	-02.910000E+1	+01.493000E+1	+05.141343E-1	+01.481240E+3	0
+05.004191300E+6	+03.407400E+2	-02.890000E+1	+01.500000E+1	+05.106007E-1	+01.482307E+3	0
+05.004191500E+6	+03.408100E+2	-02.870000E+1	+01.507000E+1	+05.070671E-1	+01.483388E+3	0
+05.004191800E+6	+03.408800E+2	-02.840000E+1	+01.514000E+1	+05.017668E-1	+01.484457E+3	0
+05.004191900E+6	+03.409400E+2	-02.830000E+1	+01.520000E+1	+05.000000E-1	+01.485534E+3	0
+05.004192000E+6	+03.409900E+2	-02.820000E+1	+01.525000E+1	+04.982332E-1	+01.486606E+3	0
+05.004192100E+6	+03.410200E+2	-02.810000E+1	+01.528000E+1	+04.964664E-1	+01.487676E+3	0
+05.004192200E+6	+03.410300E+2	-02.800000E+1	+01.529000E+1	+04.946996E-1	+01.488760E+3	0
+05.004192200E+6	+03.410500E+2	-02.800000E+1	+01.531000E+1	+04.946996E-1	+01.489827E+3	0
+05.004192300E+6	+03.410500E+2	-02.790000E+1	+01.531000E+1	+04.929329E-1	+01.490908E+3	0
+05.004192300E+6	+03.410500E+2	-02.790000E+1	+01.531000E+1	+04.929329E-1	+01.491972E+3	0
+05.004192300E+6	+03.410600E+2	-02.790000E+1	+01.532000E+1	+04.929329E-1	+01.493059E+3	0
+05.004192100E+6	+03.410800E+2	-02.810000E+1	+01.534000E+1	+04.964664E-1	+01.494126E+3	0
+05.004192100E+6	+03.410800E+2	-02.810000E+1	+01.534000E+1	+04.964664E-1	+01.495197E+3	0
+05.004192000E+6	+03.410800E+2	-02.820000E+1	+01.534000E+1	+04.982332E-1	+01.496279E+3	0
+05.004192000E+6	+03.410700E+2	-02.820000E+1	+01.533000E+1	+04.982332E-1	+01.497347E+3	0
+05.004192000E+6	+03.410700E+2	-02.820000E+1	+01.533000E+1	+04.982332E-1	+01.498429E+3	0
+05.004192100E+6	+03.410800E+2	-02.810000E+1	+01.534000E+1	+04.964664E-1	+01.499506E+3	0
+05.004192200E+6	+03.411200E+2	-02.800000E+1	+01.538000E+1	+04.946996E-1	+01.500570E+3	0
+05.004192400E+6	+03.411600E+2	-02.780000E+1	+01.542000E+1	+04.911661E-1	+01.501649E+3	0
+05.004192600E+6	+03.412000E+2	-02.760000E+1	+01.546000E+1	+04.876325E-1	+01.502731E+3	0
+05.004192900E+6	+03.412300E+2	-02.730000E+1	+01.549000E+1	+04.823322E-1	+01.503806E+3	0
+05.004193000E+6	+03.412600E+2	-02.720000E+1	+01.552000E+1	+04.805654E-1	+01.504877E+3	0
+05.004193300E+6	+03.413100E+2	-02.690000E+1	+01.557000E+1	+04.752650E-1	+01.505944E+3	0
+05.004193600E+6	+03.413400E+2	-02.660000E+1	+01.560000E+1	+04.699647E-1	+01.507024E+3	0
+05.004193800E+6	+03.413700E+2	-02.640000E+1	+01.563000E+1	+04.664311E-1	+01.508095E+3	0
+05.004193800E+6	+03.413800E+2	-02.640000E+1	+01.564000E+1	+04.664311E-1	+01.509178E+3	0
+05.004193900E+6	+03.414000E+2	-02.630000E+1	+01.566000E+1	+04.646643E-1	+01.510246E+3	0
+05.004194100E+6	+03.414500E+2	-02.610000E+1	+01.571000E+1	+04.611307E-1	+01.511315E+3	0
+05.004194300E+6	+03.415000E+2	-02.590000E+1	+01.576000E+1	+04.575972E-1	+01.512388E+3	0
+05.004194400E+6	+03.415400E+2	-02.580000E+1	+01.580000E+1	+04.558304E-1	+01.513467E+3	0
+05.004194600E+6	+03.415700E+2	-02.560000E+1	+01.583000E+1	+04.522968E-1	+01.514536E+3	0
+05.004194800E+6	+03.415900E+2	-02.540000E+1	+01.585000E+1	+04.487633E-1	+01.515613E+3	0
+05.004194800E+6	+03.416000E+2	-02.540000E+1	+01.586000E+1	+04.487633E-1	+01.516693E+3	0
+05.004194900E+6	+03.416000E+2	-02.530000E+1	+01.586000E+1	+04.469965E-1	+01.517769E+3	0
+05.004194900E+6	+03.416000E+2	-02.530000E+1	+01.586000E+1	+04.469965E-1	+01.518852E+3	0
+05.004195000E+6	+03.416200E+2	-02.520000E+1	+01.588000E+1	+04.452297E-1	+01.519920E+3	0
+05.004195200E+6	+03.416200E+2	-02.500000E+1	+01.588000E+1	+04.416961E-1	+01.520997E+3	0
+05.004195300E+6	+03.416300E+2	-02.490000E+1	+01.589000E+1	+04.399293E-1	+01.522066E+3	0
+05.004195400E+6	+03.416400E+2	-02.480000E+1	+01.590000E+1	+04.381625E-1	+01.523146E+3	0
+05.004195500E+6	+03.416500E+2	-02.470000E+1	+01.591000E+1	+04.363958E-1	+01.524217E+3	0
+05.004195600E+6	+03.416800E+2	-02.460000E+1	+01.594000E+1	+04.346290E-1	+01.525296E+3	0
+05.004195800E+6	+03.417100E+2	-02.440000E+1	+01.597000E+1	+04.310954E-1	+01.526366E+3	0
+05.004195900E+6	+03.417400E+2	-02.430000E+1	+01.600000E+1	+04.293286E-1	+01.527438E+3	0
+05.004196000E+6	+03.417700E+2	-02.420000E+1	+01.603000E+1	+04.275618E-1	+01.528507E+3	0
+05.004196100E+6	+03.417800E+2	-02.410000E+1	+01.604000E+1	+04.257951E-1	+01.529580E+3	0
+05.004196200E+6	+03.417900E+2	-02.400000E+1	+01.605000E+1	+04.240283E-1	+01.530662E+3	0
+05.004196300E+6	+03.418000E+2	-02.390000E+1	+01.606000E+1	+04.222615E-1	+01.531731E+3	0
+05.004196400E+6	+03.418000E+2	-02.380000E+1	+01.606000E+1	+04.204947E-1	+01.532805E+3	0
+05.004196500E+6	+03.418000E+2	-02.370000E+1	+01.606000E+1	+04.187279E-1	+01.533887E+3	0
+05.004196500E+6	+03.418200E+2	-02.370000E+1	+01.608000E+1	+04.187279E-1	+01.534953E+3	0
+05.004196800E+6	+03.418400E+2	-02.340000E+1	+01.610000E+1	+04.134276E-1	+01.536035E+3	0
+05.004196800E+6	+03.418500E+2	-02.340000E+1	+01.611000E+1	+04.134276E-1	+01.537105E+3	0
+05.004196900E+6	+03.418600E+2	-02.330000E+1	+01.612000E+1	+04.116608E-1	+01.538181E+3	0
+05.004197000E+6	+03.418700E+2	-02.320000E+1	+01.613000E+1	+04.098940E-1	+01.539253E+3	0
+05.004197100E+6	+03.418700E+2	-02.310000E+1	+01.613000E+1	+04.081272E-1	+01.540335E+3	0
+05.004197200E+6	+03.418800E+2	-02.300000E+1	+01.614000E+1	+04.063604E-1	+01.541407E+3	0
+05.004197300E+6	+03.418800E+2	-02.290000E+1	+01.614000E+1	+04.045936E-1	+01.542476E+3	0
+05.004197400E+6	+03.418900E+2	-02.280000E+1	+01.615000E+1	+04.028269E-1	+01.543555E+3	0
+05.004197600E+6	+03.418900E+2	-02.260000E+1	+01.615000E+1	+03.992933E-1	+01.544638E+3	0
+05.004197700E+6	+03.419100E+2	-02.250000E+1	+01.617000E+1	+03.975265E-1	+01.545705E+3	0
+05.004197900E+6	+03.419300E+2	-02.230000E+1	+01.619000E+1	+03.939929E-1	+01.546781E+3	0
+05.004197900E+6	+03.419500E+2	-02.230000E+1	+01.621000E+1	+03.939929E-1	+01.547863E+3	0
+05.004198000E+6	+03.419600E+2	-02.220000E+1	+01.622000E+1	+03.922261E-1	+01.548935E+3	0
+05.004198000E+6	+03.419700E+2	-02.220000E+1	+01.623000E+1	+03.922261E-1	+01.550011E+3	0
+05.004197900E+6	+03.419700E+2	-02.230000E+1	+01.623000E+1	+03.939929E-1	+01.551090E+3	0
+05.004197800E+6	+03.419600E+2	-02.240000E+1	+01.622000E+1	+03.957597E-1	+01.552159E+3	0
+05.004197900E+6	+03.419400E+2	-02.230000E+1	+01.620000E+1	+03.939929E-1	+01.553240E+3	0
+05.004197900E+6	+03.419200E+2	-02.230000E+1	+01.618000E+1	+03.939929E-1	+01.554309E+3	0
+05.004197900E+6	+03.418900E+2	-02.230000E+1	+01.615000E+1	+03.939929E-1	+01.555392E+3	0
+05.004197900E+6	+03.418700E+2	-02.230000E+1	+01.613000E+1	+03.939929E-1	+01.556459E+3	0
+05.004197800E+6	+03.418300E+2	-02.240000E+1	+01.609000E+1	+03.957597E-1	+01.557545E+3	0
+05.004197800E+6	+03.418000E+2	-02.240000E+1	+01.606000E+1	+03.957597E-1	+01.558614E+3	0
+05.004197800E+6	+03.417600E+2	-02.240000E+1	+01.602000E+1	+03.957597E-1	+01.559695E+3	0
+05.004197600E+6	+03.417400E+2	-02.260000E+1	+01.600000E+1	+03.992933E-1	+01.560774E+3	0
+05.004197600E+6	+03.417300E+2	-02.260000E+1	+01.599000E+1	+03.992933E-1	+01.561844E+3	0
+05.004197400E+6	+03.417300E+2	-02.280000E+1	+01.599000E+1	+04.028269E-1	+01.562914E+3	0
+05.004197300E+6	+03.417200E+2	-02.290000E+1	+01.598000E+1	+04.045936E-1	+01.563997E+3	0
+05.004197000E+6	+03.417500E+2	-02.320000E+1	+01.601000E+1	+04.098940E-1	+01.565074E+3	0
+05.004197000E+6	+03.417800E+2	-02.320000E+1	+01.604000E+1	+04.098940E-1	+01.566144E+3	0
+05.004197000E+6	+03.418100E+2	-02.320000E+1	+01.607000E+1	+04.098940E-1	+01.567216E+3	0
+05.004197100E+6	+03.418200E+2	-02.310000E+1	+01.608000E+1	+04.081272E-1	+01.568293E+3	0
+05.004197200E+6	+03.418300E+2	-02.300000E+1	+01.609000E+1	+04.063604E-1	+01.569375E+3	0
+05.004197100E+6	+03.418300E+2	-02.310000E+1	+01.609000E+1	+04.081272E-1	+01.570447E+3	0
+05.004197200E+6	+03.418700E+2	-02.300000E+1	+01.613000E+1	+04.063604E-1	+01.571514E+3	0
+05.004197300E+6	+03.419000E+2	-02.290000E+1	+01.616000E+1	+04.045936E-1	+01.572584E+3	0
+05.004197400E+6	+03.419300E+2	-02.280000E+1	+01.619000E+1	+04.028269E-1	+01.573667E+3	0
+05.004197500E+6	+03.419400E+2	-02.270000E+1	+01.620000E+1	+04.010601E-1	+01.574739E+3	0
+05.004197600E+6	+03.419500E+2	-02.260000E+1	+01.621000E+1	+03.992933E-1	+01.575806E+3	0
+05.004197800E+6	+03.419700E+2	-02.240000E+1	+01.623000E+1	+03.957597E-1	+01.576886E+3	0
+05.004197900E+6	+03.419700E+2	-02.230000E+1	+01.623000E+1	+03.939929E-1	+01.577966E+3	0
+05.004198000E+6	+03.419900E+2	-02.220000E+1	+01.625000E+1	+03.922261E-1	+01.579034E+3	0
+05.004198100E+6	+03.419900E+2	-02.210000E+1	+01.625000E+1	+03.904594E-1	+01.580114E+3	0
+05.004198100E+6	+03.419800E+2	-02.210000E+1	+01.624000E+1	+03.904594E-1	+01.581184E+3	0
+05.004198200E+6	+03.419700E+2	-02.200000E+1	+01.623000E+1	+03.886926E-1	+01.582254E+3	0
+05.004198300E+6	+03.419600E+2	-02.190000E+1	+01.622000E+1	+03.869258E-1	+01.583335E+3	0
+05.004198200E+6	+03.419400E+2	-02.200000E+1	+01.620000E+1	+03.886926E-1	+01.584403E+3	0
+05.004198300E+6	+03.419100E+2	-02.190000E+1	+01.617000E+1	+03.869258E-1	+01.585485E+3	0
+05.004198300E+6	+03.418700E+2	-02.190000E+1	+01.613000E+1	+03.869258E-1	+01.586556E+3	0
+05.004198300E+6	+03.418400E+2	-02.190000E+1	+01.610000E+1	+03.869258E-1	+01.587627E+3	0
+05.004198300E+6	+03.418200E+2	-02.190000E+1	+01.608000E+1	+03.869258E-1	+01.588709E+3	0
+05.004198300E+6	+03.418200E+2	-02.190000E+1	+01.608000E+1	+03.869258E-1	+01.589783E+3	0
+05.004198400E+6	+03.418300E+2	-02.180000E+1	+01.609000E+1	+03.851590E-1	+01.590852E+3	0
+05.004198400E+6	+03.418300E+2	-02.180000E+1	+01.609000E+1	+03.851590E-1	+01.591934E+3	0
+05.004198500E+6	+03.418400E+2	-02.170000E+1	+01.610000E+1	+03.833922E-1	+01.592998E+3	0
+05.004198800E+6	+03.418400E+2	-02.140000E+1	+01.610000E+1	+03.780919E-1	+01.594082E+3	0
+05.004198900E+6	+03.418500E+2	-02.130000E+1	+01.611000E+1	+03.763251E-1	+01.595152E+3	0
+05.004199000E+6	+03.418600E+2	-02.120000E+1	+01.612000E+1	+03.745583E-1	+01.596225E+3	0
+05.004199100E+6	+03.418600E+2	-02.110000E+1	+01.612000E+1	+03.727915E-1	+01.597309E+3	0
+05.004199400E+6	+03.418400E+2	-02.080000E+1	+01.610000E+1	+03.674912E-1	+01.598378E+3	0
+05.004199500E+6	+03.418400E+2	-02.070000E+1	+01.610000E+1	+03.657244E-1	+01.599447E+3	0
+05.004199600E+6	+03.418400E+2	-02.060000E+1	+01.610000E+1	+03.639576E-1	+01.600534E+3	0
+05.004199800E+6	+03.418300E+2	-02.040000E+1	+01.609000E+1	+03.604240E-1	+01.601617E+3	0
+05.004199800E+6	+03.418200E+2	-02.040000E+1	+01.608000E+1	+03.604240E-1	+01.602688E+3	0
+05.004200000E+6	+03.418300E+2	-02.020000E+1	+01.609000E+1	+03.568905E-1	+01.603765E+3	0
+05.004200000E+6	+03.418200E+2	-02.020000E+1	+01.608000E+1	+03.568905E-1	+01.604843E+3	0
+05.004200100E+6	+03.418300E+2	-02.010000E+1	+01.609000E+1	+03.551237E-1	+01.605910E+3	0
+05.004200300E+6	+03.418400E+2	-01.990000E+1	+01.610000E+1	+03.515901E-1	+01.606979E+3	0
+05.004200300E+6	+03.418400E+2	-01.990000E+1	+01.610000E+1	+03.515901E-1	+01.608054E+3	0
+05.004200400E+6	+03.418500E+2	-01.980000E+1	+01.611000E+1	+03.498233E-1	+01.609130E+3	0
+05.004200500E+6	+03.418500E+2	-01.970000E+1	+01.611000E+1	+03.480565E-1	+01.610213E+3	0
+05.004200600E+6	+03.418700E+2	-01.960000E+1	+01.613000E+1	+03.462898E-1	+01.611282E+3	0
+05.004200600E+6	+03.418800E+2	-01.960000E+1	+01.614000E+1	+03.462898E-1	+01.612364E+3	0
+05.004200600E+6	+03.419000E+2	-01.960000E+1	+01.616000E+1	+03.462898E-1	+01.613431E+3	0
+05.004200700E+6	+03.419100E+2	-01.950000E+1	+01.617000E+1	+03.445230E-1	+01.614513E+3	0
+05.004200800E+6	+03.419300E+2	-01.940000E+1	+01.619000E+1	+03.427562E-1	+01.615581E+3	0
+05.004200800E+6	+03.419300E+2	-01.940000E+1	+01.619000E+1	+03.427562E-1	+01.616663E+3	0
+05.004200800E+6	+03.419300E+2	-01.940000E+1	+01.619000E+1	+03.427562E-1	+01.617736E+3	0
+05.004200900E+6	+03.419300E+2	-01.930000E+1	+01.619000E+1	+03.409894E-1	+01.618810E+3	0
+05.004200900E+6	+03.419300E+2	-01.930000E+1	+01.619000E+1	+03.409894E-1	+01.619882E+3	0
+05.004200900E+6	+03.419200E+2	-01.930000E+1	+01.618000E+1	+03.409894E-1	+01.620968E+3	0
+05.004200900E+6	+03.419100E+2	-01.930000E+1	+01.617000E+1	+03.409894E-1	+01.622036E+3	0
+05.004201000E+6	+03.419100E+2	-01.920000E+1	+01.617000E+1	+03.392226E-1	+01.623109E+3	0
+05.004201000E+6	+03.419100E+2	-01.920000E+1	+01.617000E+1	+03.392226E-1	+01.624178E+3	0
+05.004201000E+6	+03.418900E+2	-01.920000E+1	+01.615000E+1	+03.392226E-1	+01.625260E+3	0
+05.004201000E+6	+03.418900E+2	-01.920000E+1	+01.615000E+1	+03.392226E-1	+01.626328E+3	0
+05.004201000E+6	+03.418800E+2	-01.920000E+1	+01.614000E+1	+03.392226E-1	+01.627411E+3	0
+05.004200900E+6	+03.418800E+2	-01.930000E+1	+01.614000E+1	+03.409894E-1	+01.628481E+3	0
+05.004200900E+6	+03.418700E+2	-01.930000E+1	+01.613000E+1	+03.409894E-1	+01.629551E+3	0
+05.004200900E+6	+03.418400E+2	-01.930000E+1	+01.610000E+1	+03.409894E-1	+01.630640E+3	0
+05.004200900E+6	+03.418000E+2	-01.930000E+1	+01.606000E+1	+03.409894E-1	+01.631709E+3	0
+05.004200900E+6	+03.417400E+2	-01.930000E+1	+01.600000E+1	+03.409894E-1	+01.632789E+3	0
+05.004200800E+6	+03.416900E+2	-01.940000E+1	+01.595000E+1	+03.427562E-1	+01.633857E+3	0
+05.004200600E+6	+03.416500E+2	-01.960000E+1	+01.591000E+1	+03.462898E-1	+01.634936E+3	0
+05.004200600E+6	+03.416400E+2	-01.960000E+1	+01.590000E+1	+03.462898E-1	+01.636004E+3	0
+05.004200600E+6	+03.416500E+2	-01.960000E+1	+01.591000E+1	+03.462898E-1	+01.637081E+3	0
+05.004200400E+6	+03.416500E+2	-01.980000E+1	+01.591000E+1	+03.498233E-1	+01.638155E+3	0
+05.004200400E+6	+03.416600E+2	-01.980000E+1	+01.592000E+1	+03.498233E-1	+01.639226E+3	0
+05.004200300E+6	+03.416500E+2	-01.990000E+1	+01.591000E+1	+03.515901E-1	+01.640308E+3	0
+05.004200300E+6	+03.416600E+2	-01.990000E+1	+01.592000E+1	+03.515901E-1	+01.641375E+3	0
+05.004200300E+6	+03.416700E+2	-01.990000E+1	+01.593000E+1	+03.515901E-1	+01.642454E+3	0
+05.004200300E+6	+03.417000E+2	-01.990000E+1	+01.596000E+1	+03.515901E-1	+01.643522E+3	0
+05.004200300E+6	+03.417200E+2	-01.990000E+1	+01.598000E+1	+03.515901E-1	+01.644606E+3	0
+05.004200300E+6	+03.417500E+2	-01.990000E+1	+01.601000E+1	+03.515901E-1	+01.645674E+3	0
+05.004200200E+6	+03.418000E+2	-02.000000E+1	+01.606000E+1	+03.533569E-1	+01.646747E+3	0
+05.004200300E+6	+03.418200E+2	-01.990000E+1	+01.608000E+1	+03.515901E-1	+01.647830E+3	0
+05.004200400E+6	+03.418100E+2	-01.980000E+1	+01.607000E+1	+03.498233E-1	+01.648900E+3	0
+05.004200400E+6	+03.418000E+2	-01.980000E+1	+01.606000E+1	+03.498233E-1	+01.649970E+3	0
+05.004200500E+6	+03.418000E+2	-01.970000E+1	+01.606000E+1	+03.480565E-1	+01.651051E+3	0
+05.004200500E+6	+03.418200E+2	-01.970000E+1	+01.608000E+1	+03.480565E-1	+01.652122E+3	0
+05.004200600E+6	+03.418400E+2	-01.960000E+1	+01.610000E+1	+03.462898E-1	+01.653195E+3	0
+05.004200600E+6	+03.418500E+2	-01.960000E+1	+01.611000E+1	+03.462898E-1	+01.654265E+3	0
+05.004200600E+6	+03.418500E+2	-01.960000E+1	+01.611000E+1	+03.462898E-1	+01.655342E+3	0
+05.004200600E+6	+03.418500E+2	-01.960000E+1	+01.611000E+1	+03.462898E-1	+01.656413E+3	0
+05.004200800E+6	+03.418600E+2	-01.940000E+1	+01.612000E+1	+03.427562E-1	+01.657484E+3	0
+05.004200900E+6	+03.418400E+2	-01.930000E+1	+01.610000E+1	+03.409894E-1	+01.658572E+3	0
+05.004200900E+6	+03.418400E+2	-01.930000E+1	+01.610000E+1	+03.409894E-1	+01.659638E+3	0
+05.004201000E+6	+03.418400E+2	-01.920000E+1	+01.610000E+1	+03.392226E-1	+01.660726E+3	0
+05.004201300E+6	+03.418300E+2	-01.890000E+1	+01.609000E+1	+03.339223E-1	+01.661792E+3	0
+05.004201400E+6	+03.418200E+2	-01.880000E+1	+01.608000E+1	+03.321555E-1	+01.662875E+3	0
+05.004201600E+6	+03.418100E+2	-01.860000E+1	+01.607000E+1	+03.286219E-1	+01.663942E+3	0
+05.004201700E+6	+03.417900E+2	-01.850000E+1	+01.605000E+1	+03.268551E-1	+01.665022E+3	0
+05.004201900E+6	+03.417800E+2	-01.830000E+1	+01.604000E+1	+03.233216E-1	+01.666099E+3	0
+05.004202300E+6	+03.417700E+2	-01.790000E+1	+01.603000E+1	+03.162544E-1	+01.667168E+3	0
+05.004202400E+6	+03.417300E+2	-01.780000E+1	+01.599000E+1	+03.144876E-1	+01.668237E+3	0
+05.004202600E+6	+03.416800E+2	-01.760000E+1	+01.594000E+1	+03.109541E-1	+01.669320E+3	0
+05.004202800E+6	+03.416800E+2	-01.740000E+1	+01.594000E+1	+03.074205E-1	+01.670389E+3	0
+05.004202800E+6	+03.417000E+2	-01.740000E+1	+01.596000E+1	+03.074205E-1	+01.671456E+3	0
+05.004202900E+6	+03.417400E+2	-01.730000E+1	+01.600000E+1	+03.056537E-1	+01.672533E+3	0
+05.004203300E+6	+03.417700E+2	-01.690000E+1	+01.603000E+1	+02.985866E-1	+01.673613E+3	0
+05.004203500E+6	+03.417900E+2	-01.670000E+1	+01.605000E+1	+02.950530E-1	+01.674681E+3	0
+05.004203700E+6	+03.417500E+2	-01.650000E+1	+01.601000E+1	+02.915194E-1	+01.675765E+3	0
+05.004203800E+6	+03.417500E+2	-01.640000E+1	+01.601000E+1	+02.897527E-1	+01.676831E+3	0
+05.004203800E+6	+03.417800E+2	-01.640000E+1	+01.604000E+1	+02.897527E-1	+01.677915E+3	0
+05.004203700E+6	+03.417900E+2	-01.650000E+1	+01.605000E+1	+02.915194E-1	+01.678993E+3	0
+05.004203800E+6	+03.417900E+2	-01.640000E+1	+01.605000E+1	+02.897527E-1	+01.680058E+3	0
+05.004203800E+6	+03.417900E+2	-01.640000E+1	+01.605000E+1	+02.897527E-1	+01.681135E+3	0
+05.004203900E+6	+03.417800E+2	-01.630000E+1	+01.604000E+1	+02.879859E-1	+01.682216E+3	0
+05.004204000E+6	+03.417800E+2	-01.620000E+1	+01.604000E+1	+02.862191E-1	+01.683285E+3	0
+05.004204000E+6	+03.417800E+2	-01.620000E+1	+01.604000E+1	+02.862191E-1	+01.684365E+3	0
+05.004204100E+6	+03.417700E+2	-01.610000E+1	+01.603000E+1	+02.844523E-1	+01.685434E+3	0
+05.004204200E+6	+03.417600E+2	-01.600000E+1	+01.602000E+1	+02.826855E-1	+01.686512E+3	0
+05.004204200E+6	+03.417500E+2	-01.600000E+1	+01.601000E+1	+02.826855E-1	+01.687582E+3	0
+05.004204300E+6	+03.417300E+2	-01.590000E+1	+01.599000E+1	+02.809187E-1	+01.688665E+3	0
+05.004204300E+6	+03.417100E+2	-01.590000E+1	+01.597000E+1	+02.809187E-1	+01.689731E+3	0
+05.004204400E+6	+03.416900E+2	-01.580000E+1	+01.595000E+1	+02.791519E-1	+01.690808E+3	0
+05.004204600E+6	+03.416800E+2	-01.560000E+1	+01.594000E+1	+02.756184E-1	+01.691876E+3	0
+05.004204700E+6	+03.416500E+2	-01.550000E+1	+01.591000E+1	+02.738516E-1	+01.692960E+3	0
+05.004204800E+6	+03.416100E+2	-01.540000E+1	+01.587000E+1	+02.720848E-1	+01.694043E+3	0
+05.004204800E+6	+03.416000E+2	-01.540000E+1	+01.586000E+1	+02.720848E-1	+01.695111E+3	0
+05.004205000E+6	+03.415700E+2	-01.520000E+1	+01.583000E+1	+02.685512E-1	+01.696185E+3	0
+05.004205100E+6	+03.415500E+2	-01.510000E+1	+01.581000E+1	+02.667845E-1	+01.697253E+3	0
+05.004205300E+6	+03.415500E+2	-01.490000E+1	+01.581000E+1	+02.632509E-1	+01.698336E+3	0
+05.004205300E+6	+03.415700E+2	-01.490000E+1	+01.583000E+1	+02.632509E-1	+01.699404E+3	0
+05.004205500E+6	+03.415900E+2	-01.470000E+1	+01.585000E+1	+02.597173E-1	+01.700487E+3	0
+05.004205400E+6	+03.416100E+2	-01.480000E+1	+01.587000E+1	+02.614841E-1	+01.701556E+3	0
+05.004205500E+6	+03.416100E+2	-01.470000E+1	+01.587000E+1	+02.597173E-1	+01.702644E+3	0
+05.004205400E+6	+03.416000E+2	-01.480000E+1	+01.586000E+1	+02.614841E-1	+01.703715E+3	0
+05.004205400E+6	+03.415700E+2	-01.480000E+1	+01.583000E+1	+02.614841E-1	+01.704784E+3	0
+05.004205400E+6	+03.415200E+2	-01.480000E+1	+01.578000E+1	+02.614841E-1	+01.705867E+3	0
+05.004205400E+6	+03.414800E+2	-01.480000E+1	+01.574000E+1	+02.614841E-1	+01.706935E+3	0
+05.004205100E+6	+03.414700E+2	-01.510000E+1	+01.573000E+1	+02.667845E-1	+01.708017E+3	0
+05.004205000E+6	+03.414900E+2	-01.520000E+1	+01.575000E+1	+02.685512E-1	+01.709084E+3	0
+05.004204800E+6	+03.415100E+2	-01.540000E+1	+01.577000E+1	+02.720848E-1	+01.710166E+3	0
+05.004204800E+6	+03.415300E+2	-01.540000E+1	+01.579000E+1	+02.720848E-1	+01.711234E+3	0
+05.004204800E+6	+03.415400E+2	-01.540000E+1	+01.580000E+1	+02.720848E-1	+01.712317E+3	0
+05.004204800E+6	+03.415700E+2	-01.540000E+1	+01.583000E+1	+02.720848E-1	+01.713382E+3	0
+05.004204900E+6	+03.415800E+2	-01.530000E+1	+01.584000E+1	+02.703180E-1	+01.714462E+3	0
+05.004205100E+6	+03.415800E+2	-01.510000E+1	+01.584000E+1	+02.667845E-1	+01.715538E+3	0
+05.004205200E+6	+03.416000E+2	-01.500000E+1	+01.586000E+1	+02.650177E-1	+01.716604E+3	0
