,E(V),i(A)
58,-0.05844116,-2.099609e-08
59,-0.05599976,-9.674072e-09
60,-0.05355835,-4.119873e-08
61,-0.05111694,-2.005005e-08
62,-0.04867554,-3.189087e-08
63,-0.04623413,-1.498413e-08
64,-0.04379272,-1.675415e-08
65,-0.04135132,-4.425049e-09
66,-0.03890991,-7.93457e-10
67,-0.03646851,-3.601074e-09
68,-0.0340271,7.873535e-09
69,-0.03158569,3.448486e-09
70,-0.02914429,2.203369e-08
71,-0.02670288,1.525879e-08
72,-0.02426147,2.706909e-08
73,-0.02182007,2.716065e-08
74,-0.01937866,3.326416e-08
75,-0.01693726,4.116821e-08
76,-0.01449585,3.585815e-08
77,-0.01205444,5.404663e-08
78,-0.009613037,4.379272e-08
79,-0.007171631,6.14624e-08
80,-0.004730225,5.438232e-08
81,-0.002288818,7.03125e-08
82,0.0001525879,6.799316e-08
83,0.002593994,7.226563e-08
84,0.0050354,8.31604e-08
85,0.007476807,8.129883e-08
86,0.009918213,9.835816e-08
87,0.01235962,8.865356e-08
88,0.01480103,1.070251e-07
89,0.01724243,1.039734e-07
90,0.01968384,1.139526e-07
91,0.02212524,1.133423e-07
92,0.02456665,1.200562e-07
93,0.02700806,1.31897e-07
94,0.02944946,1.272583e-07
95,0.03189087,1.445923e-07
96,0.03433228,1.385803e-07
97,0.03677368,1.520996e-07
98,0.03921509,1.526489e-07
99,0.04165649,1.62323e-07
100,0.0440979,1.657104e-07
101,0.04653931,1.667786e-07
102,0.04898071,1.827698e-07
103,0.05142212,1.715698e-07
104,0.05386353,1.930237e-07
105,0.05630493,1.843567e-07
106,0.05874634,2.004089e-07
107,0.06118774,1.934204e-07
108,0.06362915,2.055054e-07
109,0.06607056,2.102051e-07
110,0.06851196,2.111816e-07
111,0.07095337,2.249145e-07
112,0.07339478,2.146301e-07
113,0.07583618,2.376099e-07
114,0.07827759,2.26532e-07
115,0.08071899,2.380981e-07
116,0.0831604,2.371521e-07
117,0.08560181,2.455139e-07
118,0.08804321,2.500915e-07
119,0.09048462,2.420349e-07
120,0.09292603,2.61322e-07
121,0.09536743,2.496338e-07
122,0.09780884,2.695923e-07
123,0.1002502,2.601624e-07
124,0.1026917,2.693481e-07
125,0.1051331,2.73346e-07
126,0.1075745,2.739563e-07
127,0.1100159,2.835083e-07
128,0.1124573,2.763367e-07
129,0.1148987,2.968445e-07
130,0.1173401,2.78717e-07
131,0.1197815,2.964172e-07
132,0.1222229,2.904358e-07
133,0.1246643,2.969666e-07
134,0.1271057,3.000183e-07
135,0.1295471,3.17688e-07
136,0.1319885,3.317261e-07
137,0.1344299,3.19519e-07
138,0.1368713,3.369141e-07
139,0.1393127,3.213501e-07
140,0.1417542,3.399658e-07
141,0.1441956,3.311157e-07
142,0.146637,3.399658e-07
143,0.1490784,3.405762e-07
144,0.1515198,3.408813e-07
145,0.1539612,3.500366e-07
146,0.1564026,3.411865e-07
147,0.158844,3.546143e-07
148,0.1612854,3.445435e-07
149,0.1637268,3.527832e-07
150,0.1661682,3.521729e-07
151,0.1686096,3.564453e-07
152,0.171051,3.62854e-07
153,0.1734924,3.55835e-07
154,0.1759338,3.686523e-07
155,0.1783752,3.540039e-07
156,0.1808167,3.723144e-07
157,0.1832581,3.579712e-07
158,0.1856995,3.744507e-07
159,0.1881409,3.671265e-07
160,0.1905823,3.704834e-07
161,0.1930237,3.759766e-07
162,0.1954651,3.738403e-07
163,0.1979065,3.866577e-07
164,0.2003479,3.741455e-07
165,0.1979065,3.408813e-07
166,0.1954651,3.02124e-07
167,0.1930237,2.868652e-07
168,0.1905823,2.67334e-07
169,0.1881409,2.487183e-07
170,0.1856995,2.383423e-07
171,0.1832581,2.17926e-07
172,0.1808167,2.188721e-07
173,0.1783752,1.945801e-07
174,0.1759338,1.96167e-07
175,0.1734924,1.784058e-07
176,0.171051,1.757507e-07
177,0.1686096,1.656799e-07
178,0.1661682,1.523437e-07
179,0.1637268,1.542053e-07
180,0.1612854,1.371155e-07
181,0.158844,1.38794e-07
182,0.1564026,1.231384e-07
183,0.1539612,1.260071e-07
184,0.1515198,1.116333e-07
185,0.1490784,1.107788e-07
186,0.146637,1.066284e-07
187,0.1441956,9.09729e-08
188,0.1417542,9.960937e-08
189,0.1393127,7.922363e-08
190,0.1368713,8.865356e-08
191,0.1344299,7.116699e-08
192,0.1319885,7.562256e-08
193,0.1295471,7.092285e-08
194,0.1271057,5.79834e-08
195,0.1246643,6.420898e-08
196,0.1222229,4.922485e-08
197,0.1197815,5.776977e-08
198,0.1173401,3.500366e-08
199,0.1148987,4.580689e-08
200,0.1124573,2.929687e-08
201,0.1100159,3.085327e-08
202,0.1075745,2.511597e-08
203,0.1051331,1.824951e-08
204,0.1026917,-8.392334e-09
205,0.1002502,-1.879883e-08
206,0.09780884,-1.400757e-08
207,0.09536743,-3.564453e-08
208,0.09292603,-2.642822e-08
209,0.09048462,-4.400635e-08
210,0.08804321,-3.979492e-08
211,0.08560181,-4.626465e-08
212,0.0831604,-5.722046e-08
213,0.08071899,-5.514526e-08
214,0.07827759,-7.647705e-08
215,0.07583618,-6.56128e-08
216,0.07339478,-8.575439e-08
217,0.07095337,-7.601929e-08
218,0.06851196,-9.277344e-08
219,0.06607056,-9.506225e-08
220,0.06362915,-1.000671e-07
221,0.06118774,-1.132202e-07
222,0.05874634,-1.081543e-07
223,0.05630493,-1.277771e-07
224,0.05386353,-1.192627e-07
225,0.05142212,-1.429138e-07
226,0.04898071,-1.376343e-07
227,0.04653931,-1.493225e-07
228,0.0440979,-1.536865e-07
229,0.04165649,-1.577759e-07
230,0.03921509,-1.758423e-07
231,0.03677368,-1.702271e-07
232,0.03433228,-1.94397e-07
233,0.03189087,-1.816711e-07
234,0.02944946,-2.019653e-07
235,0.02700806,-2.010498e-07
236,0.02456665,-2.144775e-07
237,0.02212524,-2.211304e-07
238,0.01968384,-2.223816e-07
239,0.01724243,-2.373047e-07
240,0.01480103,-2.374878e-07
241,0.01235962,-2.556457e-07
242,0.009918213,-2.545166e-07
243,0.007476807,-2.720642e-07
244,0.0050354,-2.677002e-07
245,0.002593994,-2.768249e-07
246,0.0001525879,-2.865906e-07
247,-0.002288818,-2.851868e-07
248,-0.004730225,-3.053589e-07
249,-0.007171631,-2.709351e-07
250,-0.009613037,-2.922058e-07
251,-0.01205444,-2.865601e-07
252,-0.01449585,-3.009644e-07
253,-0.01693726,-2.9953e-07
254,-0.01937866,-3.06366e-07
255,-0.02182007,-3.166199e-07
256,-0.02426147,-3.1427e-07
257,-0.02670288,-3.295288e-07
258,-0.02914429,-3.190613e-07
259,-0.03158569,-3.371887e-07
260,-0.0340271,-3.319092e-07
261,-0.03646851,-3.389282e-07
262,-0.03890991,-3.407593e-07
263,-0.04135132,-3.476257e-07
264,-0.04379272,-3.478393e-07
265,-0.04623413,-3.45581e-07
266,-0.04867554,-3.61084e-07
267,-0.05111694,-3.48999e-07
268,-0.05355835,-3.662109e-07
269,-0.05599976,-3.581543e-07
270,-0.05844116,-3.620605e-07
271,-0.06088257,-3.652038e-07
272,-0.06332397,-3.645935e-07
273,-0.06576538,-3.742981e-07
274,-0.06820679,-3.639221e-07
275,-0.07064819,-3.798218e-07
276,-0.0730896,-3.608704e-07
277,-0.07553101,-3.787231e-07
278,-0.07797241,-3.710327e-07
279,-0.08041382,-3.747559e-07
280,-0.08285522,-3.787231e-07
281,-0.08529663,-3.741455e-07
282,-0.08773804,-3.840027e-07
283,-0.09017944,-3.724976e-07
284,-0.09262085,-3.857422e-07
285,-0.09506226,-3.782959e-07
286,-0.09750366,-3.903198e-07
287,-0.09994507,-3.840637e-07
288,-0.1023865,-3.869324e-07
289,-0.1048279,-3.886108e-07
290,-0.1072693,-3.838196e-07
291,-0.1097107,-4.034424e-07
292,-0.1121521,-3.851318e-07
293,-0.1145935,-4.019165e-07
294,-0.1170349,-3.95813e-07
295,-0.1194763,-4.064941e-07
296,-0.1219177,-4.055786e-07
297,-0.1243591,-4.101562e-07
298,-0.1268005,-4.168701e-07
299,-0.1292419,-4.107666e-07
300,-0.1316833,-4.248047e-07
301,-0.1341248,-4.110718e-07
302,-0.1365662,-4.324341e-07
303,-0.1390076,-4.251099e-07
304,-0.141449,-4.483032e-07
305,-0.1438904,-4.507446e-07
306,-0.1463318,-4.528809e-07
307,-0.1487732,-4.623413e-07
308,-0.1512146,-4.620361e-07
309,-0.153656,-4.895019e-07
310,-0.1560974,-4.815674e-07
311,-0.1585388,-4.959106e-07
312,-0.1609802,-4.974365e-07
313,-0.1634216,-5.093384e-07
314,-0.165863,-5.20935e-07
315,-0.1683044,-5.221557e-07
316,-0.1707458,-5.410766e-07
317,-0.1731873,-5.36499e-07
318,-0.1756287,-5.654907e-07
319,-0.1780701,-5.584717e-07
320,-0.1805115,-5.831909e-07
321,-0.1829529,-5.862427e-07
322,-0.1853943,-6.027222e-07
323,-0.1878357,-6.143188e-07
324,-0.1902771,-6.240845e-07
325,-0.1927185,-6.506348e-07
326,-0.1951599,-6.497193e-07
327,-0.1976013,-6.787109e-07
