;Frequency;Resistance;Delta F;Delta R;Delta Mass;Time (s);Tag
943;5004140.4;321.39;-663.1;259.462;11.71555;1057.961;0
944;5004140.4;321.4;-663.1;259.472;11.71555;1059.039;0
945;5004140.6;321.4;-662.9;259.472;11.71201;1060.112;0
946;5004140.6;321.39;-662.9;259.462;11.71201;1061.191;0
947;5004140.8;321.38;-662.7;259.452;11.70848;1062.263;0
948;5004140.8;321.38;-662.7;259.452;11.70848;1063.341;0
949;5004140.9;321.37;-662.6;259.442;11.70671;1064.413;0
950;5004140.8;321.38;-662.7;259.452;11.70848;1065.487;0
951;5004141.0;321.38;-662.5;259.452;11.70495;1066.571;0
952;5004141.0;321.37;-662.5;259.442;11.70495;1067.643;0
953;5004141.1;321.36;-662.4;259.432;11.70318;1068.715;0
954;5004141.1;321.35;-662.4;259.422;11.70318;1069.794;0
955;5004141.1;321.35;-662.4;259.422;11.70318;1070.867;0
956;5004141.2;321.34;-662.3;259.412;11.70141;1071.947;0
957;5004141.2;321.34;-662.3;259.412;11.70141;1073.015;0
958;5004141.3;321.34;-662.2;259.412;11.69965;1074.088;0
959;5004141.4;321.34;-662.1;259.412;11.69788;1075.164;0
960;5004141.4;321.33;-662.1;259.402;11.69788;1076.238;0
961;5004141.5;321.33;-662.0;259.402;11.69611;1077.31;0
962;5004141.6;321.34;-661.9;259.412;11.69435;1078.389;0
963;5004141.6;321.32;-661.9;259.392;11.69435;1079.46;0
964;5004141.8;321.33;-661.7;259.402;11.69081;1080.543;0
965;5004142.0;321.32;-661.5;259.392;11.68728;1081.608;0
966;5004142.2;321.31;-661.3;259.382;11.68375;1082.687;0
967;5004142.2;321.31;-661.3;259.382;11.68375;1083.756;0
968;5004142.4;321.3;-661.1;259.372;11.68021;1084.843;0
969;5004142.5;321.31;-661.0;259.382;11.67845;1085.908;0
970;5004142.7;321.3;-660.8;259.372;11.67491;1086.996;0
971;5004142.9;321.3;-660.6;259.372;11.67138;1088.054;0
972;5004143.0;321.3;-660.5;259.372;11.66961;1089.136;0
973;5004143.1;321.3;-660.4;259.372;11.66784;1090.201;0
974;5004143.3;321.29;-660.2;259.362;11.66431;1091.272;0
975;5004143.4;321.29;-660.1;259.362;11.66254;1092.356;0
976;5004143.6;321.28;-659.9;259.352;11.65901;1093.43;0
977;5004143.7;321.27;-659.8;259.342;11.65724;1094.514;0
978;5004144.0;321.26;-659.5;259.332;11.65194;1095.587;0
979;5004144.2;321.26;-659.3;259.332;11.64841;1096.663;0
980;5004144.4;321.27;-659.1;259.342;11.64488;1097.731;0
981;5004144.6;321.26;-658.9;259.332;11.64134;1098.813;0
982;5004144.6;321.25;-658.9;259.322;11.64134;1099.885;0
983;5004144.9;321.25;-658.6;259.322;11.63604;1100.951;0
984;5004145.0;321.26;-658.5;259.332;11.63428;1102.033;0
985;5004145.2;321.25;-658.3;259.322;11.63074;1103.105;0
986;5004145.4;321.25;-658.1;259.322;11.62721;1104.176;0
987;5004145.6;321.24;-657.9;259.312;11.62367;1105.251;0
988;5004145.8;321.23;-657.7;259.302;11.62014;1106.325;0
989;5004145.9;321.24;-657.6;259.312;11.61837;1107.399;0
990;5004146.0;321.23;-657.5;259.302;11.61661;1108.476;0
991;5004146.2;321.23;-657.3;259.302;11.61307;1109.553;0
992;5004146.5;321.22;-657.0;259.292;11.60777;1110.619;0
993;5004146.6;321.21;-656.9;259.282;11.60601;1111.688;0
994;5004146.8;321.21;-656.7;259.282;11.60247;1112.773;0
995;5004146.9;321.2;-656.6;259.272;11.60071;1113.848;0
996;5004147.0;321.19;-656.5;259.262;11.59894;1114.918;0
997;5004147.1;321.19;-656.4;259.262;11.59717;1115.999;0
998;5004147.3;321.19;-656.2;259.262;11.59364;1117.07;0
999;5004147.4;321.18;-656.1;259.252;11.59187;1118.146;0
1000;5004147.5;321.18;-656.0;259.252;11.59011;1119.216;0
1001;5004148.0;321.41;-655.5;259.482;11.58127;1120.295;0
1002;5004152.4;322.09;-651.1;260.162;11.50353;1121.369;0
1003;5004160.1;322.63;-643.4;260.702;11.36749;1122.438;0
1004;5004162.3;322.4;-641.2;260.472;11.32862;1123.524;0
1005;5004159.3;322.04;-644.2;260.112;11.38163;1124.601;0
1006;5004153.1;321.49;-650.4;259.562;11.49117;1125.67;0
1007;5004153.6;321.22;-649.9;259.292;11.48233;1126.753;0
1008;5004154.2;321.18;-649.3;259.252;11.47173;1127.823;0
1009;5004154.6;321.18;-648.9;259.252;11.46466;1128.898;0
1010;5004154.8;321.14;-648.7;259.212;11.46113;1129.981;0
1011;5004154.7;321.1;-648.8;259.172;11.4629;1131.049;0
1012;5004154.4;321.07;-649.1;259.142;11.4682;1132.122;0
1013;5004154.2;321.05;-649.3;259.122;11.47173;1133.21;0
1014;5004153.9;320.99;-649.6;259.062;11.47703;1134.277;0
1015;5004153.6;320.96;-649.9;259.032;11.48233;1135.349;0
1016;5004153.1;320.97;-650.4;259.042;11.49117;1136.423;0
1017;5004152.8;320.98;-650.7;259.052;11.49647;1137.497;0
1018;5004152.0;320.95;-651.5;259.022;11.5106;1138.574;0
1019;5004150.1;321.11;-653.4;259.182;11.54417;1139.644;0
1020;5004149.3;321.17;-654.2;259.242;11.5583;1140.72;0
1021;5004148.4;321.16;-655.1;259.232;11.5742;1141.796;0
1022;5004147.7;321.14;-655.8;259.212;11.58657;1142.872;0
1023;5004146.3;321.13;-657.2;259.202;11.61131;1143.947;0
1024;5004144.9;321.15;-658.6;259.222;11.63604;1145.018;0
1025;5004143.9;321.16;-659.6;259.232;11.65371;1146.094;0
1026;5004143.2;321.18;-660.3;259.252;11.66608;1147.169;0
1027;5004142.9;321.2;-660.6;259.272;11.67138;1148.239;0
1028;5004142.6;321.22;-660.9;259.292;11.67668;1149.316;0
1029;5004142.4;321.21;-661.1;259.282;11.68021;1150.39;0
1030;5004142.4;321.21;-661.1;259.282;11.68021;1151.464;0
1031;5004142.4;321.21;-661.1;259.282;11.68021;1152.54;0
1032;5004142.0;321.08;-661.5;259.152;11.68728;1153.622;0
1033;5004141.3;321.12;-662.2;259.192;11.69965;1154.692;0
1034;5004147.9;325.4;-655.6;263.472;11.58304;1155.76;0
1035;5004153.0;328.08;-650.5;266.152;11.49293;1156.848;0
1036;5004139.6;329.35;-663.9;267.422;11.72968;1157.921;0
1037;5004137.6;329.42;-665.9;267.492;11.76502;1158.998;0
1038;5004137.4;329.39;-666.1;267.462;11.76855;1160.072;0
1039;5004137.7;329.3;-665.8;267.372;11.76325;1161.133;0
1040;5004138.0;329.19;-665.5;267.262;11.75795;1162.211;0
1041;5004138.3;329.13;-665.2;267.202;11.75265;1163.285;0
1042;5004138.8;329.05;-664.7;267.122;11.74382;1164.371;0
1043;5004139.4;328.99;-664.1;267.062;11.73322;1165.444;0
1044;5004139.9;328.92;-663.6;266.992;11.72438;1166.519;0
1045;5004140.6;328.88;-662.9;266.952;11.71201;1167.593;0
1046;5004141.5;328.8;-662.0;266.872;11.69611;1168.667;0
1047;5004142.0;328.74;-661.5;266.812;11.68728;1169.737;0
1048;5004142.4;328.71;-661.1;266.782;11.68021;1170.807;0
1049;5004142.6;328.65;-660.9;266.722;11.67668;1171.891;0
1050;5004142.9;328.65;-660.6;266.722;11.67138;1172.965;0
1051;5004143.0;329.44;-660.5;267.512;11.66961;1174.038;0
1052;5004165.7;327.76;-637.8;265.832;11.26855;1175.11;0
1053;5004145.5;345.57;-658.0;283.642;11.62544;1176.194;0
1054;5004125.3;327.05;-678.2;265.122;11.98233;1177.263;0
1055;5004130.1;323.7;-673.4;261.772;11.89753;1178.342;0
1056;5004121.0;324.25;-682.5;262.322;12.0583;1179.42;0
1057;5004127.3;323.89;-676.2;261.962;11.947;1180.494;0
1058;5004122.1;324.95;-681.4;263.022;12.03887;1181.563;0
1059;5004119.1;326.31;-684.4;264.382;12.09187;1182.641;0
1060;5004118.2;325.62;-685.3;263.692;12.10777;1183.721;0
1061;5004120.0;325.3;-683.5;263.372;12.07597;1184.796;0
1062;5004120.4;324.86;-683.1;262.932;12.0689;1185.87;0
1063;5004119.6;324.63;-683.9;262.702;12.08304;1186.947;0
1064;5004119.4;324.73;-684.1;262.802;12.08657;1188.009;0
1065;5004117.9;324.93;-685.6;263.002;12.11307;1189.084;0
1066;5004116.9;325.26;-686.6;263.332;12.13074;1190.162;0
1067;5004116.1;325.76;-687.4;263.832;12.14488;1191.236;0
1068;5004115.3;326.04;-688.2;264.112;12.15901;1192.317;0
1069;5004113.9;326.23;-689.6;264.302;12.18375;1193.393;0
1070;5004112.4;326.16;-691.1;264.232;12.21025;1194.457;0
1071;5004112.7;326.34;-690.8;264.412;12.20495;1195.53;0
1072;5004112.2;326.43;-691.3;264.502;12.21378;1196.615;0
1073;5004111.3;326.43;-692.2;264.502;12.22968;1197.68;0
1074;5004111.0;326.6;-692.5;264.672;12.23498;1198.756;0
1075;5004110.1;326.72;-693.4;264.792;12.25088;1199.834;0
1076;5004109.1;326.65;-694.4;264.722;12.26855;1200.908;0
1077;5004108.9;326.74;-694.6;264.812;12.27208;1201.983;0
1078;5004108.2;326.96;-695.3;265.032;12.28445;1203.057;0
1079;5004107.4;327.11;-696.1;265.182;12.29859;1204.132;0
1080;5004107.1;327.19;-696.4;265.262;12.30389;1205.208;0
1081;5004107.0;327.27;-696.5;265.342;12.30565;1206.283;0
1082;5004106.6;327.56;-696.9;265.632;12.31272;1207.357;0
1083;5004106.1;327.74;-697.4;265.812;12.32155;1208.429;0
1084;5004105.5;327.96;-698.0;266.032;12.33216;1209.495;0
1085;5004104.3;328.1;-699.2;266.172;12.35336;1210.569;0
1086;5004103.8;328.17;-699.7;266.242;12.36219;1211.639;0
1087;5004102.8;328.45;-700.7;266.522;12.37986;1212.723;0
1088;5004102.3;328.54;-701.2;266.612;12.38869;1213.799;0
1089;5004102.3;329.01;-701.2;267.082;12.38869;1214.874;0
1090;5004101.8;329.48;-701.7;267.552;12.39753;1215.949;0
1091;5004100.1;330.0;-703.4;268.072;12.42756;1217.025;0
1092;5004099.5;330.31;-704.0;268.382;12.43816;1218.091;0
1093;5004098.4;330.64;-705.1;268.712;12.4576;1219.166;0
1094;5004097.8;331.04;-705.7;269.112;12.4682;1220.24;0
1095;5004097.4;331.27;-706.1;269.342;12.47527;1221.311;0
1096;5004097.3;331.59;-706.2;269.662;12.47703;1222.398;0
1097;5004097.6;331.99;-705.9;270.062;12.47173;1223.471;0
1098;5004096.6;332.22;-706.9;270.292;12.4894;1224.538;0
1099;5004096.6;332.44;-706.9;270.512;12.4894;1225.61;0
1100;5004096.5;332.77;-707.0;270.842;12.49117;1226.692;0
1101;5004096.4;332.84;-707.1;270.912;12.49293;1227.768;0
1102;5004096.2;332.9;-707.3;270.972;12.49647;1228.839;0
1103;5004096.0;332.97;-707.5;271.042;12.5;1229.914;0
1104;5004096.1;332.93;-707.4;271.002;12.49823;1230.992;0
1105;5004096.0;333.04;-707.5;271.112;12.5;1232.066;0
1106;5004096.1;333.0;-707.4;271.072;12.49823;1233.142;0
1107;5004096.2;333.02;-707.3;271.092;12.49647;1234.212;0
1108;5004096.0;333.04;-707.5;271.112;12.5;1235.283;0
1109;5004096.0;333.06;-707.5;271.132;12.5;1236.361;0
1110;5004096.0;333.13;-707.5;271.202;12.5;1237.438;0
1111;5004095.8;333.23;-707.7;271.302;12.50353;1238.508;0
1112;5004095.7;333.45;-707.8;271.522;12.5053;1239.584;0
1113;5004095.6;333.76;-707.9;271.832;12.50707;1240.667;0
1114;5004095.1;334.07;-708.4;272.142;12.5159;1241.742;0
1115;5004094.9;334.41;-708.6;272.482;12.51943;1242.805;0
1116;5004094.9;334.84;-708.6;272.912;12.51943;1243.893;0
1117;5004094.9;335.42;-708.6;273.492;12.51943;1244.967;0
1118;5004094.9;335.83;-708.6;273.902;12.51943;1246.035;0
1119;5004095.1;336.2;-708.4;274.272;12.5159;1247.111;0
1120;5004095.4;336.41;-708.1;274.482;12.5106;1248.187;0
1121;5004095.9;336.49;-707.6;274.562;12.50177;1249.262;0
1122;5004096.2;336.48;-707.3;274.552;12.49647;1250.341;0
1123;5004096.6;336.28;-706.9;274.352;12.4894;1251.42;0
1124;5004096.9;336.04;-706.6;274.112;12.4841;1252.491;0
1125;5004097.2;335.79;-706.3;273.862;12.4788;1253.565;0
1126;5004097.6;335.43;-705.9;273.502;12.47173;1254.637;0
1127;5004097.9;335.09;-705.6;273.162;12.46643;1255.706;0
1128;5004098.3;334.74;-705.2;272.812;12.45936;1256.792;0
1129;5004098.6;334.31;-704.9;272.382;12.45406;1257.867;0
1130;5004098.8;333.93;-704.7;272.002;12.45053;1258.93;0
1131;5004099.0;333.53;-704.5;271.602;12.447;1260.013;0
1132;5004099.3;333.18;-704.2;271.252;12.4417;1261.078;0
1133;5004099.6;332.89;-703.9;270.962;12.4364;1262.16;0
1134;5004099.8;332.51;-703.7;270.582;12.43286;1263.233;0
1135;5004100.0;332.28;-703.5;270.352;12.42933;1264.304;0
1136;5004100.3;332.14;-703.2;270.212;12.42403;1265.38;0
1137;5004100.6;331.88;-702.9;269.952;12.41873;1266.458;0
1138;5004100.6;331.71;-702.9;269.782;12.41873;1267.528;0
1139;5004100.8;331.58;-702.7;269.652;12.41519;1268.612;0
1140;5004100.9;331.46;-702.6;269.532;12.41343;1269.676;0
1141;5004101.0;331.32;-702.5;269.392;12.41166;1270.751;0
1142;5004101.1;331.29;-702.4;269.362;12.40989;1271.837;0
1143;5004101.1;331.27;-702.4;269.342;12.40989;1272.903;0
1144;5004101.2;331.24;-702.3;269.312;12.40813;1273.986;0
1145;5004101.4;331.32;-702.1;269.392;12.40459;1275.057;0
1146;5004101.4;331.25;-702.1;269.322;12.40459;1276.128;0
1147;5004101.5;331.24;-702.0;269.312;12.40283;1277.224;0
1148;5004101.8;331.14;-701.7;269.212;12.39753;1278.277;0
1149;5004102.0;331.04;-701.5;269.112;12.39399;1279.361;0
1150;5004102.3;330.92;-701.2;268.992;12.38869;1280.424;0
1151;5004102.8;330.8;-700.7;268.872;12.37986;1281.502;0
1152;5004103.0;330.65;-700.5;268.722;12.37633;1282.579;0
1153;5004103.5;330.44;-700.0;268.512;12.36749;1283.656;0
1154;5004104.0;330.23;-699.5;268.302;12.35866;1284.726;0
1155;5004105.1;329.96;-698.4;268.032;12.33922;1285.799;0
1156;5004105.7;329.69;-697.8;267.762;12.32862;1286.879;0
1157;5004106.3;329.36;-697.2;267.432;12.31802;1287.956;0
1158;5004106.9;329.04;-696.6;267.112;12.30742;1289.032;0
1159;5004107.7;328.71;-695.8;266.782;12.29329;1290.107;0
1160;5004108.4;328.35;-695.1;266.422;12.28092;1291.181;0
1161;5004109.1;327.99;-694.4;266.062;12.26855;1292.246;0
1162;5004109.9;327.61;-693.6;265.682;12.25442;1293.32;0
1163;5004110.7;327.26;-692.8;265.332;12.24028;1294.396;0
1164;5004111.4;326.91;-692.1;264.982;12.22792;1295.471;0
1165;5004112.1;326.56;-691.4;264.632;12.21555;1296.553;0
1166;5004112.8;326.28;-690.7;264.352;12.20318;1297.623;0
1167;5004113.4;326.05;-690.1;264.122;12.19258;1298.695;0
1168;5004113.8;325.86;-689.7;263.932;12.18551;1299.778;0
1169;5004114.8;325.66;-688.7;263.732;12.16784;1300.853;0
1170;5004115.1;325.52;-688.4;263.592;12.16254;1301.929;0
1171;5004115.3;325.42;-688.2;263.492;12.15901;1303.001;0
1172;5004115.6;325.34;-687.9;263.412;12.15371;1304.072;0
1173;5004115.7;325.29;-687.8;263.362;12.15194;1305.144;0
1174;5004115.8;325.24;-687.7;263.312;12.15018;1306.227;0
1175;5004115.8;325.23;-687.7;263.302;12.15018;1307.3;0
1176;5004115.8;325.24;-687.7;263.312;12.15018;1308.364;0
1177;5004115.8;325.26;-687.7;263.332;12.15018;1309.44;0
1178;5004115.5;325.31;-688.0;263.382;12.15548;1310.516;0
1179;5004115.4;325.35;-688.1;263.422;12.15724;1311.588;0
1180;5004115.3;325.38;-688.2;263.452;12.15901;1312.664;0
1181;5004115.1;325.43;-688.4;263.502;12.16254;1313.749;0
1182;5004114.9;325.49;-688.6;263.562;12.16608;1314.826;0
1183;5004114.9;325.54;-688.6;263.612;12.16608;1315.901;0
1184;5004114.6;325.58;-688.9;263.652;12.17138;1316.98;0
1185;5004114.4;325.65;-689.1;263.722;12.17491;1318.046;0
1186;5004114.4;325.7;-689.1;263.772;12.17491;1319.123;0
1187;5004114.2;325.76;-689.3;263.832;12.17845;1320.193;0
1188;5004114.0;325.79;-689.5;263.862;12.18198;1321.273;0
1189;5004114.0;325.82;-689.5;263.892;12.18198;1322.342;0
1190;5004113.9;325.88;-689.6;263.952;12.18375;1323.417;0
1191;5004113.8;325.89;-689.7;263.962;12.18551;1324.493;0
1192;5004113.6;325.93;-689.9;264.002;12.18905;1325.568;0
1193;5004113.5;325.96;-690.0;264.032;12.19081;1326.641;0
1194;5004113.4;325.96;-690.1;264.032;12.19258;1327.718;0
1195;5004113.4;325.98;-690.1;264.052;12.19258;1328.788;0
1196;5004113.3;326.01;-690.2;264.082;12.19435;1329.862;0
1197;5004113.3;326.01;-690.2;264.082;12.19435;1330.939;0
1198;5004113.4;326.0;-690.1;264.072;12.19258;1332.011;0
1199;5004113.5;325.95;-690.0;264.022;12.19081;1333.099;0
1200;5004113.7;325.86;-689.8;263.932;12.18728;1334.173;0
1201;5004113.9;325.8;-689.6;263.872;12.18375;1335.248;0
1202;5004114.1;325.71;-689.4;263.782;12.18021;1336.318;0
1203;5004114.3;325.61;-689.2;263.682;12.17668;1337.42;0
1204;5004114.6;325.51;-688.9;263.582;12.17138;1338.465;0
1205;5004115.0;325.4;-688.5;263.472;12.16431;1339.54;0
1206;5004115.3;325.29;-688.2;263.362;12.15901;1340.612;0
1207;5004115.6;325.18;-687.9;263.252;12.15371;1341.689;0
1208;5004116.0;325.04;-687.5;263.112;12.14664;1342.758;0
1209;5004116.9;324.9;-686.6;262.972;12.13074;1343.845;0
1210;5004117.3;324.77;-686.2;262.842;12.12367;1344.913;0
1211;5004117.7;324.66;-685.8;262.732;12.11661;1345.989;0
1212;5004118.0;324.54;-685.5;262.612;12.11131;1347.072;0
1213;5004118.4;324.42;-685.1;262.492;12.10424;1348.137;0
1214;5004118.7;324.31;-684.8;262.382;12.09894;1349.224;0
1215;5004118.9;324.22;-684.6;262.292;12.09541;1350.289;0
1216;5004119.1;324.15;-684.4;262.222;12.09187;1351.367;0
1217;5004119.2;324.09;-684.3;262.162;12.09011;1352.444;0
1218;5004119.3;324.05;-684.2;262.122;12.08834;1353.516;0
1219;5004119.4;324.02;-684.1;262.092;12.08657;1354.592;0
1220;5004119.5;323.99;-684.0;262.062;12.08481;1355.67;0
1221;5004119.6;323.96;-683.9;262.032;12.08304;1356.737;0
1222;5004119.6;323.93;-683.9;262.002;12.08304;1357.813;0
1223;5004119.8;323.9;-683.7;261.972;12.07951;1358.884;0
1224;5004119.8;323.87;-683.7;261.942;12.07951;1359.961;0
1225;5004119.7;323.88;-683.8;261.952;12.08127;1361.028;0
1226;5004119.7;323.89;-683.8;261.962;12.08127;1362.109;0
1227;5004119.6;323.89;-683.9;261.962;12.08304;1363.18;0
1228;5004119.6;323.89;-683.9;261.962;12.08304;1364.261;0
1229;5004119.5;323.89;-684.0;261.962;12.08481;1365.335;0
1230;5004119.3;323.9;-684.2;261.972;12.08834;1366.409;0
1231;5004119.1;323.92;-684.4;261.992;12.09187;1367.493;0
1232;5004119.0;323.93;-684.5;262.002;12.09364;1368.563;0
1233;5004119.0;323.93;-684.5;262.002;12.09364;1369.638;0
1234;5004118.9;323.92;-684.6;261.992;12.09541;1370.713;0
1235;5004119.0;323.9;-684.5;261.972;12.09364;1371.792;0
1236;5004119.1;323.86;-684.4;261.932;12.09187;1372.866;0
1237;5004119.1;323.83;-684.4;261.902;12.09187;1373.945;0
1238;5004119.2;323.82;-684.3;261.892;12.09011;1375.016;0
1239;5004119.4;323.81;-684.1;261.882;12.08657;1376.082;0
1240;5004119.4;323.8;-684.1;261.872;12.08657;1377.164;0
1241;5004119.6;323.77;-683.9;261.842;12.08304;1378.234;0
1242;5004119.9;323.73;-683.6;261.802;12.07774;1379.304;0
1243;5004119.9;323.69;-683.6;261.762;12.07774;1380.378;0
1244;5004120.0;323.65;-683.5;261.722;12.07597;1381.458;0
1245;5004120.1;323.62;-683.4;261.692;12.0742;1382.532;0
1246;5004120.2;323.6;-683.3;261.672;12.07244;1383.608;0
1247;5004120.3;323.59;-683.2;261.662;12.07067;1384.68;0
1248;5004120.4;323.56;-683.1;261.632;12.0689;1385.768;0
1249;5004120.3;323.54;-683.2;261.612;12.07067;1386.843;0
1250;5004120.4;323.53;-683.1;261.602;12.0689;1387.912;0
1251;5004120.4;323.51;-683.1;261.582;12.0689;1388.992;0
1252;5004120.4;323.51;-683.1;261.582;12.0689;1390.063;0
1253;5004120.3;323.49;-683.2;261.562;12.07067;1391.128;0
1254;5004120.3;323.48;-683.2;261.552;12.07067;1392.204;0
1255;5004120.4;323.46;-683.1;261.532;12.0689;1393.284;0
1256;5004120.4;323.43;-683.1;261.502;12.0689;1394.357;0
1257;5004120.4;323.4;-683.1;261.472;12.0689;1395.431;0
1258;5004120.5;323.39;-683.0;261.462;12.06714;1396.503;0
1259;5004120.5;323.36;-683.0;261.432;12.06714;1397.579;0
1260;5004120.6;323.34;-682.9;261.412;12.06537;1398.654;0
1261;5004120.7;323.31;-682.8;261.382;12.0636;1399.729;0
1262;5004120.8;323.27;-682.7;261.342;12.06184;1400.797;0
1263;5004120.9;323.24;-682.6;261.312;12.06007;1401.872;0
1264;5004121.0;323.21;-682.5;261.282;12.0583;1402.959;0
1265;5004121.1;323.2;-682.4;261.272;12.05654;1404.032;0
1266;5004121.1;323.18;-682.4;261.252;12.05654;1405.105;0
1267;5004121.1;323.18;-682.4;261.252;12.05654;1406.177;0
1268;5004121.1;323.17;-682.4;261.242;12.05654;1407.262;0
1269;5004121.1;323.15;-682.4;261.222;12.05654;1408.328;0
1270;5004121.0;323.15;-682.5;261.222;12.0583;1409.403;0
1271;5004121.0;323.18;-682.5;261.252;12.0583;1410.479;0
1272;5004120.8;323.2;-682.7;261.272;12.06184;1411.552;0
1273;5004120.7;323.22;-682.8;261.292;12.0636;1412.629;0
1274;5004120.6;323.22;-682.9;261.292;12.06537;1413.698;0
1275;5004120.4;323.24;-683.1;261.312;12.0689;1414.775;0
1276;5004120.3;323.26;-683.2;261.332;12.07067;1415.864;0
1277;5004120.0;323.29;-683.5;261.362;12.07597;1416.935;0
1278;5004119.7;323.32;-683.8;261.392;12.08127;1418.012;0
1279;5004119.5;323.37;-684.0;261.442;12.08481;1419.087;0
1280;5004119.3;323.42;-684.2;261.492;12.08834;1420.164;0
1281;5004119.1;323.49;-684.4;261.562;12.09187;1421.225;0
1282;5004118.9;323.55;-684.6;261.622;12.09541;1422.312;0
1283;5004118.7;323.6;-684.8;261.672;12.09894;1423.384;0
1284;5004118.6;323.65;-684.9;261.722;12.10071;1424.456;0
1285;5004118.4;323.69;-685.1;261.762;12.10424;1425.532;0
1286;5004118.3;323.75;-685.2;261.822;12.10601;1426.604;0
1287;5004118.1;323.8;-685.4;261.872;12.10954;1427.676;0
1288;5004118.0;323.83;-685.5;261.902;12.11131;1428.762;0
1289;5004117.8;323.85;-685.7;261.922;12.11484;1429.827;0
1290;5004117.7;323.87;-685.8;261.942;12.11661;1430.901;0
1291;5004117.6;323.87;-685.9;261.942;12.11837;1431.978;0
1292;5004117.4;323.91;-686.1;261.982;12.12191;1433.057;0
1293;5004117.4;323.94;-686.1;262.012;12.12191;1434.135;0
1294;5004117.3;323.98;-686.2;262.052;12.12367;1435.202;0
1295;5004117.4;324.0;-686.1;262.072;12.12191;1436.278;0
1296;5004117.6;323.98;-685.9;262.052;12.11837;1437.363;0
1297;5004117.8;323.95;-685.7;262.022;12.11484;1438.426;0
1298;5004118.0;323.88;-685.5;261.952;12.11131;1439.501;0
1299;5004118.3;323.81;-685.2;261.882;12.10601;1440.573;0
1300;5004118.8;323.74;-684.7;261.812;12.09717;1441.652;0
1301;5004119.0;323.67;-684.5;261.742;12.09364;1442.729;0
1302;5004119.3;323.61;-684.2;261.682;12.08834;1443.799;0
1303;5004119.5;323.55;-684.0;261.622;12.08481;1444.874;0
1304;5004120.1;323.48;-683.4;261.552;12.0742;1445.959;0
1305;5004120.4;323.43;-683.1;261.502;12.0689;1447.025;0
1306;5004120.6;323.38;-682.9;261.452;12.06537;1448.1;0
1307;5004120.8;323.33;-682.7;261.402;12.06184;1449.177;0
1308;5004121.0;323.28;-682.5;261.352;12.0583;1450.249;0
1309;5004121.1;323.24;-682.4;261.312;12.05654;1451.324;0
1310;5004121.3;323.2;-682.2;261.272;12.053;1452.399;0
1311;5004121.4;323.17;-682.1;261.242;12.05124;1453.475;0
1312;5004121.5;323.14;-682.0;261.212;12.04947;1454.547;0
1313;5004121.6;323.12;-681.9;261.192;12.0477;1455.623;0
1314;5004121.7;323.1;-681.8;261.172;12.04594;1456.702;0
1315;5004121.7;323.08;-681.8;261.152;12.04594;1457.77;0
1316;5004121.6;323.09;-681.9;261.162;12.0477;1458.851;0
1317;5004121.5;323.09;-682.0;261.162;12.04947;1459.918;0
1318;5004121.3;323.1;-682.2;261.172;12.053;1460.992;0
1319;5004121.1;323.11;-682.4;261.182;12.05654;1462.063;0
1320;5004120.9;323.13;-682.6;261.202;12.06007;1463.146;0
1321;5004120.8;323.15;-682.7;261.222;12.06184;1464.221;0
1322;5004120.6;323.17;-682.9;261.242;12.06537;1465.289;0
1323;5004120.4;323.19;-683.1;261.262;12.0689;1466.372;0
1324;5004120.3;323.2;-683.2;261.272;12.07067;1467.446;0
1325;5004120.1;323.21;-683.4;261.282;12.0742;1468.52;0
1326;5004120.2;323.22;-683.3;261.292;12.07244;1469.584;0
1327;5004120.1;323.22;-683.4;261.292;12.0742;1470.661;0
1328;5004120.1;323.21;-683.4;261.282;12.0742;1471.739;0
1329;5004120.1;323.2;-683.4;261.272;12.0742;1472.813;0
1330;5004120.2;323.18;-683.3;261.252;12.07244;1473.892;0
1331;5004120.3;323.15;-683.2;261.222;12.07067;1474.957;0
1332;5004120.8;323.13;-682.7;261.202;12.06184;1476.03;0
1333;5004120.9;323.11;-682.6;261.182;12.06007;1477.115;0
1334;5004121.1;323.06;-682.4;261.132;12.05654;1478.187;0
1335;5004121.4;323.02;-682.1;261.092;12.05124;1479.258;0
1336;5004121.7;322.98;-681.8;261.052;12.04594;1480.333;0
1337;5004122.0;322.93;-681.5;261.002;12.04064;1481.408;0
1338;5004122.2;322.88;-681.3;260.952;12.0371;1482.485;0
1339;5004122.4;322.84;-681.1;260.912;12.03357;1483.56;0
1340;5004122.6;322.8;-680.9;260.872;12.03004;1484.624;0
1341;5004122.8;322.76;-680.7;260.832;12.0265;1485.698;0
1342;5004122.9;322.74;-680.6;260.812;12.02473;1486.772;0
1343;5004123.1;322.71;-680.4;260.782;12.0212;1487.852;0
1344;5004123.2;322.68;-680.3;260.752;12.01943;1488.925;0
1345;5004123.5;322.65;-680.0;260.722;12.01413;1490.004;0
1346;5004123.6;322.63;-679.9;260.702;12.01237;1491.079;0
1347;5004123.6;322.62;-679.9;260.692;12.01237;1492.152;0
1348;5004123.7;322.6;-679.8;260.672;12.0106;1493.223;0
1349;5004123.6;322.59;-679.9;260.662;12.01237;1494.301;0
1350;5004123.5;322.59;-680.0;260.662;12.01413;1495.365;0
1351;5004123.5;322.59;-680.0;260.662;12.01413;1496.44;0
1352;5004123.6;322.59;-679.9;260.662;12.01237;1497.527;0
1353;5004123.6;322.59;-679.9;260.662;12.01237;1498.601;0
1354;5004123.4;322.61;-680.1;260.682;12.0159;1499.676;0
