;Frequency;Resistance;Delta F;Delta R;Delta Mass;Time (s);Tag
1355;5004123.2;322.63;-680.3;260.702;12.01943;1500.745;0
1356;5004123.1;322.63;-680.4;260.702;12.0212;1501.825;0
1357;5004123.1;322.64;-680.4;260.712;12.0212;1502.898;0
1358;5004123.0;322.64;-680.5;260.712;12.02297;1503.962;0
1359;5004122.9;322.65;-680.6;260.722;12.02473;1505.039;0
1360;5004122.8;322.66;-680.7;260.732;12.0265;1506.115;0
1361;5004122.8;322.69;-680.7;260.762;12.0265;1507.191;0
1362;5004122.8;322.7;-680.7;260.772;12.0265;1508.267;0
1363;5004122.6;322.71;-680.9;260.782;12.03004;1509.339;0
1364;5004122.6;322.73;-680.9;260.802;12.03004;1510.406;0
1365;5004122.6;322.75;-680.9;260.822;12.03004;1511.492;0
1366;5004122.6;322.76;-680.9;260.832;12.03004;1512.564;0
1367;5004122.6;322.77;-680.9;260.842;12.03004;1513.626;0
1368;5004122.7;322.77;-680.8;260.842;12.02827;1514.705;0
1369;5004122.6;322.77;-680.9;260.842;12.03004;1515.784;0
1370;5004122.6;322.75;-680.9;260.822;12.03004;1516.859;0
1371;5004122.6;322.75;-680.9;260.822;12.03004;1517.934;0
1372;5004122.7;322.77;-680.8;260.842;12.02827;1519.002;0
1373;5004122.8;322.79;-680.7;260.862;12.0265;1520.078;0
1374;5004122.8;322.78;-680.7;260.852;12.0265;1521.152;0
1375;5004122.8;322.75;-680.7;260.822;12.0265;1522.226;0
1376;5004122.8;322.73;-680.7;260.802;12.0265;1523.301;0
1377;5004122.8;322.72;-680.7;260.792;12.0265;1524.378;0
1378;5004122.8;322.72;-680.7;260.792;12.0265;1525.45;0
1379;5004122.6;322.74;-680.9;260.812;12.03004;1526.524;0
1380;5004122.6;322.74;-680.9;260.812;12.03004;1527.6;0
1381;5004122.5;322.74;-681.0;260.812;12.0318;1528.664;0
1382;5004122.4;322.76;-681.1;260.832;12.03357;1529.743;0
1383;5004122.4;322.75;-681.1;260.822;12.03357;1530.814;0
1384;5004122.4;322.75;-681.1;260.822;12.03357;1531.895;0
1385;5004122.3;322.73;-681.2;260.802;12.03534;1532.969;0
1386;5004122.4;322.73;-681.1;260.802;12.03357;1534.043;0
1387;5004122.4;322.73;-681.1;260.802;12.03357;1535.117;0
1388;5004122.4;322.73;-681.1;260.802;12.03357;1536.192;0
1389;5004122.4;322.72;-681.1;260.792;12.03357;1537.259;0
1390;5004122.4;322.71;-681.1;260.782;12.03357;1538.335;0
1391;5004122.4;322.68;-681.1;260.752;12.03357;1539.412;0
1392;5004122.5;322.67;-681.0;260.742;12.0318;1540.487;0
1393;5004122.5;322.66;-681.0;260.732;12.0318;1541.561;0
1394;5004122.6;322.66;-680.9;260.732;12.03004;1542.636;0
1395;5004122.6;322.65;-680.9;260.722;12.03004;1543.707;0
1396;5004122.8;322.63;-680.7;260.702;12.0265;1544.785;0
1397;5004122.8;322.61;-680.7;260.682;12.0265;1545.858;0
1398;5004122.8;322.6;-680.7;260.672;12.0265;1546.938;0
1399;5004122.9;322.57;-680.6;260.642;12.02473;1548.012;0
1400;5004123.1;322.55;-680.4;260.622;12.0212;1549.085;0
1401;5004123.1;322.53;-680.4;260.602;12.0212;1550.16;0
1402;5004123.2;322.51;-680.3;260.582;12.01943;1551.233;0
1403;5004123.3;322.5;-680.2;260.572;12.01767;1552.307;0
1404;5004123.3;322.48;-680.2;260.552;12.01767;1553.389;0
1405;5004123.4;322.46;-680.1;260.532;12.0159;1554.473;0
1406;5004123.6;322.46;-679.9;260.532;12.01237;1555.54;0
1407;5004123.6;322.43;-679.9;260.502;12.01237;1556.615;0
1408;5004123.8;322.41;-679.7;260.482;12.00883;1557.688;0
1409;5004123.9;322.4;-679.6;260.472;12.00707;1558.764;0
1410;5004123.9;322.39;-679.6;260.462;12.00707;1559.84;0
1411;5004123.9;322.38;-679.6;260.452;12.00707;1560.921;0
1412;5004124.0;322.37;-679.5;260.442;12.0053;1561.997;0
1413;5004124.1;322.36;-679.4;260.432;12.00353;1563.072;0
1414;5004124.2;322.34;-679.3;260.412;12.00177;1564.148;0
1415;5004124.3;322.32;-679.2;260.392;12.0;1565.219;0
1416;5004124.4;322.3;-679.1;260.372;11.99823;1566.288;0
1417;5004124.4;322.28;-679.1;260.352;11.99823;1567.362;0
1418;5004124.6;322.26;-678.9;260.332;11.9947;1568.437;0
1419;5004124.6;322.25;-678.9;260.322;11.9947;1569.516;0
1420;5004124.6;322.24;-678.9;260.312;11.9947;1570.59;0
1421;5004124.8;322.24;-678.7;260.312;11.99117;1571.665;0
1422;5004124.7;322.22;-678.8;260.292;11.99293;1572.742;0
1423;5004124.7;322.22;-678.8;260.292;11.99293;1573.827;0
1424;5004124.9;322.21;-678.6;260.282;11.9894;1574.891;0
1425;5004124.9;322.2;-678.6;260.272;11.9894;1575.965;0
1426;5004124.9;322.18;-678.6;260.252;11.9894;1577.047;0
1427;5004125.0;322.17;-678.5;260.242;11.98763;1578.111;0
1428;5004125.1;322.16;-678.4;260.232;11.98587;1579.187;0
1429;5004125.1;322.14;-678.4;260.212;11.98587;1580.26;0
1430;5004125.1;322.13;-678.4;260.202;11.98587;1581.337;0
1431;5004125.2;322.13;-678.3;260.202;11.9841;1582.415;0
1432;5004125.3;322.12;-678.2;260.192;11.98233;1583.489;0
1433;5004125.2;322.12;-678.3;260.192;11.9841;1584.557;0
1434;5004125.3;322.11;-678.2;260.182;11.98233;1585.64;0
1435;5004125.4;322.09;-678.1;260.162;11.98057;1586.704;0
1436;5004125.5;322.08;-678.0;260.152;11.9788;1587.778;0
1437;5004125.6;322.06;-677.9;260.132;11.97703;1588.852;0
1438;5004125.7;322.04;-677.8;260.112;11.97527;1589.935;0
1439;5004125.8;322.02;-677.7;260.092;11.9735;1591.015;0
1440;5004125.8;322.01;-677.7;260.082;11.9735;1592.074;0
1441;5004126.0;321.98;-677.5;260.052;11.96996;1593.16;0
1442;5004126.1;321.98;-677.4;260.052;11.9682;1594.225;0
1443;5004126.3;321.95;-677.2;260.022;11.96466;1595.303;0
1444;5004126.3;321.93;-677.2;260.002;11.96466;1596.381;0
1445;5004126.4;321.91;-677.1;259.982;11.9629;1597.451;0
1446;5004126.6;321.88;-676.9;259.952;11.95936;1598.526;0
1447;5004126.8;321.86;-676.7;259.932;11.95583;1599.61;0
1448;5004127.0;321.86;-676.5;259.932;11.9523;1600.675;0
1449;5004127.1;321.82;-676.4;259.892;11.95053;1601.753;0
1450;5004127.1;321.77;-676.4;259.842;11.95053;1602.827;0
1451;5004127.3;321.74;-676.2;259.812;11.947;1603.894;0
1452;5004127.4;321.73;-676.1;259.802;11.94523;1604.972;0
1453;5004127.5;321.71;-676.0;259.782;11.94346;1606.044;0
1454;5004128.0;321.71;-675.5;259.782;11.93463;1607.119;0
1455;5004128.1;321.7;-675.4;259.772;11.93286;1608.195;0
1456;5004128.1;321.67;-675.4;259.742;11.93286;1609.272;0
1457;5004128.3;321.68;-675.2;259.752;11.92933;1610.343;0
1458;5004128.3;321.61;-675.2;259.682;11.92933;1611.409;0
1459;5004128.5;321.61;-675.0;259.682;11.9258;1612.492;0
1460;5004128.6;321.58;-674.9;259.652;11.92403;1613.564;0
1461;5004128.7;321.57;-674.8;259.642;11.92226;1614.637;0
1462;5004128.6;321.57;-674.9;259.642;11.92403;1615.702;0
1463;5004128.8;321.56;-674.7;259.632;11.92049;1616.777;0
1464;5004128.8;321.54;-674.7;259.612;11.92049;1617.849;0
1465;5004128.9;321.52;-674.6;259.592;11.91873;1618.923;0
1466;5004128.9;321.53;-674.6;259.602;11.91873;1620.007;0
1467;5004128.9;321.52;-674.6;259.592;11.91873;1621.074;0
1468;5004128.9;321.52;-674.6;259.592;11.91873;1622.15;0
1469;5004128.9;321.53;-674.6;259.602;11.91873;1623.225;0
1470;5004128.9;321.52;-674.6;259.592;11.91873;1624.295;0
1471;5004128.9;321.52;-674.6;259.592;11.91873;1625.368;0
1472;5004128.9;321.52;-674.6;259.592;11.91873;1626.445;0
1473;5004128.9;321.52;-674.6;259.592;11.91873;1627.534;0
1474;5004128.8;321.51;-674.7;259.582;11.92049;1628.597;0
1475;5004128.9;321.5;-674.6;259.572;11.91873;1629.671;0
1476;5004128.9;321.5;-674.6;259.572;11.91873;1630.759;0
1477;5004128.9;321.5;-674.6;259.572;11.91873;1631.825;0
1478;5004128.8;321.51;-674.7;259.582;11.92049;1632.902;0
1479;5004128.9;321.5;-674.6;259.572;11.91873;1633.974;0
1480;5004128.9;321.49;-674.6;259.562;11.91873;1635.053;0
1481;5004128.9;321.49;-674.6;259.562;11.91873;1636.129;0
1482;5004129.0;321.48;-674.5;259.552;11.91696;1637.199;0
1483;5004129.1;321.46;-674.4;259.532;11.91519;1638.268;0
1484;5004129.1;321.44;-674.4;259.512;11.91519;1639.352;0
1485;5004129.3;321.44;-674.2;259.512;11.91166;1640.428;0
1486;5004129.3;321.42;-674.2;259.492;11.91166;1641.503;0
1487;5004129.4;321.41;-674.1;259.482;11.90989;1642.566;0
1488;5004129.5;321.4;-674.0;259.472;11.90813;1643.641;0
1489;5004129.5;321.4;-674.0;259.472;11.90813;1644.717;0
1490;5004129.6;321.39;-673.9;259.462;11.90636;1645.791;0
1491;5004129.5;321.38;-674.0;259.452;11.90813;1646.868;0
1492;5004129.5;321.38;-674.0;259.452;11.90813;1647.955;0
1493;5004129.5;321.37;-674.0;259.442;11.90813;1649.023;0
1494;5004129.6;321.37;-673.9;259.442;11.90636;1650.097;0
1495;5004129.6;321.38;-673.9;259.452;11.90636;1651.171;0
1496;5004129.5;321.39;-674.0;259.462;11.90813;1652.25;0
1497;5004129.4;321.39;-674.1;259.462;11.90989;1653.324;0
1498;5004129.5;321.39;-674.0;259.462;11.90813;1654.401;0
1499;5004129.4;321.4;-674.1;259.472;11.90989;1655.473;0
1500;5004129.4;321.39;-674.1;259.462;11.90989;1656.545;0
1501;5004129.4;321.4;-674.1;259.472;11.90989;1657.621;0
1502;5004129.3;321.41;-674.2;259.482;11.91166;1658.682;0
1503;5004129.3;321.42;-674.2;259.492;11.91166;1659.76;0
1504;5004129.2;321.43;-674.3;259.502;11.91343;1660.833;0
1505;5004129.3;321.44;-674.2;259.512;11.91166;1661.909;0
1506;5004129.2;321.44;-674.3;259.512;11.91343;1662.983;0
1507;5004129.2;321.45;-674.3;259.522;11.91343;1664.059;0
1508;5004129.2;321.45;-674.3;259.522;11.91343;1665.14;0
1509;5004129.3;321.44;-674.2;259.512;11.91166;1666.204;0
1510;5004129.2;321.44;-674.3;259.512;11.91343;1667.277;0
1511;5004129.3;321.44;-674.2;259.512;11.91166;1668.355;0
1512;5004129.3;321.47;-674.2;259.542;11.91166;1669.437;0
1513;5004129.3;321.44;-674.2;259.512;11.91166;1670.512;0
1514;5004129.4;321.42;-674.1;259.492;11.90989;1671.581;0
1515;5004129.3;321.43;-674.2;259.502;11.91166;1672.666;0
1516;5004129.3;321.47;-674.2;259.542;11.91166;1673.733;0
1517;5004129.3;321.46;-674.2;259.532;11.91166;1674.813;0
1518;5004129.3;321.47;-674.2;259.542;11.91166;1675.891;0
1519;5004129.4;321.48;-674.1;259.552;11.90989;1676.966;0
1520;5004129.5;321.47;-674.0;259.542;11.90813;1678.035;0
1521;5004129.6;321.44;-673.9;259.512;11.90636;1679.114;0
1522;5004129.6;321.41;-673.9;259.482;11.90636;1680.177;0
1523;5004129.8;321.42;-673.7;259.492;11.90283;1681.252;0
1524;5004129.9;321.42;-673.6;259.492;11.90106;1682.33;0
1525;5004130.0;321.41;-673.5;259.482;11.89929;1683.404;0
1526;5004130.1;321.41;-673.4;259.482;11.89753;1684.492;0
1527;5004130.2;321.41;-673.3;259.482;11.89576;1685.567;0
1528;5004130.3;321.39;-673.2;259.462;11.89399;1686.639;0
1529;5004130.6;321.4;-672.9;259.472;11.88869;1687.705;0
1530;5004130.6;321.39;-672.9;259.462;11.88869;1688.78;0
1531;5004130.8;321.38;-672.7;259.452;11.88516;1689.852;0
1532;5004130.8;321.36;-672.7;259.432;11.88516;1690.928;0
1533;5004130.9;321.35;-672.6;259.422;11.88339;1692.001;0
1534;5004131.0;321.33;-672.5;259.402;11.88163;1693.087;0
1535;5004131.1;321.33;-672.4;259.402;11.87986;1694.162;0
1536;5004131.3;321.32;-672.2;259.392;11.87633;1695.238;0
1537;5004131.4;321.31;-672.1;259.382;11.87456;1696.307;0
1538;5004131.6;321.29;-671.9;259.362;11.87102;1697.402;0
1539;5004131.8;321.27;-671.7;259.342;11.86749;1698.454;0
1540;5004131.8;321.27;-671.7;259.342;11.86749;1699.529;0
1541;5004132.0;321.25;-671.5;259.322;11.86396;1700.604;0
1542;5004132.1;321.25;-671.4;259.322;11.86219;1701.67;0
1543;5004132.3;321.23;-671.2;259.302;11.85866;1702.749;0
1544;5004132.3;321.23;-671.2;259.302;11.85866;1703.823;0
1545;5004132.4;321.21;-671.1;259.282;11.85689;1704.896;0
1546;5004132.4;321.21;-671.1;259.282;11.85689;1705.977;0
1547;5004132.6;321.2;-670.9;259.272;11.85336;1707.044;0
1548;5004132.7;321.21;-670.8;259.282;11.85159;1708.119;0
1549;5004132.7;321.2;-670.8;259.272;11.85159;1709.197;0
1550;5004132.8;321.2;-670.7;259.272;11.84982;1710.272;0
1551;5004132.8;321.21;-670.7;259.282;11.84982;1711.343;0
1552;5004132.8;321.21;-670.7;259.282;11.84982;1712.417;0
1553;5004132.8;321.21;-670.7;259.282;11.84982;1713.491;0
1554;5004132.8;321.2;-670.7;259.272;11.84982;1714.569;0
1555;5004132.9;321.2;-670.6;259.272;11.84806;1715.631;0
1556;5004132.9;321.18;-670.6;259.252;11.84806;1716.72;0
1557;5004132.9;321.19;-670.6;259.262;11.84806;1717.795;0
1558;5004132.9;321.19;-670.6;259.262;11.84806;1718.868;0
1559;5004132.9;321.19;-670.6;259.262;11.84806;1719.945;0
1560;5004132.9;321.18;-670.6;259.252;11.84806;1721.015;0
1561;5004133.0;321.19;-670.5;259.262;11.84629;1722.099;0
1562;5004133.0;321.2;-670.5;259.272;11.84629;1723.173;0
1563;5004133.0;321.18;-670.5;259.252;11.84629;1724.249;0
1564;5004133.1;321.18;-670.4;259.252;11.84452;1725.322;0
1565;5004133.1;321.17;-670.4;259.242;11.84452;1726.407;0
1566;5004133.2;321.17;-670.3;259.242;11.84276;1727.471;0
1567;5004133.3;321.16;-670.2;259.232;11.84099;1728.561;0
1568;5004133.4;321.15;-670.1;259.222;11.83922;1729.633;0
1569;5004133.4;321.15;-670.1;259.222;11.83922;1730.704;0
1570;5004133.6;321.14;-669.9;259.212;11.83569;1731.776;0
1571;5004133.7;321.12;-669.8;259.192;11.83392;1732.852;0
1572;5004133.8;321.11;-669.7;259.182;11.83216;1733.928;0
1573;5004133.9;321.11;-669.6;259.182;11.83039;1735.004;0
1574;5004134.0;321.1;-669.5;259.172;11.82862;1736.079;0
1575;5004134.1;321.1;-669.4;259.172;11.82686;1737.156;0
1576;5004134.2;321.09;-669.3;259.162;11.82509;1738.233;0
1577;5004134.3;321.08;-669.2;259.152;11.82332;1739.295;0
1578;5004134.4;321.09;-669.1;259.162;11.82155;1740.383;0
1579;5004134.4;321.08;-669.1;259.152;11.82155;1741.458;0
1580;5004134.5;321.06;-669.0;259.132;11.81979;1742.53;0
1581;5004134.6;321.06;-668.9;259.132;11.81802;1743.596;0
1582;5004134.8;321.05;-668.7;259.122;11.81449;1744.676;0
1583;5004134.8;321.05;-668.7;259.122;11.81449;1745.758;0
1584;5004134.8;321.05;-668.7;259.122;11.81449;1746.832;0
1585;5004134.8;321.05;-668.7;259.122;11.81449;1747.9;0
1586;5004134.8;321.05;-668.7;259.122;11.81449;1748.971;0
1587;5004134.8;321.05;-668.7;259.122;11.81449;1750.05;0
1588;5004134.9;321.08;-668.6;259.152;11.81272;1751.115;0
1589;5004134.9;321.05;-668.6;259.122;11.81272;1752.193;0
1590;5004134.9;321.05;-668.6;259.122;11.81272;1753.269;0
1591;5004135.0;321.05;-668.5;259.122;11.81095;1754.342;0
1592;5004135.0;321.04;-668.5;259.112;11.81095;1755.411;0
1593;5004135.0;321.03;-668.5;259.102;11.81095;1756.486;0
1594;5004135.0;321.04;-668.5;259.112;11.81095;1757.571;0
1595;5004135.0;321.04;-668.5;259.112;11.81095;1758.635;0
1596;5004135.0;321.03;-668.5;259.102;11.81095;1759.709;0
1597;5004135.2;321.04;-668.3;259.112;11.80742;1760.787;0
1598;5004135.1;321.03;-668.4;259.102;11.80919;1761.867;0
1599;5004135.1;321.03;-668.4;259.102;11.80919;1762.944;0
1600;5004135.2;321.03;-668.3;259.102;11.80742;1764.009;0
1601;5004135.3;321.03;-668.2;259.102;11.80565;1765.091;0
1602;5004135.3;321.04;-668.2;259.112;11.80565;1766.166;0
1603;5004135.4;321.02;-668.1;259.092;11.80389;1767.232;0
1604;5004135.6;321.02;-667.9;259.092;11.80035;1768.31;0
1605;5004135.5;321.02;-668.0;259.092;11.80212;1769.391;0
1606;5004135.5;321.03;-668.0;259.102;11.80212;1770.463;0
1607;5004135.6;321.02;-667.9;259.092;11.80035;1771.54;0
1608;5004135.6;321.01;-667.9;259.082;11.80035;1772.608;0
1609;5004135.8;321.0;-667.7;259.072;11.79682;1773.684;0
1610;5004135.8;321.0;-667.7;259.072;11.79682;1774.762;0
1611;5004135.9;321.0;-667.6;259.072;11.79505;1775.833;0
1612;5004135.9;320.99;-667.6;259.062;11.79505;1776.913;0
1613;5004136.0;320.99;-667.5;259.062;11.79329;1777.987;0
1614;5004136.0;320.98;-667.5;259.052;11.79329;1779.066;0
1615;5004136.1;320.97;-667.4;259.042;11.79152;1780.141;0
1616;5004136.1;320.96;-667.4;259.032;11.79152;1781.214;0
1617;5004136.2;320.97;-667.3;259.042;11.78975;1782.289;0
1618;5004136.3;320.96;-667.2;259.032;11.78799;1783.36;0
1619;5004136.4;320.95;-667.1;259.022;11.78622;1784.431;0
1620;5004136.5;320.94;-667.0;259.012;11.78445;1785.514;0
1621;5004136.6;320.93;-666.9;259.002;11.78269;1786.587;0
1622;5004136.7;320.93;-666.8;259.002;11.78092;1787.665;0
1623;5004136.7;320.94;-666.8;259.012;11.78092;1788.739;0
1624;5004136.7;320.93;-666.8;259.002;11.78092;1789.812;0
1625;5004136.8;320.93;-666.7;259.002;11.77915;1790.889;0
1626;5004136.8;320.92;-666.7;258.992;11.77915;1791.962;0
1627;5004136.8;320.92;-666.7;258.992;11.77915;1793.026;0
1628;5004136.8;320.92;-666.7;258.992;11.77915;1794.111;0
1629;5004136.9;320.92;-666.6;258.992;11.77739;1795.182;0
1630;5004136.9;320.91;-666.6;258.982;11.77739;1796.259;0
1631;5004137.1;320.91;-666.4;258.982;11.77385;1797.324;0
1632;5004137.3;320.9;-666.2;258.972;11.77032;1798.409;0
1633;5004137.3;320.91;-666.2;258.982;11.77032;1799.474;0
1634;5004137.3;320.9;-666.2;258.972;11.77032;1800.545;0
1635;5004137.4;320.89;-666.1;258.962;11.76855;1801.628;0
1636;5004137.5;320.89;-666.0;258.962;11.76678;1802.703;0
1637;5004137.6;320.88;-665.9;258.952;11.76502;1803.775;0
1638;5004137.7;320.88;-665.8;258.952;11.76325;1804.841;0
1639;5004137.8;320.87;-665.7;258.942;11.76148;1805.919;0
1640;5004137.9;320.86;-665.6;258.932;11.75972;1807.001;0
1641;5004138.0;320.87;-665.5;258.942;11.75795;1808.064;0
1642;5004138.1;320.87;-665.4;258.942;11.75618;1809.15;0
1643;5004138.1;320.87;-665.4;258.942;11.75618;1810.223;0
1644;5004138.3;320.87;-665.2;258.942;11.75265;1811.296;0
1645;5004138.5;320.86;-665.0;258.932;11.74912;1812.371;0
1646;5004138.6;320.86;-664.9;258.932;11.74735;1813.446;0
1647;5004138.8;320.85;-664.7;258.922;11.74382;1814.522;0
1648;5004138.8;320.85;-664.7;258.922;11.74382;1815.591;0
1649;5004138.8;320.85;-664.7;258.922;11.74382;1816.665;0
1650;5004138.8;320.85;-664.7;258.922;11.74382;1817.735;0
1651;5004138.9;320.85;-664.6;258.922;11.74205;1818.806;0
1652;5004139.0;320.84;-664.5;258.912;11.74028;1819.883;0
1653;5004139.1;320.84;-664.4;258.912;11.73852;1820.966;0
1654;5004139.1;320.84;-664.4;258.912;11.73852;1822.04;0
1655;5004139.2;320.83;-664.3;258.902;11.73675;1823.104;0
1656;5004139.3;320.84;-664.2;258.912;11.73498;1824.175;0
1657;5004139.3;320.85;-664.2;258.922;11.73498;1825.248;0
1658;5004139.3;320.84;-664.2;258.912;11.73498;1826.333;0
1659;5004139.3;320.83;-664.2;258.902;11.73498;1827.411;0
1660;5004139.3;320.83;-664.2;258.902;11.73498;1828.487;0
1661;5004139.4;320.83;-664.1;258.902;11.73322;1829.559;0
1662;5004139.4;320.83;-664.1;258.902;11.73322;1830.624;0
1663;5004139.4;320.82;-664.1;258.892;11.73322;1831.705;0
1664;5004139.5;320.83;-664.0;258.902;11.73145;1832.781;0
1665;5004139.6;320.83;-663.9;258.902;11.72968;1833.856;0
1666;5004139.5;320.83;-664.0;258.902;11.73145;1834.927;0
1667;5004139.6;320.83;-663.9;258.902;11.72968;1835.999;0
1668;5004139.6;320.83;-663.9;258.902;11.72968;1837.071;0
1669;5004139.7;320.83;-663.8;258.902;11.72792;1838.141;0
1670;5004139.6;320.83;-663.9;258.902;11.72968;1839.222;0
1671;5004139.6;320.83;-663.9;258.902;11.72968;1840.301;0
1672;5004139.8;320.83;-663.7;258.902;11.72615;1841.365;0
1673;5004139.8;320.83;-663.7;258.902;11.72615;1842.442;0
1674;5004139.8;320.82;-663.7;258.892;11.72615;1843.518;0
1675;5004139.8;320.82;-663.7;258.892;11.72615;1844.593;0
1676;5004139.9;320.82;-663.6;258.892;11.72438;1845.668;0
1677;5004139.9;320.82;-663.6;258.892;11.72438;1846.745;0
1678;5004140.0;320.81;-663.5;258.882;11.72261;1847.819;0
1679;5004140.1;320.81;-663.4;258.882;11.72085;1848.898;0
1680;5004140.1;320.81;-663.4;258.882;11.72085;1849.972;0
1681;5004140.1;320.8;-663.4;258.872;11.72085;1851.036;0
1682;5004140.3;320.8;-663.2;258.872;11.71731;1852.111;0
1683;5004140.3;320.79;-663.2;258.862;11.71731;1853.187;0
1684;5004140.4;320.79;-663.1;258.862;11.71555;1854.265;0
1685;5004140.4;320.79;-663.1;258.862;11.71555;1855.337;0
1686;5004140.6;320.78;-662.9;258.852;11.71201;1856.417;0
1687;5004140.7;320.78;-662.8;258.852;11.71025;1857.489;0
1688;5004140.8;320.77;-662.7;258.842;11.70848;1858.565;0
1689;5004140.9;320.77;-662.6;258.842;11.70671;1859.64;0
1690;5004140.9;320.77;-662.6;258.842;11.70671;1860.71;0
1691;5004141.0;320.76;-662.5;258.832;11.70495;1861.787;0
1692;5004141.1;320.75;-662.4;258.822;11.70318;1862.86;0
1693;5004141.3;320.75;-662.2;258.822;11.69965;1863.935;0
1694;5004141.3;320.74;-662.2;258.812;11.69965;1865.003;0
1695;5004141.6;320.73;-661.9;258.802;11.69435;1866.078;0
1696;5004141.6;320.73;-661.9;258.802;11.69435;1867.154;0
1697;5004141.8;320.73;-661.7;258.802;11.69081;1868.231;0
1698;5004141.7;320.72;-661.8;258.792;11.69258;1869.304;0
1699;5004141.9;320.73;-661.6;258.802;11.68905;1870.377;0
1700;5004142.0;320.72;-661.5;258.792;11.68728;1871.452;0
1701;5004142.0;320.72;-661.5;258.792;11.68728;1872.525;0
1702;5004142.1;320.73;-661.4;258.802;11.68551;1873.604;0
1703;5004142.1;320.72;-661.4;258.792;11.68551;1874.677;0
1704;5004142.1;320.72;-661.4;258.792;11.68551;1875.749;0
1705;5004142.1;320.72;-661.4;258.792;11.68551;1876.811;0
1706;5004142.2;320.73;-661.3;258.802;11.68375;1877.885;0
1707;5004142.1;320.73;-661.4;258.802;11.68551;1878.96;0
1708;5004142.2;320.72;-661.3;258.792;11.68375;1880.042;0
1709;5004142.1;320.72;-661.4;258.792;11.68551;1881.105;0
1710;5004142.1;320.72;-661.4;258.792;11.68551;1882.182;0
1711;5004142.1;320.71;-661.4;258.782;11.68551;1883.264;0
1712;5004142.1;320.7;-661.4;258.772;11.68551;1884.337;0
1713;5004142.1;320.71;-661.4;258.782;11.68551;1885.404;0
1714;5004142.1;320.7;-661.4;258.772;11.68551;1886.488;0
1715;5004142.1;320.7;-661.4;258.772;11.68551;1887.566;0
1716;5004142.1;320.7;-661.4;258.772;11.68551;1888.635;0
1717;5004142.1;320.7;-661.4;258.772;11.68551;1889.722;0
1718;5004142.0;320.69;-661.5;258.762;11.68728;1890.797;0
1719;5004142.0;320.69;-661.5;258.762;11.68728;1891.868;0
1720;5004141.9;320.69;-661.6;258.762;11.68905;1892.935;0
1721;5004142.0;320.7;-661.5;258.772;11.68728;1894.018;0
1722;5004141.9;320.71;-661.6;258.782;11.68905;1895.092;0
1723;5004142.0;320.71;-661.5;258.782;11.68728;1896.169;0
1724;5004141.9;320.72;-661.6;258.792;11.68905;1897.242;0
1725;5004142.0;320.71;-661.5;258.782;11.68728;1898.304;0
1726;5004142.0;320.7;-661.5;258.772;11.68728;1899.391;0
1727;5004141.9;320.71;-661.6;258.782;11.68905;1900.465;0
1728;5004142.0;320.71;-661.5;258.782;11.68728;1901.528;0
1729;5004141.9;320.7;-661.6;258.772;11.68905;1902.608;0
1730;5004141.9;320.71;-661.6;258.782;11.68905;1903.681;0
1731;5004141.9;320.7;-661.6;258.772;11.68905;1904.76;0
1732;5004141.9;320.7;-661.6;258.772;11.68905;1905.834;0
1733;5004141.9;320.7;-661.6;258.772;11.68905;1906.901;0
1734;5004141.9;320.7;-661.6;258.772;11.68905;1907.98;0
1735;5004141.9;320.69;-661.6;258.762;11.68905;1909.053;0
1736;5004142.0;320.69;-661.5;258.762;11.68728;1910.131;0
1737;5004142.0;320.7;-661.5;258.772;11.68728;1911.208;0
1738;5004141.9;320.7;-661.6;258.772;11.68905;1912.283;0
1739;5004142.0;320.7;-661.5;258.772;11.68728;1913.346;0
1740;5004142.1;320.7;-661.4;258.772;11.68551;1914.428;0
1741;5004142.1;320.69;-661.4;258.762;11.68551;1915.503;0
1742;5004142.1;320.71;-661.4;258.782;11.68551;1916.579;0
1743;5004142.2;320.71;-661.3;258.782;11.68375;1917.655;0
1744;5004142.2;320.71;-661.3;258.782;11.68375;1918.73;0
1745;5004142.3;320.7;-661.2;258.772;11.68198;1919.805;0
1746;5004142.4;320.7;-661.1;258.772;11.68021;1920.881;0
1747;5004142.4;320.71;-661.1;258.782;11.68021;1921.947;0
1748;5004142.5;320.71;-661.0;258.782;11.67845;1923.029;0
1749;5004142.5;320.7;-661.0;258.772;11.67845;1924.095;0
1750;5004142.6;320.7;-660.9;258.772;11.67668;1925.173;0
1751;5004142.6;320.73;-660.9;258.802;11.67668;1926.248;0
1752;5004142.7;320.71;-660.8;258.782;11.67491;1927.311;0
1753;5004142.8;320.71;-660.7;258.782;11.67314;1928.391;0
1754;5004142.9;320.7;-660.6;258.772;11.67138;1929.466;0
1755;5004142.9;320.69;-660.6;258.762;11.67138;1930.551;0
1756;5004143.0;320.7;-660.5;258.772;11.66961;1931.623;0
1757;5004143.0;320.7;-660.5;258.772;11.66961;1932.69;0
1758;5004143.1;320.7;-660.4;258.772;11.66784;1933.764;0
1759;5004143.1;320.69;-660.4;258.762;11.66784;1934.838;0
1760;5004143.1;320.69;-660.4;258.762;11.66784;1935.918;0
1761;5004143.1;320.69;-660.4;258.762;11.66784;1936.981;0
1762;5004143.1;320.69;-660.4;258.762;11.66784;1938.054;0
1763;5004143.1;320.68;-660.4;258.752;11.66784;1939.128;0
1764;5004143.2;320.69;-660.3;258.762;11.66608;1940.208;0
