;Frequency;Resistance;Delta F;Delta R;Delta Mass;Time (s);Tag
557;5004214.6;323.98;-704.3;314.447;12.44346;611.001;0
558;5004214.6;323.97;-704.3;314.437;12.44346;612.076;0
559;5004214.5;323.96;-704.4;314.427;12.44523;613.15;0
560;5004214.4;323.94;-704.5;314.407;12.447;614.231;0
561;5004214.3;323.95;-704.6;314.417;12.44876;615.306;0
562;5004214.4;323.97;-704.5;314.437;12.447;616.38;0
563;5004214.5;323.99;-704.4;314.457;12.44523;617.451;0
564;5004214.6;323.99;-704.3;314.457;12.44346;618.521;0
565;5004214.6;324.0;-704.3;314.467;12.44346;619.594;0
566;5004214.6;323.99;-704.3;314.457;12.44346;620.679;0
567;5004214.8;323.97;-704.1;314.437;12.43993;621.754;0
568;5004214.8;323.95;-704.1;314.417;12.43993;622.823;0
569;5004214.8;323.92;-704.1;314.387;12.43993;623.9;0
570;5004214.8;323.92;-704.1;314.387;12.43993;624.971;0
571;5004214.8;323.95;-704.1;314.417;12.43993;626.045;0
572;5004214.9;323.98;-704.0;314.447;12.43816;627.128;0
573;5004214.9;324.0;-704.0;314.467;12.43816;628.195;0
574;5004215.0;324.02;-703.9;314.487;12.4364;629.269;0
575;5004215.1;324.01;-703.8;314.477;12.43463;630.345;0
576;5004215.1;324.02;-703.8;314.487;12.43463;631.416;0
577;5004215.1;324.01;-703.8;314.477;12.43463;632.49;0
578;5004215.1;324.03;-703.8;314.497;12.43463;633.563;0
579;5004215.3;324.04;-703.6;314.507;12.4311;634.638;0
580;5004215.5;324.05;-703.4;314.517;12.42756;635.719;0
581;5004215.7;324.03;-703.2;314.497;12.42403;636.787;0
582;5004215.8;324.0;-703.1;314.467;12.42226;637.859;0
583;5004215.9;323.97;-703.0;314.437;12.42049;638.934;0
584;5004215.9;323.97;-703.0;314.437;12.42049;640.015;0
585;5004216.0;323.96;-702.9;314.427;12.41873;641.085;0
586;5004216.1;323.96;-702.8;314.427;12.41696;642.169;0
587;5004216.1;323.97;-702.8;314.437;12.41696;643.242;0
588;5004216.2;323.99;-702.7;314.457;12.41519;644.308;0
589;5004216.3;324.0;-702.6;314.467;12.41343;645.388;0
590;5004216.6;324.02;-702.3;314.487;12.40813;646.46;0
591;5004216.6;324.04;-702.3;314.507;12.40813;647.532;0
592;5004216.9;324.05;-702.0;314.517;12.40283;648.607;0
593;5004217.0;324.06;-701.9;314.527;12.40106;649.688;0
594;5004217.0;324.07;-701.9;314.537;12.40106;650.76;0
595;5004217.2;324.16;-701.7;314.627;12.39753;651.829;0
596;5004217.4;324.24;-701.5;314.707;12.39399;652.916;0
597;5004217.5;324.28;-701.4;314.747;12.39223;653.989;0
598;5004217.6;324.28;-701.3;314.747;12.39046;655.063;0
599;5004217.8;324.28;-701.1;314.747;12.38693;656.139;0
600;5004218.0;324.3;-700.9;314.767;12.38339;657.21;0
601;5004218.2;324.35;-700.7;314.817;12.37986;658.285;0
602;5004218.3;324.4;-700.6;314.867;12.37809;659.36;0
603;5004218.3;324.43;-700.6;314.897;12.37809;660.433;0
604;5004218.4;324.51;-700.5;314.977;12.37633;661.512;0
