SRS QCM200 Data File
Data Taken on 03.05.2023 at 10:39:44
Tag Definitions
Zero Rel F        = 1
Zero Rel R        = 2
Zero Rel F and R  = 3
User Tag          = 4
Begining of File  = 5

Notes:


Frequency	Resistance	Delta F	Delta R	Delta Mass	Time (s)	Tag
+05.004918600E+6	+09.534000E+0	-03.000000E-1	+01.000000E-3	+05.300353E-3	+03.530500E+2	0
+05.004918500E+6	+09.534000E+0	-04.000000E-1	+01.000000E-3	+07.067138E-3	+03.541320E+2	0
+05.004918500E+6	+09.534000E+0	-04.000000E-1	+01.000000E-3	+07.067138E-3	+03.552080E+2	0
+05.004918500E+6	+09.535000E+0	-04.000000E-1	+02.000000E-3	+07.067138E-3	+03.562730E+2	0
+05.004918600E+6	+09.534000E+0	-03.000000E-1	+01.000000E-3	+05.300353E-3	+03.573530E+2	0
+05.004918600E+6	+09.535000E+0	-03.000000E-1	+02.000000E-3	+05.300353E-3	+03.584310E+2	0
+05.004918600E+6	+09.535000E+0	-03.000000E-1	+02.000000E-3	+05.300353E-3	+03.595000E+2	0
+05.004918600E+6	+09.535000E+0	-03.000000E-1	+02.000000E-3	+05.300353E-3	+03.605800E+2	0
+05.004918600E+6	+09.535000E+0	-03.000000E-1	+02.000000E-3	+05.300353E-3	+03.616580E+2	0
+05.004918600E+6	+09.536000E+0	-03.000000E-1	+03.000000E-3	+05.300353E-3	+03.627250E+2	0
+05.004918600E+6	+09.536000E+0	-03.000000E-1	+03.000000E-3	+05.300353E-3	+03.638030E+2	0
+05.004918600E+6	+09.536000E+0	-03.000000E-1	+03.000000E-3	+05.300353E-3	+03.648770E+2	0
+05.004918500E+6	+09.535000E+0	-04.000000E-1	+02.000000E-3	+07.067138E-3	+03.659520E+2	0
+05.004918600E+6	+09.536000E+0	-03.000000E-1	+03.000000E-3	+05.300353E-3	+03.670230E+2	0
+05.004918600E+6	+09.535000E+0	-03.000000E-1	+02.000000E-3	+05.300353E-3	+03.680910E+2	0
+05.004918600E+6	+09.535000E+0	-03.000000E-1	+02.000000E-3	+05.300353E-3	+03.691670E+2	0
+05.004918500E+6	+09.534000E+0	-04.000000E-1	+01.000000E-3	+07.067138E-3	+03.702460E+2	0
+05.004918400E+6	+09.535000E+0	-05.000000E-1	+02.000000E-3	+08.833922E-3	+03.713120E+2	0
+05.004918500E+6	+09.535000E+0	-04.000000E-1	+02.000000E-3	+07.067138E-3	+03.723920E+2	0
+05.004918600E+6	+09.535000E+0	-03.000000E-1	+02.000000E-3	+05.300353E-3	+03.734720E+2	0
+05.004918600E+6	+09.535000E+0	-03.000000E-1	+02.000000E-3	+05.300353E-3	+03.745490E+2	0
+05.004918500E+6	+09.536000E+0	-04.000000E-1	+03.000000E-3	+07.067138E-3	+03.756210E+2	0
+05.004918500E+6	+09.536000E+0	-04.000000E-1	+03.000000E-3	+07.067138E-3	+03.767040E+2	0
+05.004918600E+6	+07.226800E+1	-03.000000E-1	+06.273500E+1	+05.300353E-3	+03.777660E+2	0
+05.004183700E+6	+03.412300E+2	-07.352000E+2	+03.316970E+2	+01.298940E+1	+03.788530E+2	0
+05.004187000E+6	+03.309900E+2	-07.319000E+2	+03.214570E+2	+01.293110E+1	+03.799220E+2	0
+05.004214400E+6	+03.345400E+2	-07.045000E+2	+03.250070E+2	+01.244700E+1	+03.809950E+2	0
+05.004208500E+6	+03.438500E+2	-07.104000E+2	+03.343170E+2	+01.255124E+1	+03.820770E+2	0
+05.004217500E+6	+03.349200E+2	-07.014000E+2	+03.253870E+2	+01.239223E+1	+03.831500E+2	0
+05.004215300E+6	+03.339600E+2	-07.036000E+2	+03.244270E+2	+01.243110E+1	+03.842170E+2	0
+05.004215900E+6	+03.299600E+2	-07.030000E+2	+03.204270E+2	+01.242049E+1	+03.852870E+2	0
+05.004208400E+6	+03.247700E+2	-07.105000E+2	+03.152370E+2	+01.255300E+1	+03.863730E+2	0
+05.004205700E+6	+03.248200E+2	-07.132000E+2	+03.152870E+2	+01.260071E+1	+03.874450E+2	0
+05.004205800E+6	+03.248300E+2	-07.131000E+2	+03.152970E+2	+01.259894E+1	+03.885160E+2	0
+05.004206300E+6	+03.246200E+2	-07.126000E+2	+03.150870E+2	+01.259011E+1	+03.895920E+2	0
+05.004206600E+6	+03.249800E+2	-07.123000E+2	+03.154470E+2	+01.258481E+1	+03.906660E+2	0
+05.004205200E+6	+03.250600E+2	-07.137000E+2	+03.155270E+2	+01.260954E+1	+03.917390E+2	0
+05.004203400E+6	+03.249100E+2	-07.155000E+2	+03.153770E+2	+01.264134E+1	+03.928140E+2	0
+05.004203100E+6	+03.250500E+2	-07.158000E+2	+03.155170E+2	+01.264664E+1	+03.938850E+2	0
+05.004202900E+6	+03.252900E+2	-07.160000E+2	+03.157570E+2	+01.265018E+1	+03.949670E+2	0
+05.004204000E+6	+03.251300E+2	-07.149000E+2	+03.155970E+2	+01.263074E+1	+03.960370E+2	0
+05.004204000E+6	+03.251500E+2	-07.149000E+2	+03.156170E+2	+01.263074E+1	+03.971150E+2	0
+05.004204200E+6	+03.251500E+2	-07.147000E+2	+03.156170E+2	+01.262721E+1	+03.981870E+2	0
+05.004205000E+6	+03.247300E+2	-07.139000E+2	+03.151970E+2	+01.261307E+1	+03.992710E+2	0
+05.004205600E+6	+03.244100E+2	-07.133000E+2	+03.148770E+2	+01.260247E+1	+04.003430E+2	0
+05.004206100E+6	+03.243200E+2	-07.128000E+2	+03.147870E+2	+01.259364E+1	+04.014150E+2	0
+05.004207000E+6	+03.240000E+2	-07.119000E+2	+03.144670E+2	+01.257774E+1	+04.024890E+2	0
+05.004206700E+6	+03.243100E+2	-07.122000E+2	+03.147770E+2	+01.258304E+1	+04.035680E+2	0
+05.004204700E+6	+03.249700E+2	-07.142000E+2	+03.154370E+2	+01.261837E+1	+04.046430E+2	0
+05.004205700E+6	+03.249000E+2	-07.132000E+2	+03.153670E+2	+01.260071E+1	+04.057140E+2	0
+05.004206300E+6	+03.248000E+2	-07.126000E+2	+03.152670E+2	+01.259011E+1	+04.067840E+2	0
+05.004206600E+6	+03.247500E+2	-07.123000E+2	+03.152170E+2	+01.258481E+1	+04.078660E+2	0
+05.004206700E+6	+03.247000E+2	-07.122000E+2	+03.151670E+2	+01.258304E+1	+04.089410E+2	0
+05.004206700E+6	+03.246300E+2	-07.122000E+2	+03.150970E+2	+01.258304E+1	+04.100100E+2	0
+05.004206600E+6	+03.245500E+2	-07.123000E+2	+03.150170E+2	+01.258481E+1	+04.110830E+2	0
+05.004206500E+6	+03.245000E+2	-07.124000E+2	+03.149670E+2	+01.258657E+1	+04.121740E+2	0
+05.004206400E+6	+03.245100E+2	-07.125000E+2	+03.149770E+2	+01.258834E+1	+04.132450E+2	0
+05.004206400E+6	+03.245500E+2	-07.125000E+2	+03.150170E+2	+01.258834E+1	+04.143200E+2	0
+05.004206400E+6	+03.245800E+2	-07.125000E+2	+03.150470E+2	+01.258834E+1	+04.153820E+2	0
+05.004206400E+6	+03.245900E+2	-07.125000E+2	+03.150570E+2	+01.258834E+1	+04.164670E+2	0
+05.004206500E+6	+03.246000E+2	-07.124000E+2	+03.150670E+2	+01.258657E+1	+04.175400E+2	0
+05.004206400E+6	+03.246200E+2	-07.125000E+2	+03.150870E+2	+01.258834E+1	+04.186120E+2	0
+05.004206400E+6	+03.246500E+2	-07.125000E+2	+03.151170E+2	+01.258834E+1	+04.196940E+2	0
+05.004206500E+6	+03.246700E+2	-07.124000E+2	+03.151370E+2	+01.258657E+1	+04.207580E+2	0
+05.004206500E+6	+03.247000E+2	-07.124000E+2	+03.151670E+2	+01.258657E+1	+04.218320E+2	0
+05.004207100E+6	+03.246200E+2	-07.118000E+2	+03.150870E+2	+01.257597E+1	+04.229080E+2	0
+05.004207300E+6	+03.242400E+2	-07.116000E+2	+03.147070E+2	+01.257244E+1	+04.239840E+2	0
+05.004207100E+6	+03.241200E+2	-07.118000E+2	+03.145870E+2	+01.257597E+1	+04.250680E+2	0
+05.004207100E+6	+03.239500E+2	-07.118000E+2	+03.144170E+2	+01.257597E+1	+04.261420E+2	0
+05.004207300E+6	+03.237300E+2	-07.116000E+2	+03.141970E+2	+01.257244E+1	+04.272120E+2	0
+05.004206800E+6	+03.238100E+2	-07.121000E+2	+03.142770E+2	+01.258127E+1	+04.282850E+2	0
+05.004206400E+6	+03.239700E+2	-07.125000E+2	+03.144370E+2	+01.258834E+1	+04.293670E+2	0
+05.004206300E+6	+03.241300E+2	-07.126000E+2	+03.145970E+2	+01.259011E+1	+04.304360E+2	0
+05.004206600E+6	+03.241000E+2	-07.123000E+2	+03.145670E+2	+01.258481E+1	+04.315070E+2	0
+05.004206900E+6	+03.240900E+2	-07.120000E+2	+03.145570E+2	+01.257951E+1	+04.325920E+2	0
+05.004206700E+6	+03.241400E+2	-07.122000E+2	+03.146070E+2	+01.258304E+1	+04.336610E+2	0
+05.004206700E+6	+03.241900E+2	-07.122000E+2	+03.146570E+2	+01.258304E+1	+04.347440E+2	0
+05.004206800E+6	+03.241800E+2	-07.121000E+2	+03.146470E+2	+01.258127E+1	+04.358170E+2	0
+05.004207200E+6	+03.240500E+2	-07.117000E+2	+03.145170E+2	+01.257420E+1	+04.368870E+2	0
+05.004207900E+6	+03.236800E+2	-07.110000E+2	+03.141470E+2	+01.256184E+1	+04.379550E+2	0
+05.004207600E+6	+03.236600E+2	-07.113000E+2	+03.141270E+2	+01.256714E+1	+04.390370E+2	0
+05.004207100E+6	+03.238300E+2	-07.118000E+2	+03.142970E+2	+01.257597E+1	+04.401070E+2	0
+05.004206900E+6	+03.240300E+2	-07.120000E+2	+03.144970E+2	+01.257951E+1	+04.411890E+2	0
+05.004206700E+6	+03.241400E+2	-07.122000E+2	+03.146070E+2	+01.258304E+1	+04.422600E+2	0
+05.004206800E+6	+03.242300E+2	-07.121000E+2	+03.146970E+2	+01.258127E+1	+04.433300E+2	0
+05.004206800E+6	+03.242400E+2	-07.121000E+2	+03.147070E+2	+01.258127E+1	+04.444030E+2	0
+05.004206800E+6	+03.242100E+2	-07.121000E+2	+03.146770E+2	+01.258127E+1	+04.454790E+2	0
+05.004206800E+6	+03.242000E+2	-07.121000E+2	+03.146670E+2	+01.258127E+1	+04.465450E+2	0
+05.004206900E+6	+03.242000E+2	-07.120000E+2	+03.146670E+2	+01.257951E+1	+04.476290E+2	0
+05.004206900E+6	+03.242100E+2	-07.120000E+2	+03.146770E+2	+01.257951E+1	+04.487050E+2	0
+05.004206900E+6	+03.242500E+2	-07.120000E+2	+03.147170E+2	+01.257951E+1	+04.497780E+2	0
+05.004206900E+6	+03.243100E+2	-07.120000E+2	+03.147770E+2	+01.257951E+1	+04.508510E+2	0
+05.004206800E+6	+03.244000E+2	-07.121000E+2	+03.148670E+2	+01.258127E+1	+04.519280E+2	0
+05.004206800E+6	+03.244700E+2	-07.121000E+2	+03.149370E+2	+01.258127E+1	+04.530010E+2	0
+05.004206900E+6	+03.245100E+2	-07.120000E+2	+03.149770E+2	+01.257951E+1	+04.540730E+2	0
+05.004206900E+6	+03.245500E+2	-07.120000E+2	+03.150170E+2	+01.257951E+1	+04.551480E+2	0
+05.004206800E+6	+03.246100E+2	-07.121000E+2	+03.150770E+2	+01.258127E+1	+04.562260E+2	0
+05.004206900E+6	+03.246500E+2	-07.120000E+2	+03.151170E+2	+01.257951E+1	+04.572940E+2	0
+05.004206900E+6	+03.246300E+2	-07.120000E+2	+03.150970E+2	+01.257951E+1	+04.583660E+2	0
+05.004206900E+6	+03.246000E+2	-07.120000E+2	+03.150670E+2	+01.257951E+1	+04.594490E+2	0
+05.004206900E+6	+03.245900E+2	-07.120000E+2	+03.150570E+2	+01.257951E+1	+04.605250E+2	0
+05.004206900E+6	+03.245700E+2	-07.120000E+2	+03.150370E+2	+01.257951E+1	+04.616000E+2	0
+05.004206900E+6	+03.245600E+2	-07.120000E+2	+03.150270E+2	+01.257951E+1	+04.626690E+2	0
+05.004206900E+6	+03.245400E+2	-07.120000E+2	+03.150070E+2	+01.257951E+1	+04.637430E+2	0
+05.004206900E+6	+03.245100E+2	-07.120000E+2	+03.149770E+2	+01.257951E+1	+04.648260E+2	0
+05.004207000E+6	+03.244800E+2	-07.119000E+2	+03.149470E+2	+01.257774E+1	+04.659090E+2	0
+05.004207000E+6	+03.244600E+2	-07.119000E+2	+03.149270E+2	+01.257774E+1	+04.669810E+2	0
+05.004207000E+6	+03.244600E+2	-07.119000E+2	+03.149270E+2	+01.257774E+1	+04.680510E+2	0
+05.004207000E+6	+03.244300E+2	-07.119000E+2	+03.148970E+2	+01.257774E+1	+04.691280E+2	0
+05.004207000E+6	+03.244000E+2	-07.119000E+2	+03.148670E+2	+01.257774E+1	+04.702000E+2	0
+05.004207000E+6	+03.243800E+2	-07.119000E+2	+03.148470E+2	+01.257774E+1	+04.712810E+2	0
+05.004207100E+6	+03.243700E+2	-07.118000E+2	+03.148370E+2	+01.257597E+1	+04.723510E+2	0
+05.004207100E+6	+03.244000E+2	-07.118000E+2	+03.148670E+2	+01.257597E+1	+04.734230E+2	0
+05.004207100E+6	+03.244000E+2	-07.118000E+2	+03.148670E+2	+01.257597E+1	+04.745110E+2	0
+05.004207100E+6	+03.243400E+2	-07.118000E+2	+03.148070E+2	+01.257597E+1	+04.755860E+2	0
+05.004207300E+6	+03.242300E+2	-07.116000E+2	+03.146970E+2	+01.257244E+1	+04.766580E+2	0
+05.004207400E+6	+03.241500E+2	-07.115000E+2	+03.146170E+2	+01.257067E+1	+04.777270E+2	0
+05.004207600E+6	+03.238700E+2	-07.113000E+2	+03.143370E+2	+01.256714E+1	+04.788080E+2	0
+05.004208100E+6	+03.236300E+2	-07.108000E+2	+03.140970E+2	+01.255830E+1	+04.798790E+2	0
+05.004208200E+6	+03.235600E+2	-07.107000E+2	+03.140270E+2	+01.255654E+1	+04.809540E+2	0
+05.004208000E+6	+03.236200E+2	-07.109000E+2	+03.140870E+2	+01.256007E+1	+04.820250E+2	0
+05.004208000E+6	+03.237200E+2	-07.109000E+2	+03.141870E+2	+01.256007E+1	+04.831010E+2	0
+05.004208000E+6	+03.236800E+2	-07.109000E+2	+03.141470E+2	+01.256007E+1	+04.841720E+2	0
+05.004208000E+6	+03.236800E+2	-07.109000E+2	+03.141470E+2	+01.256007E+1	+04.852570E+2	0
+05.004209000E+6	+03.239800E+2	-07.099000E+2	+03.144470E+2	+01.254240E+1	+04.863310E+2	0
+05.004209500E+6	+03.234000E+2	-07.094000E+2	+03.138670E+2	+01.253357E+1	+04.874020E+2	0
+05.004209100E+6	+03.233500E+2	-07.098000E+2	+03.138170E+2	+01.254064E+1	+04.884730E+2	0
+05.004209200E+6	+03.233300E+2	-07.097000E+2	+03.137970E+2	+01.253887E+1	+04.895500E+2	0
+05.004209400E+6	+03.233300E+2	-07.095000E+2	+03.137970E+2	+01.253534E+1	+04.906200E+2	0
+05.004209500E+6	+03.232900E+2	-07.094000E+2	+03.137570E+2	+01.253357E+1	+04.916920E+2	0
+05.004209700E+6	+03.232300E+2	-07.092000E+2	+03.136970E+2	+01.253004E+1	+04.927770E+2	0
+05.004209800E+6	+03.232200E+2	-07.091000E+2	+03.136870E+2	+01.252827E+1	+04.938510E+2	0
+05.004209800E+6	+03.232100E+2	-07.091000E+2	+03.136770E+2	+01.252827E+1	+04.949210E+2	0
+05.004209900E+6	+03.231900E+2	-07.090000E+2	+03.136570E+2	+01.252650E+1	+04.959980E+2	0
+05.004210100E+6	+03.232000E+2	-07.088000E+2	+03.136670E+2	+01.252297E+1	+04.970670E+2	0
+05.004210300E+6	+03.232000E+2	-07.086000E+2	+03.136670E+2	+01.251943E+1	+04.981450E+2	0
+05.004210500E+6	+03.231800E+2	-07.084000E+2	+03.136470E+2	+01.251590E+1	+04.992280E+2	0
+05.004210700E+6	+03.231600E+2	-07.082000E+2	+03.136270E+2	+01.251237E+1	+05.003010E+2	0
+05.004210800E+6	+03.231500E+2	-07.081000E+2	+03.136170E+2	+01.251060E+1	+05.013650E+2	0
+05.004210900E+6	+03.231700E+2	-07.080000E+2	+03.136370E+2	+01.250883E+1	+05.024500E+2	0
+05.004210900E+6	+03.232200E+2	-07.080000E+2	+03.136870E+2	+01.250883E+1	+05.035210E+2	0
+05.004210900E+6	+03.232800E+2	-07.080000E+2	+03.137470E+2	+01.250883E+1	+05.045930E+2	0
+05.004211300E+6	+03.232200E+2	-07.076000E+2	+03.136870E+2	+01.250177E+1	+05.056730E+2	0
+05.004211700E+6	+03.231500E+2	-07.072000E+2	+03.136170E+2	+01.249470E+1	+05.067420E+2	0
+05.004211400E+6	+03.232000E+2	-07.075000E+2	+03.136670E+2	+01.250000E+1	+05.078250E+2	0
+05.004211200E+6	+03.231800E+2	-07.077000E+2	+03.136470E+2	+01.250353E+1	+05.089010E+2	0
+05.004211200E+6	+03.231300E+2	-07.077000E+2	+03.135970E+2	+01.250353E+1	+05.099720E+2	0
+05.004211200E+6	+03.231200E+2	-07.077000E+2	+03.135870E+2	+01.250353E+1	+05.110410E+2	0
+05.004211300E+6	+03.231400E+2	-07.076000E+2	+03.136070E+2	+01.250177E+1	+05.121210E+2	0
+05.004211300E+6	+03.231500E+2	-07.076000E+2	+03.136170E+2	+01.250177E+1	+05.131950E+2	0
+05.004211400E+6	+03.231300E+2	-07.075000E+2	+03.135970E+2	+01.250000E+1	+05.142660E+2	0
+05.004211400E+6	+03.231100E+2	-07.075000E+2	+03.135770E+2	+01.250000E+1	+05.153370E+2	0
+05.004211400E+6	+03.231100E+2	-07.075000E+2	+03.135770E+2	+01.250000E+1	+05.164250E+2	0
+05.004211500E+6	+03.231100E+2	-07.074000E+2	+03.135770E+2	+01.249823E+1	+05.174950E+2	0
+05.004211700E+6	+03.231100E+2	-07.072000E+2	+03.135770E+2	+01.249470E+1	+05.185680E+2	0
+05.004211800E+6	+03.231100E+2	-07.071000E+2	+03.135770E+2	+01.249293E+1	+05.196370E+2	0
+05.004212000E+6	+03.230800E+2	-07.069000E+2	+03.135470E+2	+01.248940E+1	+05.207150E+2	0
+05.004212200E+6	+03.231000E+2	-07.067000E+2	+03.135670E+2	+01.248587E+1	+05.217860E+2	0
+05.004212300E+6	+03.231100E+2	-07.066000E+2	+03.135770E+2	+01.248410E+1	+05.228760E+2	0
+05.004212600E+6	+03.231200E+2	-07.063000E+2	+03.135870E+2	+01.247880E+1	+05.239480E+2	0
+05.004212700E+6	+03.231400E+2	-07.062000E+2	+03.136070E+2	+01.247703E+1	+05.250180E+2	0
+05.004212600E+6	+03.231700E+2	-07.063000E+2	+03.136370E+2	+01.247880E+1	+05.261040E+2	0
+05.004212500E+6	+03.231800E+2	-07.064000E+2	+03.136470E+2	+01.248057E+1	+05.271740E+2	0
+05.004212600E+6	+03.232000E+2	-07.063000E+2	+03.136670E+2	+01.247880E+1	+05.282540E+2	0
+05.004212500E+6	+03.231900E+2	-07.064000E+2	+03.136570E+2	+01.248057E+1	+05.293330E+2	0
+05.004212500E+6	+03.231600E+2	-07.064000E+2	+03.136270E+2	+01.248057E+1	+05.304030E+2	0
+05.004212700E+6	+03.231500E+2	-07.062000E+2	+03.136170E+2	+01.247703E+1	+05.314720E+2	0
+05.004212800E+6	+03.231400E+2	-07.061000E+2	+03.136070E+2	+01.247527E+1	+05.325440E+2	0
+05.004212900E+6	+03.231200E+2	-07.060000E+2	+03.135870E+2	+01.247350E+1	+05.336280E+2	0
+05.004213200E+6	+03.231300E+2	-07.057000E+2	+03.135970E+2	+01.246820E+1	+05.347110E+2	0
+05.004213300E+6	+03.231400E+2	-07.056000E+2	+03.136070E+2	+01.246643E+1	+05.357850E+2	0
+05.004213400E+6	+03.231700E+2	-07.055000E+2	+03.136370E+2	+01.246466E+1	+05.368650E+2	0
+05.004213400E+6	+03.231900E+2	-07.055000E+2	+03.136570E+2	+01.246466E+1	+05.379380E+2	0
+05.004213700E+6	+03.232800E+2	-07.052000E+2	+03.137470E+2	+01.245936E+1	+05.390040E+2	0
+05.004213700E+6	+03.233400E+2	-07.052000E+2	+03.138070E+2	+01.245936E+1	+05.400790E+2	0
+05.004213700E+6	+03.233300E+2	-07.052000E+2	+03.137970E+2	+01.245936E+1	+05.411540E+2	0
+05.004213600E+6	+03.233400E+2	-07.053000E+2	+03.138070E+2	+01.246113E+1	+05.422250E+2	0
+05.004213300E+6	+03.233300E+2	-07.056000E+2	+03.137970E+2	+01.246643E+1	+05.432960E+2	0
+05.004213100E+6	+03.233600E+2	-07.058000E+2	+03.138270E+2	+01.246996E+1	+05.443810E+2	0
+05.004213000E+6	+03.233900E+2	-07.059000E+2	+03.138570E+2	+01.247173E+1	+05.454470E+2	0
+05.004213000E+6	+03.233900E+2	-07.059000E+2	+03.138570E+2	+01.247173E+1	+05.465310E+2	0
+05.004213100E+6	+03.233700E+2	-07.058000E+2	+03.138370E+2	+01.246996E+1	+05.476040E+2	0
+05.004213200E+6	+03.233600E+2	-07.057000E+2	+03.138270E+2	+01.246820E+1	+05.486760E+2	0
+05.004213300E+6	+03.233800E+2	-07.056000E+2	+03.138470E+2	+01.246643E+1	+05.497530E+2	0
+05.004213400E+6	+03.233600E+2	-07.055000E+2	+03.138270E+2	+01.246466E+1	+05.508290E+2	0
+05.004213400E+6	+03.233500E+2	-07.055000E+2	+03.138170E+2	+01.246466E+1	+05.518910E+2	0
+05.004213400E+6	+03.233400E+2	-07.055000E+2	+03.138070E+2	+01.246466E+1	+05.529730E+2	0
+05.004213400E+6	+03.233500E+2	-07.055000E+2	+03.138170E+2	+01.246466E+1	+05.540420E+2	0
+05.004213500E+6	+03.233500E+2	-07.054000E+2	+03.138170E+2	+01.246290E+1	+05.551130E+2	0
+05.004213600E+6	+03.233500E+2	-07.053000E+2	+03.138170E+2	+01.246113E+1	+05.561980E+2	0
+05.004213800E+6	+03.233700E+2	-07.051000E+2	+03.138370E+2	+01.245760E+1	+05.572670E+2	0
+05.004214000E+6	+03.233600E+2	-07.049000E+2	+03.138270E+2	+01.245406E+1	+05.583360E+2	0
+05.004214100E+6	+03.234100E+2	-07.048000E+2	+03.138770E+2	+01.245230E+1	+05.594190E+2	0
+05.004214300E+6	+03.234500E+2	-07.046000E+2	+03.139170E+2	+01.244876E+1	+05.604940E+2	0
+05.004214600E+6	+03.234800E+2	-07.043000E+2	+03.139470E+2	+01.244346E+1	+05.615620E+2	0
+05.004214600E+6	+03.235200E+2	-07.043000E+2	+03.139870E+2	+01.244346E+1	+05.626320E+2	0
+05.004214700E+6	+03.235500E+2	-07.042000E+2	+03.140170E+2	+01.244170E+1	+05.637130E+2	0
+05.004214800E+6	+03.235800E+2	-07.041000E+2	+03.140470E+2	+01.243993E+1	+05.647840E+2	0
+05.004214700E+6	+03.235900E+2	-07.042000E+2	+03.140570E+2	+01.244170E+1	+05.658520E+2	0
+05.004214800E+6	+03.236000E+2	-07.041000E+2	+03.140670E+2	+01.243993E+1	+05.669360E+2	0
+05.004214800E+6	+03.235800E+2	-07.041000E+2	+03.140470E+2	+01.243993E+1	+05.680170E+2	0
+05.004214800E+6	+03.235900E+2	-07.041000E+2	+03.140570E+2	+01.243993E+1	+05.690930E+2	0
+05.004214800E+6	+03.236100E+2	-07.041000E+2	+03.140770E+2	+01.243993E+1	+05.701640E+2	0
+05.004214800E+6	+03.236200E+2	-07.041000E+2	+03.140870E+2	+01.243993E+1	+05.712360E+2	0
+05.004214900E+6	+03.236100E+2	-07.040000E+2	+03.140770E+2	+01.243816E+1	+05.723070E+2	0
+05.004214900E+6	+03.236400E+2	-07.040000E+2	+03.141070E+2	+01.243816E+1	+05.733920E+2	0
+05.004214900E+6	+03.236800E+2	-07.040000E+2	+03.141470E+2	+01.243816E+1	+05.744580E+2	0
+05.004214800E+6	+03.237200E+2	-07.041000E+2	+03.141870E+2	+01.243993E+1	+05.755320E+2	0
+05.004214800E+6	+03.237300E+2	-07.041000E+2	+03.141970E+2	+01.243993E+1	+05.766060E+2	0
+05.004214700E+6	+03.237300E+2	-07.042000E+2	+03.141970E+2	+01.244170E+1	+05.776900E+2	0
+05.004214600E+6	+03.237300E+2	-07.043000E+2	+03.141970E+2	+01.244346E+1	+05.787640E+2	0
+05.004214700E+6	+03.237300E+2	-07.042000E+2	+03.141970E+2	+01.244170E+1	+05.798340E+2	0
+05.004214600E+6	+03.237400E+2	-07.043000E+2	+03.142070E+2	+01.244346E+1	+05.809090E+2	0
+05.004214500E+6	+03.237400E+2	-07.044000E+2	+03.142070E+2	+01.244523E+1	+05.819840E+2	0
+05.004214400E+6	+03.237400E+2	-07.045000E+2	+03.142070E+2	+01.244700E+1	+05.830630E+2	0
+05.004214300E+6	+03.237300E+2	-07.046000E+2	+03.141970E+2	+01.244876E+1	+05.841450E+2	0
+05.004214300E+6	+03.237800E+2	-07.046000E+2	+03.142470E+2	+01.244876E+1	+05.852080E+2	0
+05.004214600E+6	+03.237800E+2	-07.043000E+2	+03.142470E+2	+01.244346E+1	+05.862930E+2	0
+05.004214800E+6	+03.238500E+2	-07.041000E+2	+03.143170E+2	+01.243993E+1	+05.873630E+2	0
+05.004214900E+6	+03.238800E+2	-07.040000E+2	+03.143470E+2	+01.243816E+1	+05.884340E+2	0
+05.004215000E+6	+03.238800E+2	-07.039000E+2	+03.143470E+2	+01.243640E+1	+05.895160E+2	0
+05.004215100E+6	+03.238800E+2	-07.038000E+2	+03.143470E+2	+01.243463E+1	+05.905870E+2	0
+05.004215000E+6	+03.239000E+2	-07.039000E+2	+03.143670E+2	+01.243640E+1	+05.916570E+2	0
+05.004215000E+6	+03.239200E+2	-07.039000E+2	+03.143870E+2	+01.243640E+1	+05.927420E+2	0
+05.004214900E+6	+03.239500E+2	-07.040000E+2	+03.144170E+2	+01.243816E+1	+05.938140E+2	0
+05.004214900E+6	+03.239500E+2	-07.040000E+2	+03.144170E+2	+01.243816E+1	+05.948830E+2	0
+05.004214800E+6	+03.239300E+2	-07.041000E+2	+03.143970E+2	+01.243993E+1	+05.959540E+2	0
+05.004214700E+6	+03.239300E+2	-07.042000E+2	+03.143970E+2	+01.244170E+1	+05.970360E+2	0
+05.004214800E+6	+03.239100E+2	-07.041000E+2	+03.143770E+2	+01.243993E+1	+05.981080E+2	0
+05.004214600E+6	+03.239100E+2	-07.043000E+2	+03.143770E+2	+01.244346E+1	+05.991910E+2	0
+05.004214800E+6	+03.239200E+2	-07.041000E+2	+03.143870E+2	+01.243993E+1	+06.002650E+2	0
+05.004214800E+6	+03.239200E+2	-07.041000E+2	+03.143870E+2	+01.243993E+1	+06.013290E+2	0
+05.004214800E+6	+03.239100E+2	-07.041000E+2	+03.143770E+2	+01.243993E+1	+06.024080E+2	0
+05.004214800E+6	+03.238900E+2	-07.041000E+2	+03.143570E+2	+01.243993E+1	+06.034760E+2	0
+05.004214600E+6	+03.238900E+2	-07.043000E+2	+03.143570E+2	+01.244346E+1	+06.045570E+2	0
+05.004214600E+6	+03.239300E+2	-07.043000E+2	+03.143970E+2	+01.244346E+1	+06.056390E+2	0
+05.004214600E+6	+03.239700E+2	-07.043000E+2	+03.144370E+2	+01.244346E+1	+06.067080E+2	0
+05.004214600E+6	+03.239900E+2	-07.043000E+2	+03.144570E+2	+01.244346E+1	+06.077800E+2	0
+05.004214600E+6	+03.239900E+2	-07.043000E+2	+03.144570E+2	+01.244346E+1	+06.088640E+2	0
+05.004214700E+6	+03.239800E+2	-07.042000E+2	+03.144470E+2	+01.244170E+1	+06.099330E+2	0
+05.004214600E+6	+03.239800E+2	-07.043000E+2	+03.144470E+2	+01.244346E+1	+06.110010E+2	0
+05.004214600E+6	+03.239700E+2	-07.043000E+2	+03.144370E+2	+01.244346E+1	+06.120760E+2	0
+05.004214500E+6	+03.239600E+2	-07.044000E+2	+03.144270E+2	+01.244523E+1	+06.131500E+2	0
