BindingEnergy,Scan1
743.71,1162
744.31,1250
744.94,1201
745.55,1219
745.54,1210
746.15,1149
746.73,1186
747.3399999999999,1293
747.98,1282
747.96,1252
748.54,1292
749.14,1251
749.75,1173
750.3399999999999,1302
750.95,1262
750.95,1202
751.53,1301
752.14,1263
752.74,1194
753.3299999999999,1267
753.37,1267
753.9200000000001,1165
754.55,1199
755.1800000000001,1216
755.76,1260
756.3299999999999,1216
756.35,1363
756.95,1334
757.55,1295
758.1800000000001,1294
758.76,1160
759.35,1317
759.37,1193
759.9100000000001,1152
760.45,1096
761.02,1279
761.63,1223
761.63,1258
762.19,1205
762.77,1165
763.35,1157
763.95,1252
764.46,1283
764.45,1267
765.0899999999999,1222
765.6800000000001,1207
766.19,1218
766.75,1250
766.75,1237
767.3199999999999,1281
767.94,1243
768.55,1296
769.13,1211
769.72,1264
769.71,1266
770.3199999999999,1194
770.95,1188
771.53,1298
772.14,1236
772.13,1205
772.78,1198
773.38,1250
773.99,1186
774.62,1184
775.23,1234
775.25,1123
775.8399999999999,1227
776.46,1187
777.0699999999999,1276
777.69,1235
777.65,1155
778.31,1160
778.9300000000001,1243
779.52,1169
780.14,1262
780.79,1139
780.76,1217
781.39,1203
781.98,1213
782.5699999999999,1190
783.1800000000001,1253
783.21,1167
783.79,1190
784.4100000000001,1130
785.01,1227
785.6,1138
786.21,1264
786.22,1084
786.8,1300
787.39,1283
788.01,1212
788.5699999999999,1230
788.5799999999999,1181
789.1800000000001,1268
789.79,1347
790.37,1245
791.0,1307
791.61,1146
791.5899999999999,1275
792.2,1240
792.79,1181
793.37,1250
794.0,1233
794.0,1203
794.6,1173
795.22,1200
795.8299999999999,1215
796.44,1191
797.03,1177
797.03,1202
797.62,1212
798.22,1253
798.81,1142
799.45,1215
799.44,1213
800.02,1171
800.64,1257
801.25,1291
801.8299999999999,1213
802.45,1181
802.45,1271
803.03,1165
803.64,1227
804.25,1187
804.85,1226
805.46,1175
805.46,1303
806.05,1272
806.6700000000001,1191
807.24,1245
807.8399999999999,1304
807.85,1232
808.46,1342
809.0699999999999,1228
809.6800000000001,1254
810.26,1210
810.85,1194
810.88,1217
811.48,1152
812.06,1257
812.6600000000001,1251
813.29,1273
813.28,1121
813.9100000000001,1261
814.51,1147
815.11,1274
815.73,1335
816.3299999999999,1210
816.3199999999999,1267
816.9,1277
817.51,1198
818.0899999999999,1237
818.72,1208
818.72,1198
819.3199999999999,1343
819.94,1230
820.55,1200
821.14,1158
821.74,1218
821.74,1181
822.35,1222
822.95,1320
823.55,1231
824.15,1269
824.15,1252
824.77,1241
825.35,1148
825.94,1142
826.54,1213
827.13,1314
827.12,1245
827.73,1157
828.3199999999999,1177
828.9300000000001,1175
829.55,1220
829.55,1166
830.14,1193
830.75,1217
831.3399999999999,1176
831.97,1186
832.54,1256
832.53,1242
833.12,1257
833.75,1238
834.36,1273
834.96,1184
834.95,1203
835.52,1230
836.13,1308
836.76,1250
837.36,1260
837.95,1211
837.97,1291
838.5799999999999,1169
839.25,1202
839.8399999999999,1160
840.4,1236
840.4200000000001,1119
841.06,1160
841.69,1302
842.28,1226
842.88,1285
843.48,1275
843.48,1139
844.1,1210
844.72,1264
845.3199999999999,1171
845.9200000000001,1234
846.54,1290
846.53,1246
847.13,1130
847.7,1169
848.3199999999999,1216
848.97,1215
848.96,1229
849.53,1141
850.14,1179
850.75,1330
851.4100000000001,1215
851.99,1223
851.98,1280
852.61,1251
853.22,1285
853.85,1240
854.45,1269
854.44,1225
855.04,1210
855.64,1194
856.23,1266
856.86,1148
857.5,1258
857.47,1183
858.06,1338
858.76,1277
859.3399999999999,1241
859.9200000000001,1230
859.94,1300
860.52,1121
861.14,1238
861.75,1169
862.3199999999999,1224
862.9300000000001,1165
862.9100000000001,1312
863.55,1311
864.14,1243
864.74,1315
865.3199999999999,1367
865.3299999999999,1310
865.95,1218
866.53,1246
867.12,1264
867.73,1256
868.36,1321
868.35,1292
868.95,1213
869.52,1228
870.14,1184
870.76,1339
870.75,1322
871.3399999999999,1149
871.9300000000001,1211
872.51,1323
873.1700000000001,1240
873.75,1248
873.77,1182
874.36,1265
874.9300000000001,1319
875.55,1250
876.13,1284
876.1700000000001,1205
876.74,1284
877.3399999999999,1234
877.96,1238
878.5799999999999,1193
879.1600000000001,1262
879.1700000000001,1317
879.74,1199
880.37,1311
881.01,1292
881.56,1167
881.56,1272
882.1700000000001,1223
882.79,1289
883.38,1183
883.99,1312
884.5699999999999,1225
884.5799999999999,1193
885.1800000000001,1334
885.78,1191
886.37,1286
886.97,1286
886.97,1346
887.5899999999999,1288
888.2,1339
888.78,1387
889.4,1217
890.0,1348
889.99,1333
890.62,1327
891.21,1168
891.81,1200
892.45,1252
893.04,1223
893.02,1240
893.64,1276
894.25,1292
894.8,1297
895.4300000000001,1312
895.4200000000001,1175
896.03,1291
896.6700000000001,1299
897.27,1282
897.8399999999999,1263
898.48,1422
898.49,1375
899.05,1297
899.69,1310
900.26,1315
900.87,1254
900.87,1269
901.49,1364
902.0699999999999,1283
902.6600000000001,1430
903.27,1320
903.88,1382
903.88,1315
904.45,1291
905.05,1354
905.6700000000001,1375
906.26,1429
906.23,1310
906.87,1414
907.47,1346
908.06,1377
908.6600000000001,1409
909.27,1336
909.26,1270
909.88,1373
910.46,1245
911.05,1357
911.71,1388
911.6800000000001,1289
912.28,1352
912.9,1316
913.5,1347
914.0799999999999,1359
914.71,1485
914.7,1369
915.3199999999999,1763
915.94,2106
916.55,2221
917.1800000000001,2115
917.1800000000001,2168
917.8,1770
918.4,1452
919.04,1554
919.62,1412
920.24,1282
920.24,1437
920.8299999999999,1387
921.46,1395
922.0799999999999,1391
922.69,1394
922.69,1403
923.31,1306
923.87,1542
924.51,1610
925.1,1527
925.7,1453
925.71,1424
926.31,1479
926.9,1401
927.52,1509
928.11,1578
928.1,1520
928.77,1543
929.38,1437
929.97,1577
930.61,1505
931.23,1472
931.24,1651
931.85,1496
932.45,1483
933.0799999999999,1492
933.69,1499
933.6600000000001,1544
934.26,1563
934.9200000000001,1719
935.53,1779
936.15,1913
936.77,2035
936.77,1879
937.38,1767
938.01,1777
938.5799999999999,1632
939.19,1580
939.8,1486
939.79,1527
940.4200000000001,1533
941.04,1471
941.62,1712
942.22,1572
942.21,1546
942.8299999999999,1580
943.4,1523
944.0,1618
944.5699999999999,1605
945.19,1423
945.2,1534
945.79,1584
946.4200000000001,1525
947.01,1478
947.61,1558
947.6,1517
948.23,1638
948.8,1615
949.4100000000001,1488
950.02,1585
950.64,1561
950.65,1623
951.24,1585
951.81,1538
952.44,1627
953.01,1611
953.0,1505
953.64,1590
954.25,1633
954.8199999999999,1548
955.4300000000001,1585
956.06,1620
956.04,1485
956.6600000000001,1739
957.25,1535
957.8199999999999,1679
958.46,1533
958.48,1598
959.06,1664
959.6600000000001,1664
960.23,1611
960.88,1486
961.5,1587
961.49,1609
962.06,1516
962.64,1642
963.23,1647
963.86,1690
963.86,1667
964.4200000000001,1574
965.02,1656
965.6600000000001,1624
966.25,1671
966.86,1817
966.85,1714
967.4300000000001,1660
968.0699999999999,1751
968.69,1752
969.25,1754
969.26,1809
969.88,1771
970.48,1708
971.1,1739
971.69,1764
972.28,1715
972.28,1748
972.89,1748
973.5,1907
974.0899999999999,1749
974.69,1757
974.69,1762
975.31,1722
975.95,1929
976.51,1765
977.12,1804
977.72,1831
977.71,1770
978.3299999999999,1779
978.94,1786
979.52,1695
980.14,1761
980.75,1770
980.76,1755
981.35,1683
981.9200000000001,1733
982.51,1764
983.15,1798
983.15,1670
983.73,1743
984.31,1737
984.9200000000001,1762
985.54,1714
986.14,1749
986.1600000000001,1735
986.71,1773
987.3299999999999,1655
987.95,1714
988.52,1767
988.54,1737
989.15,1768
989.75,1727
990.36,1752
990.99,1684
991.54,1799
991.54,1678
992.13,1781
992.74,1800
993.37,1865
993.97,1791
993.96,1781
994.59,1849
995.25,1843
995.8199999999999,1837
996.4300000000001,1815
997.06,1851
997.03,1804
997.66,1727
998.27,1769
998.87,1625
999.46,1871
999.49,1805
1000.09,1740
1000.74,1857
1001.33,1832
1001.9,1717
1002.53,1729
1002.54,1808
1003.11,1744
1003.71,1862
1004.3,1915
1004.9,1838
1004.91,1864
1005.54,1787
1006.11,1761
1006.74,1698
1007.38,1828
1007.95,1716
1007.98,1740
1008.5699999999999,1767
1009.2,1728
1009.8199999999999,1714
1010.41,1729
1010.4,1779
1011.03,1834
1011.62,1790
1012.22,1765
1012.87,1763
1013.47,1713
1013.47,1798
1014.05,1782
1014.71,1765
1015.3,1804
1015.91,1800
1015.91,1728
1016.5,1838
1017.11,1803
1017.71,1938
1018.3,1862
1018.92,1754
1018.92,1894
1019.54,1856
1020.1,1833
1020.73,1857
1021.33,1862
1021.3199999999999,1862
1021.91,1935
1022.51,1845
1023.12,1948
1023.7,1880
1024.32,1823
1024.31,1828
1024.9,1866
1025.53,1818
1026.13,1840
1026.7,1948
1027.29,1847
1027.31,1873
1027.91,2031
1028.54,1794
1029.1399999999999,1936
1029.74,1890
1029.76,1826
1030.33,1976
1030.93,1825
1031.55,1921
1032.12,1862
1032.73,1902
1032.75,1876
1033.3600000000001,1843
1033.95,2026
1034.55,1947
1035.16,1902
1035.17,1976
1035.8,1926
1036.37,2021
1036.95,1840
1037.58,1930
1038.16,1990
1038.2,1969
1038.8,1930
1039.37,1912
1039.99,1876
1040.6,1852
1040.57,1933
1041.2,2005
1041.76,1944
1042.37,1799
1042.98,1939
1043.58,2030
1043.55,1989
1044.19,1980
1044.81,1907
