Scans: 1	Points: 2200	time: 333.000000
Energy(calc)	Energy(meas)	Sum	Scan1
817	809.15	2007	2007
816.5	808.54	2100	2100
816	807.93	2244	2244
815.5	807.31	2045	2045
815	807.29	2035	2035
814.5	806.73	2118	2118
814	806.18	2175	2175
813.5	805.52	2085	2085
813	804.88	2138	2138
812.5	804.91	2075	2075
812	804.3	2077	2077
811.5	803.74	2137	2137
811	803.13	2101	2101
810.5	802.5	2155	2155
810	801.91	2138	2138
809.5	801.95	2105	2105
809	801.33	2181	2181
808.5	800.73	2043	2043
808	800.12	2144	2144
807.5	799.49	2062	2062
807	799.52	2057	2057
806.5	798.94	2178	2178
806	798.31	2198	2198
805.5	797.69	2207	2207
805	797.13	2077	2077
804.5	796.6	2084	2084
804	796.6	2121	2121
803.5	796.05	2055	2055
803	795.4	1986	1986
802.5	794.81	2107	2107
802	794.31	2085	2085
801.5	793.73	2088	2088
801	793.72	2142	2142
800.5	793.1	2171	2171
800	792.53	2119	2119
799.5	791.99	2084	2084
799	791.4	2099	2099
798.5	791.43	2072	2072
798	790.77	2177	2177
797.5	790.21	2142	2142
797	789.69	2107	2107
796.5	789.14	2111	2111
796	788.52	2121	2121
795.5	788.53	2085	2085
795	787.9	2050	2050
794.5	787.32	2122	2122
794	786.76	2081	2081
793.5	786.11	2155	2155
793	786.1	2070	2070
792.5	785.5	2159	2159
792	784.92	2120	2120
791.5	784.33	2052	2052
791	783.72	2020	2020
790.5	783.06	2119	2119
790	783.06	2090	2090
789.5	782.48	2026	2026
789	781.86	2084	2084
788.5	781.22	2187	2187
788	780.63	2029	2029
787.5	780.63	2077	2077
787	779.98	2072	2072
786.5	779.43	2220	2220
786	778.78	2190	2190
785.5	778.13	2063	2063
785	777.53	2072	2072
784.5	777.53	2170	2170
784	776.94	2129	2129
783.5	776.3	2014	2014
783	775.7	1998	1998
782.5	775.09	2142	2142
782	775.09	2031	2031
781.5	774.52	2186	2186
781	773.91	2074	2074
780.5	773.28	2131	2131
780	772.71	2086	2086
779.5	772.13	2030	2030
779	772.11	1991	1991
778.5	771.48	2147	2147
778	770.85	2124	2124
777.5	770.26	2060	2060
777	769.7	2041	2041
776.5	769.71	2071	2071
776	769.1	2035	2035
775.5	768.46	2126	2126
775	767.88	2068	2068
774.5	767.31	2031	2031
774	766.7	2051	2051
773.5	766.7	2077	2077
773	766.04	1931	1931
772.5	765.49	2061	2061
772	764.92	2106	2106
771.5	764.29	2056	2056
771	764.3	1966	1966
770.5	763.67	2153	2153
770	763.05	2124	2124
769.5	762.48	2072	2072
769	761.88	1994	1994
768.5	761.23	2049	2049
768	761.23	2047	2047
767.5	760.66	2142	2142
767	760.06	2160	2160
766.5	759.48	1988	1988
766	758.85	2083	2083
765.5	758.83	2093	2093
765	758.25	2112	2112
764.5	757.66	1883	1883
764	757.06	1982	1982
763.5	756.4	2129	2129
763	755.81	2143	2143
762.5	755.81	2122	2122
762	755.24	2029	2029
761.5	754.66	2059	2059
761	754.03	2129	2129
760.5	753.41	2063	2063
760	753.42	2175	2175
759.5	752.86	1941	1941
759	752.24	2158	2158
758.5	751.6	2089	2089
758	751.02	2056	2056
757.5	750.44	2089	2089
757	750.44	2008	2008
756.5	749.86	2010	2010
756	749.22	2048	2048
755.5	748.59	2032	2032
755	748.06	2095	2095
754.5	747.48	2102	2102
754	747.46	2152	2152
753.5	746.82	2025	2025
753	746.21	2103	2103
752.5	745.62	2127	2127
752	745.06	2053	2053
751.5	745.07	2080	2080
751	744.4	2170	2170
750.5	743.78	2060	2060
750	743.24	2198	2198
749.5	742.63	2093	2093
749	741.97	2109	2109
748.5	741.98	1931	1931
748	741.37	2013	2013
747.5	740.83	2030	2030
747	740.21	2113	2113
746.5	739.57	2121	2121
746	739.58	1949	1949
745.5	738.97	2091	2091
745	738.39	2061	2061
744.5	737.77	1980	1980
744	737.16	2065	2065
743.5	736.53	2061	2061
743	736.5	2091	2091
742.5	735.95	2019	2019
742	735.39	1944	1944
741.5	734.75	1967	1967
741	734.13	1927	1927
740.5	734.14	2025	2025
740	733.55	2046	2046
739.5	732.98	2102	2102
739	732.35	1995	1995
738.5	731.72	1934	1934
738	731.16	2115	2115
737.5	731.14	1962	1962
737	730.55	2046	2046
736.5	729.95	2040	2040
736	729.33	2042	2042
735.5	728.74	2030	2030
735	728.77	2020	2020
734.5	728.16	2091	2091
734	727.54	2012	2012
733.5	726.93	2036	2036
733	726.33	1992	1992
732.5	725.76	2120	2120
732	725.79	2066	2066
731.5	725.17	2137	2137
731	724.51	2171	2171
730.5	723.94	2325	2325
730	723.37	2314	2314
729.5	723.35	2343	2343
729	722.75	2080	2080
728.5	722.09	2181	2181
728	721.51	2105	2105
727.5	720.96	2201	2201
727	720.35	2061	2061
726.5	720.31	2012	2012
726	719.69	2047	2047
725.5	719.1	2120	2120
725	718.5	1972	1972
724.5	717.88	2032	2032
724	717.89	2014	2014
723.5	717.22	2093	2093
723	716.63	1976	1976
722.5	716.06	2100	2100
722	715.43	2100	2100
721.5	714.8	2054	2054
721	714.82	2213	2213
720.5	714.19	2006	2006
720	713.63	1992	1992
719.5	713.02	1991	1991
719	712.36	2026	2026
718.5	712.37	1981	1981
718	711.78	2062	2062
717.5	711.16	1984	1984
717	710.58	2012	2012
716.5	709.95	2042	2042
716	709.34	2006	2006
715.5	709.36	2000	2000
715	708.8	2054	2054
714.5	708.17	2168	2168
714	707.53	1981	1981
713.5	706.95	2069	2069
713	706.36	2067	2067
712.5	706.36	1962	1962
712	705.77	2110	2110
711.5	705.11	2042	2042
711	704.5	2047	2047
710.5	703.92	2131	2131
710	703.91	2024	2024
709.5	703.29	1996	1996
709	702.68	2128	2128
708.5	702.08	2089	2089
708	701.46	2127	2127
707.5	700.87	2146	2146
707	700.89	2049	2049
706.5	700.19	2070	2070
706	699.6	2050	2050
705.5	699.02	2064	2064
705	698.4	2139	2139
704.5	698.41	2117	2117
704	697.77	1987	1987
703.5	697.15	2076	2076
703	696.58	2181	2181
702.5	695.99	2169	2169
702	695.33	2042	2042
701.5	695.33	2091	2091
701	694.76	2126	2126
700.5	694.18	2199	2199
700	693.55	2151	2151
699.5	692.93	2037	2037
699	692.94	2059	2059
698.5	692.33	2210	2210
698	691.77	2220	2220
697.5	691.19	2215	2215
697	690.52	2128	2128
696.5	689.93	2194	2194
696	689.95	2121	2121
695.5	689.35	2220	2220
695	688.75	2134	2134
694.5	688.1	2147	2147
694	687.53	2350	2350
693.5	687.51	2200	2200
693	686.96	2186	2186
692.5	686.38	2270	2270
692	685.72	2248	2248
691.5	685.15	2262	2262
691	684.58	2467	2467
690.5	684.55	2536	2536
690	683.96	2786	2786
689.5	683.35	2871	2871
689	682.72	2916	2916
688.5	682.15	2874	2874
688	682.14	2714	2714
687.5	681.57	2547	2547
687	680.92	2485	2485
686.5	680.31	2473	2473
686	679.72	2284	2284
685.5	679.15	2253	2253
685	679.17	2295	2295
684.5	678.5	2339	2339
684	677.88	2168	2168
683.5	677.32	2179	2179
683	676.73	2339	2339
682.5	676.72	2235	2235
682	676.1	2141	2141
681.5	675.49	2245	2245
681	674.91	2206	2206
680.5	674.35	2264	2264
680	673.7	2203	2203
679.5	673.71	2139	2139
679	673.1	2141	2141
678.5	672.49	2138	2138
678	671.92	2152	2152
677.5	671.29	2189	2189
677	671.3	2239	2239
676.5	670.67	2239	2239
676	670.1	2347	2347
675.5	669.54	2253	2253
675	668.89	2297	2297
674.5	668.27	2389	2389
674	668.27	2302	2302
673.5	667.7	2378	2378
673	667.11	2298	2298
672.5	666.5	2261	2261
672	665.87	2360	2360
671.5	665.87	2319	2319
671	665.29	2281	2281
670.5	664.7	2228	2228
670	664.06	2223	2223
669.5	663.47	2294	2294
669	662.87	2227	2227
668.5	662.87	2240	2240
668	662.3	2318	2318
667.5	661.67	2355	2355
667	661.03	2292	2292
666.5	660.44	2306	2306
666	659.86	2348	2348
665.5	659.86	2321	2321
665	659.23	2237	2237
664.5	658.59	2303	2303
664	658.02	2410	2410
663.5	657.47	2407	2407
663	657.47	2392	2392
662.5	656.84	2333	2333
662	656.19	2357	2357
661.5	655.64	2388	2388
661	655.04	2436	2436
660.5	654.41	2491	2491
660	654.44	2555	2555
659.5	653.79	2597	2597
659	653.19	2743	2743
658.5	652.66	2676	2676
658	652.04	2501	2501
657.5	652.03	2521	2521
657	651.4	2575	2575
656.5	650.81	2485	2485
656	650.2	2514	2514
655.5	649.65	2445	2445
655	649.02	2468	2468
654.5	648.98	2323	2323
654	648.38	2381	2381
653.5	647.84	2386	2386
653	647.24	2380	2380
652.5	646.59	2311	2311
652	646.59	2330	2330
651.5	645.99	2438	2438
651	645.4	2406	2406
650.5	644.81	2361	2361
650	644.19	2323	2323
649.5	643.59	2269	2269
649	643.58	2284	2284
648.5	643.01	2395	2395
648	642.41	2298	2298
647.5	641.77	2380	2380
647	641.18	2291	2291
646.5	641.17	2237	2237
646	640.62	2302	2302
645.5	640.11	2333	2333
645	639.45	2360	2360
644.5	638.83	2369	2369
644	638.3	2448	2448
643.5	638.29	2281	2281
643	637.69	2359	2359
642.5	637.07	2432	2432
642	636.46	2284	2284
641.5	635.9	2374	2374
641	635.9	2384	2384
640.5	635.36	2364	2364
640	634.71	2322	2322
639.5	634.12	2253	2253
639	633.57	2372	2372
638.5	633	2338	2338
638	632.99	2288	2288
637.5	632.4	2447	2447
637	631.76	2357	2357
636.5	631.15	2233	2233
636	630.61	2452	2452
635.5	630.62	2371	2371
635	629.97	2323	2323
634.5	629.37	2392	2392
634	628.79	2384	2384
633.5	628.17	2430	2430
633	627.54	2357	2357
632.5	627.55	2458	2458
632	626.9	2367	2367
631.5	626.29	2396	2396
631	625.7	2329	2329
630.5	625.08	2357	2357
630	625.07	2344	2344
629.5	624.46	2378	2378
629	623.85	2394	2394
628.5	623.23	2354	2354
628	622.62	2354	2354
627.5	621.99	2373	2373
627	621.96	2336	2336
626.5	621.33	2331	2331
626	620.75	2248	2248
625.5	620.11	2426	2426
625	619.49	2370	2370
624.5	619.49	2391	2391
624	618.88	2309	2309
623.5	618.3	2436	2436
623	617.68	2328	2328
622.5	617.05	2307	2307
622	616.45	2395	2395
621.5	616.46	2284	2284
621	615.89	2262	2262
620.5	615.26	2263	2263
620	614.65	2281	2281
619.5	614.06	2359	2359
619	613.5	2291	2291
618.5	613.48	2360	2360
618	612.87	2412	2412
617.5	612.23	2315	2315
617	611.64	2348	2348
616.5	611.09	2237	2237
616	611.08	2345	2345
615.5	610.47	2290	2290
615	609.85	2350	2350
614.5	609.26	2347	2347
614	608.67	2300	2300
613.5	608.08	2334	2334
613	608.1	2438	2438
612.5	607.43	2451	2451
612	606.85	2354	2354
611.5	606.29	2429	2429
611	605.63	2276	2276
610.5	605.64	2326	2326
610	604.99	2380	2380
609.5	604.39	2322	2322
609	603.85	2356	2356
608.5	603.25	2181	2181
608	602.58	2365	2365
607.5	602.59	2283	2283
607	602	2348	2348
606.5	601.42	2367	2367
606	600.81	2258	2258
605.5	600.21	2313	2313
605	600.18	2301	2301
604.5	599.6	2364	2364
604	599.04	2305	2305
603.5	598.44	2274	2274
603	597.79	2221	2221
602.5	597.21	2253	2253
602	597.2	2272	2272
601.5	596.64	2423	2423
601	596.05	2214	2214
600.5	595.38	2342	2342
600	594.78	2207	2207
599.5	594.8	2328	2328
599	594.22	2266	2266
598.5	593.62	2328	2328
598	593.01	2477	2477
597.5	592.37	2248	2248
597	591.82	2269	2269
596.5	591.84	2208	2208
596	591.22	2260	2260
595.5	590.61	2225	2225
595	589.99	2272	2272
594.5	589.43	2270	2270
594	589.44	2288	2288
593.5	588.85	2333	2333
593	588.2	2133	2133
592.5	587.56	2254	2254
592	587.02	2339	2339
591.5	586.42	2310	2310
591	586.42	2394	2394
590.5	585.77	2427	2427
590	585.14	2218	2218
589.5	584.57	2214	2214
589	584.01	2223	2223
588.5	584.01	2304	2304
588	583.34	2293	2293
587.5	582.73	2301	2301
587	582.16	2254	2254
586.5	581.56	2298	2298
586	580.93	2248	2248
585.5	580.92	2250	2250
585	580.3	2274	2274
584.5	579.75	2297	2297
584	579.18	2302	2302
583.5	578.53	2236	2236
583	578.53	2318	2318
582.5	577.92	2332	2332
582	577.34	2237	2237
581.5	576.78	2260	2260
581	576.13	2213	2213
580.5	575.48	2297	2297
580	575.49	2319	2319
579.5	574.92	2356	2356
579	574.34	2273	2273
578.5	573.72	2283	2283
578	573.1	2471	2471
577.5	572.49	2267	2267
577	572.52	2188	2188
576.5	571.97	2234	2234
576	571.32	2341	2341
575.5	570.69	2301	2301
575	570.13	2350	2350
574.5	570.13	2291	2291
574	569.55	2272	2272
573.5	568.93	2349	2349
573	568.27	2193	2193
572.5	567.71	2336	2336
572	567.17	2270	2270
571.5	567.16	2320	2320
571	566.51	2404	2404
570.5	565.88	2264	2264
570	565.28	2267	2267
569.5	564.72	2326	2326
569	564.73	2355	2355
568.5	564.1	2363	2363
568	563.48	2378	2378
567.5	562.87	2350	2350
567	562.29	2344	2344
566.5	561.68	2240	2240
566	561.66	2294	2294
565.5	561.05	2225	2225
565	560.43	2289	2289
564.5	559.85	2402	2402
564	559.24	2238	2238
563.5	559.22	2335	2335
563	558.57	2303	2303
562.5	557.99	2351	2351
562	557.44	2263	2263
561.5	556.8	2252	2252
561	556.14	2437	2437
560.5	556.14	2312	2312
560	555.55	2277	2277
559.5	554.96	2240	2240
559	554.36	2313	2313
558.5	553.7	2403	2403
558	553.7	2287	2287
557.5	553.13	2388	2388
557	552.56	2309	2309
556.5	551.96	2299	2299
556	551.34	2313	2313
555.5	550.74	2344	2344
555	550.75	2302	2302
554.5	550.19	2337	2337
554	549.54	2361	2361
553.5	548.89	2325	2325
553	548.29	2235	2235
552.5	548.3	2314	2314
552	547.71	2418	2418
551.5	547.07	2356	2356
551	546.44	2301	2301
550.5	545.81	2257	2257
550	545.25	2362	2362
549.5	545.25	2319	2319
549	544.64	2396	2396
548.5	543.97	2313	2313
548	543.36	2481	2481
547.5	542.78	2338	2338
547	542.79	2286	2286
546.5	542.18	2438	2438
546	541.53	2281	2281
545.5	540.92	2432	2432
545	540.39	2525	2525
544.5	539.76	2373	2373
544	539.76	2498	2498
543.5	539.12	2426	2426
543	538.53	2317	2317
542.5	537.98	2383	2383
542	537.35	2473	2473
541.5	537.34	2328	2328
541	536.7	2298	2298
540.5	536.11	2424	2424
540	535.55	2402	2402
539.5	534.94	2407	2407
539	534.31	2330	2330
538.5	534.31	2391	2391
538	533.69	2365	2365
537.5	533.16	2382	2382
537	532.55	2332	2332
536.5	531.91	2460	2460
536	531.92	2319	2319
535.5	531.33	2412	2412
535	530.76	2408	2408
534.5	530.16	2305	2305
534	529.52	2413	2413
533.5	528.89	2532	2532
533	528.89	2394	2394
532.5	528.36	2377	2377
532	527.74	2509	2509
531.5	527.1	2429	2429
531	526.47	2433	2433
530.5	525.93	2495	2495
530	525.92	2469	2469
529.5	525.33	2433	2433
529	524.69	2257	2257
528.5	524.05	2429	2429
528	523.49	2377	2377
527.5	523.51	2393	2393
527	522.92	2371	2371
526.5	522.29	2323	2323
526	521.67	2389	2389
525.5	521.1	2465	2465
525	520.52	2364	2364
524.5	520.53	2407	2407
524	519.86	2318	2318
523.5	519.25	2391	2391
523	518.72	2361	2361
522.5	518.1	2431	2431
522	518.1	2378	2378
521.5	517.48	2515	2515
521	516.84	2449	2449
520.5	516.27	2490	2490
520	515.72	2537	2537
519.5	515.07	2571	2571
519	515.06	2562	2562
518.5	514.43	2463	2463
518	513.89	2488	2488
517.5	513.32	2537	2537
517	512.68	2559	2559
516.5	512.68	2462	2462
516	512.03	2524	2524
515.5	511.5	2574	2574
515	510.92	2482	2482
514.5	510.25	2342	2342
514	509.63	2426	2426
513.5	509.59	2363	2363
513	509.06	2519	2519
512.5	508.49	2406	2406
512	507.86	2372	2372
511.5	507.19	2554	2554
511	507.19	2359	2359
510.5	506.62	2465	2465
510	506.07	2455	2455
509.5	505.41	2373	2373
509	504.78	2292	2292
508.5	504.21	2409	2409
508	504.19	2381	2381
507.5	503.63	2472	2472
507	503.02	2431	2431
506.5	502.35	2502	2502
506	501.78	2480	2480
505.5	501.79	2492	2492
505	501.22	2538	2538
504.5	500.59	2513	2513
504	499.98	2412	2412
503.5	499.39	2465	2465
503	498.82	2390	2390
502.5	498.84	2335	2335
502	498.2	2302	2302
501.5	497.55	2468	2468
501	496.97	2437	2437
500.5	496.39	2565	2565
500	496.41	2447	2447
499.5	495.82	2389	2389
499	495.16	2452	2452
498.5	494.59	2368	2368
498	494.04	2453	2453
497.5	493.43	2564	2564
497	493.43	2540	2540
496.5	492.77	2470	2470
496	492.2	2415	2415
495.5	491.61	2340	2340
495	491.01	2460	2460
494.5	491.01	2454	2454
494	490.35	2456	2456
493.5	489.75	2444	2444
493	489.21	2531	2531
492.5	488.6	2480	2480
492	487.95	2371	2371
491.5	487.96	2551	2551
491	487.36	2555	2555
490.5	486.78	2499	2499
490	486.2	2545	2545
489.5	485.56	2475	2475
489	484.94	2584	2584
488.5	484.95	2475	2475
488	484.45	2503	2503
487.5	483.9	2510	2510
487	483.31	2449	2449
486.5	482.7	2528	2528
486	482.7	2485	2485
485.5	482.14	2484	2484
485	481.61	2376	2376
484.5	480.99	2560	2560
484	480.37	2425	2425
483.5	479.82	2437	2437
483	479.84	2346	2346
482.5	479.28	2473	2473
482	478.67	2459	2459
481.5	478.08	2380	2380
481	477.53	2362	2362
480.5	477.52	2507	2507
480	477.01	2376	2376
479.5	476.4	2563	2563
479	475.8	2495	2495
478.5	475.2	2387	2387
478	474.63	2404	2404
477.5	474.63	2399	2399
477	474.04	2438	2438
476.5	473.42	2290	2290
476	472.8	2462	2462
475.5	472.23	2442	2442
475	472.22	2536	2536
474.5	471.6	2387	2387
474	470.96	2440	2440
473.5	470.34	2391	2391
473	469.74	2422	2422
472.5	469.14	2462	2462
472	469.14	2475	2475
471.5	468.5	2497	2497
471	467.9	2388	2388
470.5	467.31	2495	2495
470	466.68	2506	2506
469.5	466.69	2366	2366
469	466.07	2389	2389
468.5	465.44	2414	2414
468	464.81	2400	2400
467.5	464.24	2460	2460
467	463.59	2568	2568
466.5	463.57	2427	2427
466	462.95	2552	2552
465.5	462.38	2361	2361
465	461.77	2395	2395
464.5	461.16	2405	2405
464	461.19	2444	2444
463.5	460.56	2555	2555
463	459.97	2381	2381
462.5	459.4	2592	2592
462	458.76	2447	2447
461.5	458.15	2434	2434
461	458.15	2446	2446
460.5	457.56	2443	2443
460	456.98	2354	2354
459.5	456.37	2345	2345
459	455.77	2368	2368
458.5	455.73	2458	2458
458	455.19	2415	2415
457.5	454.61	2304	2304
457	453.96	2470	2470
456.5	453.36	2449	2449
456	452.77	2379	2379
455.5	452.77	2533	2533
455	452.21	2560	2560
454.5	451.58	2354	2354
454	450.94	2537	2537
453.5	450.39	2400	2400
453	450.39	2361	2361
452.5	449.77	2511	2511
452	449.16	2524	2524
451.5	448.55	2638	2638
451	447.93	2383	2383
450.5	447.35	2482	2482
450	447.37	2522	2522
449.5	446.73	2335	2335
449	446.11	2354	2354
448.5	445.53	2425	2425
448	444.96	2443	2443
447.5	444.94	2476	2476
447	444.32	2666	2666
446.5	443.69	2521	2521
446	443.09	2474	2474
445.5	442.54	2445	2445
445	441.93	2399	2399
444.5	441.92	2489	2489
444	441.29	2563	2563
443.5	440.72	2476	2476
443	440.1	2492	2492
442.5	439.52	2444	2444
442	438.87	2526	2526
441.5	438.87	2525	2525
441	438.3	2344	2344
440.5	437.74	2517	2517
440	437.12	2483	2483
439.5	436.48	2374	2374
439	436.51	2423	2423
438.5	435.92	2416	2416
438	435.35	2520	2520
437.5	434.75	2537	2537
437	434.12	2365	2365
436.5	433.49	2428	2428
436	433.51	2377	2377
435.5	432.94	2501	2501
435	432.31	2391	2391
434.5	431.69	2463	2463
434	431.12	2560	2560
433.5	431.1	2505	2505
433	430.51	2576	2576
432.5	429.93	2553	2553
432	429.28	2559	2559
431.5	428.68	2333	2333
431	428.1	2442	2442
430.5	428.08	2493	2493
430	427.47	2392	2392
429.5	426.9	2388	2388
429	426.26	2485	2485
428.5	425.65	2349	2349
428	425.7	2437	2437
427.5	425.07	2436	2436
427	424.44	2473	2473
426.5	423.85	2491	2491
426	423.26	2403	2403
425.5	422.66	2533	2533
425	422.68	2418	2418
424.5	422.03	2457	2457
424	421.43	2315	2315
423.5	420.87	2426	2426
423	420.25	2458	2458
422.5	420.24	2295	2295
422	419.62	2433	2433
421.5	419.02	2403	2403
421	418.42	2517	2517
420.5	417.87	2332	2332
420	417.25	2341	2341
419.5	417.23	2455	2455
419	416.64	2487	2487
418.5	416.05	2453	2453
418	415.47	2456	2456
417.5	414.83	2463	2463
417	414.82	2464	2464
416.5	414.21	2516	2516
416	413.65	2395	2395
415.5	413.05	2465	2465
415	412.43	2411	2411
414.5	411.81	2345	2345
414	411.82	2409	2409
413.5	411.25	2396	2396
413	410.66	2343	2343
412.5	410.01	2503	2503
412	409.38	2567	2567
411.5	409.37	2530	2530
411	408.79	2493	2493
410.5	408.24	2460	2460
410	407.61	2445	2445
409.5	406.99	2499	2499
409	406.44	2440	2440
408.5	406.43	2491	2491
408	405.84	2508	2508
407.5	405.18	2436	2436
407	404.51	2521	2521
406.5	403.94	2411	2411
406	403.94	2441	2441
405.5	403.37	2444	2444
405	402.71	2526	2526
404.5	402.09	2387	2387
404	401.52	2609	2609
403.5	400.94	2500	2500
403	400.94	2456	2456
402.5	400.28	2377	2377
402	399.63	2266	2266
401.5	399.05	2536	2536
401	398.47	2421	2421
400.5	397.85	2374	2374
400	397.84	2448	2448
399.5	397.24	2528	2528
399	396.65	2435	2435
398.5	396.09	2401	2401
398	395.46	2477	2477
397.5	395.42	2460	2460
397	394.8	2445	2445
396.5	394.28	2490	2490
396	393.67	2391	2391
395.5	392.99	2549	2549
395	392.39	2507	2507
394.5	392.36	2433	2433
394	391.78	2431	2431
393.5	391.22	2565	2565
393	390.55	2480	2480
392.5	389.9	2515	2515
392	389.92	2540	2540
391.5	389.34	2453	2453
391	388.73	2523	2523
390.5	388.11	2621	2621
390	387.48	2572	2572
389.5	386.88	2687	2687
389	386.87	2479	2479
388.5	386.31	2541	2541
388	385.63	2602	2602
387.5	385	2382	2382
387	384.44	2376	2376
386.5	384.44	2419	2419
386	383.86	2467	2467
385.5	383.25	2379	2379
385	382.6	2503	2503
384.5	382.05	2430	2430
384	381.49	2496	2496
383.5	381.48	2475	2475
383	380.83	2468	2468
382.5	380.19	2546	2546
382	379.63	2394	2394
381.5	379.04	2537	2537
381	379.07	2446	2446
380.5	378.46	2531	2531
380	377.81	2489	2489
379.5	377.25	2504	2504
379	376.69	2500	2500
378.5	376.03	2526	2526
378	376.05	2504	2504
377.5	375.43	2427	2427
377	374.82	2485	2485
376.5	374.29	2387	2387
376	373.65	2599	2599
375.5	373.62	2502	2502
375	373.05	2375	2375
374.5	372.45	2575	2575
374	371.86	2489	2489
373.5	371.24	2606	2606
373	370.62	2588	2588
372.5	370.58	2588	2588
372	370	2692	2692
371.5	369.44	2602	2602
371	368.82	2705	2705
370.5	368.18	2723	2723
370	368.21	2662	2662
369.5	367.61	2818	2818
369	367.01	2727	2727
368.5	366.43	2881	2881
368	365.78	3020	3020
367.5	365.16	3507	3507
367	365.19	3225	3225
366.5	364.58	3656	3656
366	363.97	3596	3596
365.5	363.38	3360	3360
365	362.78	3171	3171
364.5	362.78	3415	3415
364	362.2	3304	3304
363.5	361.59	3420	3420
363	360.95	3539	3539
362.5	360.38	3860	3860
362	359.78	3965	3965
361.5	359.77	3933	3933
361	359.21	4080	4080
360.5	358.58	4077	4077
360	357.97	4094	4094
359.5	357.42	3567	3567
359	357.41	3533	3533
358.5	356.8	3566	3566
358	356.19	3312	3312
357.5	355.57	3286	3286
357	354.98	3335	3335
356.5	354.4	3344	3344
356	354.42	3271	3271
355.5	353.76	3204	3204
355	353.16	3160	3160
354.5	352.58	3140	3140
354	351.95	3130	3130
353.5	351.33	3159	3159
353	351.35	3149	3149
352.5	350.72	3014	3014
352	350.14	3055	3055
351.5	349.58	3095	3095
351	348.93	3065	3065
350.5	348.93	3203	3203
350	348.33	3051	3051
349.5	347.74	3089	3089
349	347.16	3000	3000
348.5	346.52	2982	2982
348	345.88	3130	3130
347.5	345.87	3022	3022
347	345.32	3109	3109
346.5	344.75	3050	3050
346	344.09	3102	3102
345.5	343.48	3045	3045
345	343.47	3028	3028
344.5	342.89	3078	3078
344	342.35	3104	3104
343.5	341.69	3062	3062
343	341.06	3062	3062
342.5	340.51	3075	3075
342	340.5	3028	3028
341.5	339.93	3043	3043
341	339.34	3049	3049
340.5	338.68	3065	3065
340	338.11	3028	3028
339.5	338.14	3130	3130
339	337.55	2952	2952
338.5	336.9	3159	3159
338	336.3	3008	3008
337.5	335.71	3074	3074
337	335.13	3095	3095
336.5	335.16	3104	3104
336	334.5	3140	3140
335.5	333.87	3217	3217
335	333.31	3178	3178
334.5	332.73	3043	3043
334	332.72	3009	3009
333.5	332.11	3098	3098
333	331.47	3029	3029
332.5	330.87	2990	2990
332	330.32	2976	2976
331.5	329.72	3096	3096
331	329.7	3085	3085
330.5	329.07	3030	3030
330	328.44	3054	3054
329.5	327.86	3106	3106
329	327.23	3104	3104
328.5	327.22	3163	3163
328	326.58	3086	3086
327.5	325.97	3188	3188
327	325.37	3033	3033
326.5	324.77	3074	3074
326	324.13	3018	3018
325.5	324.13	3066	3066
325	323.54	3177	3177
324.5	322.94	3254	3254
324	322.34	3138	3138
323.5	321.71	3108	3108
323	321.68	3113	3113
322.5	321.08	3188	3188
322	320.5	3115	3115
321.5	319.87	3182	3182
321	319.24	3284	3284
320.5	318.67	3221	3221
320	318.65	3080	3080
319.5	318.09	3221	3221
319	317.5	3071	3071
318.5	316.82	3125	3125
318	316.26	3246	3246
317.5	316.27	3234	3234
317	315.65	3396	3396
316.5	315.03	3418	3418
316	314.42	3156	3156
315.5	313.77	3416	3416
315	313.15	3315	3315
314.5	313.17	3390	3390
314	312.54	3393	3393
313.5	311.94	3406	3406
313	311.33	3475	3475
312.5	310.71	3538	3538
312	310.73	3436	3436
311.5	310.13	3528	3528
311	309.48	3589	3589
310.5	308.85	3507	3507
310	308.29	3489	3489
309.5	307.62	3797	3797
309	307.63	3391	3391
308.5	307	3601	3601
308	306.39	3546	3546
307.5	305.79	3656	3656
307	305.18	3680	3680
306.5	304.55	3610	3610
306	304.54	3562	3562
305.5	303.97	3551	3551
305	303.4	3714	3714
304.5	302.76	3664	3664
304	302.17	3670	3670
303.5	302.14	3740	3740
303	301.55	3712	3712
302.5	301.04	3732	3732
302	300.4	3771	3771
301.5	299.76	3674	3674
301	299.19	3606	3606
300.5	299.17	3804	3804
300	298.58	3726	3726
299.5	298	3796	3796
299	297.35	3734	3734
298.5	296.76	3637	3637
298	296.77	3806	3806
297.5	296.21	3762	3762
297	295.58	3678	3678
296.5	294.97	3734	3734
296	294.37	3680	3680
295.5	293.76	3650	3650
295	293.79	3671	3671
294.5	293.2	3587	3587
294	292.52	3676	3676
293.5	291.94	3601	3601
293	291.4	3653	3653
292.5	291.37	3612	3612
292	290.81	3766	3766
291.5	290.17	3689	3689
291	289.55	3708	3708
290.5	288.97	3742	3742
290	288.38	3637	3637
289.5	288.36	3564	3564
289	287.72	3650	3650
288.5	287.15	3559	3559
288	286.52	3735	3735
287.5	285.95	3628	3628
287	285.96	3787	3787
286.5	285.31	3534	3534
286	284.71	3490	3490
285.5	284.14	3374	3374
285	283.53	3576	3576
284.5	282.93	3495	3495
284	282.91	3504	3504
283.5	282.3	3513	3513
283	281.72	3591	3591
282.5	281.15	3479	3479
282	280.53	3478	3478
281.5	280.5	3590	3590
281	279.91	3669	3669
280.5	279.35	3638	3638
